Distance		Radiation
14.48		0.00420978
14.49		0.00420698
14.5		0.00420424
14.51		0.00420156
14.52		0.00419894
14.53		0.00419637
14.54		0.00419386
14.55		0.00419141
14.56		0.00418901
14.57		0.00418667
14.58		0.00418438
14.59		0.00418215
14.6		0.00417997
14.61		0.00417784
14.62		0.00417576
14.63		0.00417373
14.64		0.00417175
14.65		0.00416982
14.66		0.00416795
14.67		0.00416611
14.68		0.00416433
14.69		0.0041626
14.7		0.00416091
14.71		0.00415926
14.72		0.00415766
14.73		0.00415611
14.74		0.0041546
14.75		0.00415313
14.76		0.00415171
14.77		0.00415033
14.78		0.00414899
14.79		0.00414768
14.8		0.00414642
14.81		0.0041452
14.82		0.00414402
14.83		0.00414288
14.84		0.00414177
14.85		0.0041407
14.86		0.00413967
14.87		0.00413867
14.88		0.0041377
14.89		0.00413677
14.9		0.00413588
14.91		0.00413501
14.92		0.00413418
14.93		0.00413338
14.94		0.00413262
14.95		0.00413188
14.96		0.00413117
14.97		0.00413049
14.98		0.00412984
14.99		0.00412922
15		0.00412862
15.01		0.00412806
15.02		0.00412751
15.03		0.004127
15.04		0.0041265
15.05		0.00412603
15.06		0.00412559
15.07		0.00412517
15.08		0.00412477
15.09		0.00412439
15.1		0.00412403
15.11		0.00412369
15.12		0.00412337
15.13		0.00412308
15.14		0.0041228
15.15		0.00412253
15.16		0.00412229
15.17		0.00412206
15.18		0.00412185
15.19		0.00412165
15.2		0.00412147
15.21		0.0041213
15.22		0.00412115
15.23		0.004121
15.24		0.00412088
15.25		0.00412076
15.26		0.00412065
15.27		0.00412056
15.28		0.00412047
15.29		0.0041204
15.3		0.00412033
15.31		0.00412027
15.32		0.00412022
15.33		0.00412018
15.34		0.00412014
15.35		0.00412011
15.36		0.00412009
15.37		0.00412007
15.38		0.00412005
15.39		0.00412004
15.4		0.00412003
15.41		0.00412003
15.42		0.00412002
15.43		0.00412002
15.44		0.00412002
15.45		0.00412002
15.46		0.00412002
15.47		0.00412002
15.48		0.00412002
15.49		0.00412002
15.5		0.00412001
15.51		0.00412
15.52		0.00411999
15.53		0.00411998
15.54		0.00411996
15.55		0.00411994
15.56		0.00411991
15.57		0.00411987
15.58		0.00411983
15.59		0.00411978
15.6		0.00411973
15.61		0.00411967
15.62		0.0041196
15.63		0.00411952
15.64		0.00411943
15.65		0.00411934
15.66		0.00411923
15.67		0.00411911
15.68		0.00411898
15.69		0.00411884
15.7		0.00411869
15.71		0.00411853
15.72		0.00411835
15.73		0.00411816
15.74		0.00411796
15.75		0.00411774
15.76		0.00411751
15.77		0.00411727
15.78		0.004117
15.79		0.00411673
15.8		0.00411643
15.81		0.00411612
15.82		0.0041158
15.83		0.00411545
15.84		0.00411509
15.85		0.00411471
15.86		0.00411431
15.87		0.00411389
15.88		0.00411346
15.89		0.004113
15.9		0.00411252
15.91		0.00411203
15.92		0.00411151
15.93		0.00411097
15.94		0.00411041
15.95		0.00410983
15.96		0.00410923
15.97		0.0041086
15.98		0.00410795
15.99		0.00410728
16		0.00410658
16.01		0.00410586
16.02		0.00410512
16.03		0.00410435
16.04		0.00410356
16.05		0.00410274
16.06		0.0041019
16.07		0.00410103
16.08		0.00410013
16.09		0.00409921
16.1		0.00409827
16.11		0.00409729
16.12		0.00409629
16.13		0.00409526
16.14		0.00409421
16.15		0.00409312
16.16		0.00409201
16.17		0.00409087
16.18		0.0040897
16.19		0.0040885
16.2		0.00408727
16.21		0.00408602
16.22		0.00408473
16.23		0.00408342
16.24		0.00408207
16.25		0.00408069
16.26		0.00407929
16.27		0.00407785
16.28		0.00407638
16.29		0.00407488
16.3		0.00407335
16.31		0.00407179
16.32		0.0040702
16.33		0.00406858
16.34		0.00406692
16.35		0.00406523
16.36		0.00406351
16.37		0.00406176
16.38		0.00405997
16.39		0.00405815
16.4		0.0040563
16.41		0.00405441
16.42		0.0040525
16.43		0.00405055
16.44		0.00404856
16.45		0.00404654
16.46		0.00404449
16.47		0.00404241
16.48		0.00404029
16.49		0.00403813
16.5		0.00403594
16.51		0.00403372
16.52		0.00403147
16.53		0.00402918
16.54		0.00402685
16.55		0.00402449
16.56		0.0040221
16.57		0.00401967
16.58		0.00401721
16.59		0.00401471
16.6		0.00401217
16.61		0.00400961
16.62		0.004007
16.63		0.00400437
16.64		0.00400169
16.65		0.00399898
16.66		0.00399624
16.67		0.00399346
16.68		0.00399065
16.69		0.0039878
16.7		0.00398492
16.71		0.003982
16.72		0.00397904
16.73		0.00397605
16.74		0.00397303
16.75		0.00396997
16.76		0.00396687
16.77		0.00396374
16.78		0.00396058
16.79		0.00395737
16.8		0.00395414
16.81		0.00395087
16.82		0.00394756
16.83		0.00394422
16.84		0.00394084
16.85		0.00393743
16.86		0.00393399
16.87		0.00393051
16.88		0.00392699
16.89		0.00392344
16.9		0.00391986
16.91		0.00391624
16.92		0.00391258
16.93		0.00390889
16.94		0.00390517
16.95		0.00390142
16.96		0.00389762
16.97		0.0038938
16.98		0.00388994
16.99		0.00388605
17		0.00388212
17.01		0.00387816
17.02		0.00387417
17.03		0.00387014
17.04		0.00386608
17.05		0.00386199
17.06		0.00385786
17.07		0.0038537
17.08		0.00384951
17.09		0.00384528
17.1		0.00384102
17.11		0.00383673
17.12		0.00383241
17.13		0.00382806
17.14		0.00382367
17.15		0.00381925
17.16		0.0038148
17.17		0.00381032
17.18		0.00380581
17.19		0.00380127
17.2		0.00379669
17.21		0.00379209
17.22		0.00378745
17.23		0.00378279
17.24		0.00377809
17.25		0.00377336
17.26		0.00376861
17.27		0.00376382
17.28		0.00375901
17.29		0.00375416
17.3		0.00374929
17.31		0.00374438
17.32		0.00373945
17.33		0.00373449
17.34		0.00372951
17.35		0.00372449
17.36		0.00371945
17.37		0.00371438
17.38		0.00370928
17.39		0.00370415
17.4		0.003699
17.41		0.00369382
17.42		0.00368861
17.43		0.00368338
17.44		0.00367812
17.45		0.00367284
17.46		0.00366753
17.47		0.0036622
17.48		0.00365684
17.49		0.00365145
17.5		0.00364604
17.51		0.00364061
17.52		0.00363515
17.53		0.00362967
17.54		0.00362417
17.55		0.00361864
17.56		0.00361309
17.57		0.00360752
17.58		0.00360192
17.59		0.0035963
17.6		0.00359067
17.61		0.003585
17.62		0.00357932
17.63		0.00357362
17.64		0.00356789
17.65		0.00356215
17.66		0.00355638
17.67		0.0035506
17.68		0.00354479
17.69		0.00353897
17.7		0.00353313
17.71		0.00352727
17.72		0.00352139
17.73		0.00351549
17.74		0.00350957
17.75		0.00350364
17.76		0.00349769
17.77		0.00349172
17.78		0.00348573
17.79		0.00347973
17.8		0.00347371
17.81		0.00346768
17.82		0.00346163
17.83		0.00345557
17.84		0.00344949
17.85		0.00344339
17.86		0.00343728
17.87		0.00343116
17.88		0.00342503
17.89		0.00341888
17.9		0.00341272
17.91		0.00340654
17.92		0.00340035
17.93		0.00339415
17.94		0.00338794
17.95		0.00338172
17.96		0.00337549
17.97		0.00336924
17.98		0.00336299
17.99		0.00335672
18		0.00335044
18.01		0.00334416
18.02		0.00333786
18.03		0.00333156
18.04		0.00332525
18.05		0.00331893
18.06		0.0033126
18.07		0.00330626
18.08		0.00329992
18.09		0.00329357
18.1		0.00328721
18.11		0.00328085
18.12		0.00327448
18.13		0.0032681
18.14		0.00326172
18.15		0.00325534
18.16		0.00324895
18.17		0.00324255
18.18		0.00323615
18.19		0.00322975
18.2		0.00322334
18.21		0.00321693
18.22		0.00321052
18.23		0.0032041
18.24		0.00319768
18.25		0.00319126
18.26		0.00318484
18.27		0.00317842
18.28		0.003172
18.29		0.00316557
18.3		0.00315915
18.31		0.00315272
18.32		0.0031463
18.33		0.00313988
18.34		0.00313345
18.35		0.00312703
18.36		0.00312061
18.37		0.00311419
18.38		0.00310778
18.39		0.00310136
18.4		0.00309495
18.41		0.00308855
18.42		0.00308214
18.43		0.00307574
18.44		0.00306935
18.45		0.00306295
18.46		0.00305657
18.47		0.00305019
18.48		0.00304381
18.49		0.00303744
18.5		0.00303107
18.51		0.00302471
18.52		0.00301836
18.53		0.00301201
18.54		0.00300567
18.55		0.00299934
18.56		0.00299302
18.57		0.0029867
18.58		0.00298039
18.59		0.00297409
18.6		0.0029678
18.61		0.00296152
18.62		0.00295525
18.63		0.00294899
18.64		0.00294274
18.65		0.00293649
18.66		0.00293026
18.67		0.00292404
18.68		0.00291783
18.69		0.00291163
18.7		0.00290545
18.71		0.00289927
18.72		0.00289311
18.73		0.00288696
18.74		0.00288082
18.75		0.0028747
18.76		0.00286859
18.77		0.00286249
18.78		0.00285641
18.79		0.00285034
18.8		0.00284428
18.81		0.00283824
18.82		0.00283222
18.83		0.00282621
18.84		0.00282021
18.85		0.00281423
18.86		0.00280827
18.87		0.00280232
18.88		0.00279639
18.89		0.00279048
18.9		0.00278458
18.91		0.0027787
18.92		0.00277283
18.93		0.00276699
18.94		0.00276116
18.95		0.00275535
18.96		0.00274956
18.97		0.00274378
18.98		0.00273803
18.99		0.00273229
19		0.00272658
19.01		0.00272088
19.02		0.0027152
19.03		0.00270954
19.04		0.0027039
19.05		0.00269829
19.06		0.00269269
19.07		0.00268711
19.08		0.00268156
19.09		0.00267602
19.1		0.00267051
19.11		0.00266502
19.12		0.00265955
19.13		0.0026541
19.14		0.00264867
19.15		0.00264327
19.16		0.00263788
19.17		0.00263252
19.18		0.00262719
19.19		0.00262187
19.2		0.00261658
19.21		0.00261131
19.22		0.00260607
19.23		0.00260085
19.24		0.00259565
19.25		0.00259048
19.26		0.00258533
19.27		0.00258021
19.28		0.00257511
19.29		0.00257003
19.3		0.00256498
19.31		0.00255995
19.32		0.00255495
19.33		0.00254998
19.34		0.00254503
19.35		0.0025401
19.36		0.0025352
19.37		0.00253033
19.38		0.00252548
19.39		0.00252066
19.4		0.00251586
19.41		0.00251109
19.42		0.00250635
19.43		0.00250163
19.44		0.00249694
19.45		0.00249228
19.46		0.00248764
19.47		0.00248303
19.48		0.00247845
19.49		0.0024739
19.5		0.00246937
19.51		0.00246487
19.52		0.00246039
19.53		0.00245595
19.54		0.00245153
19.55		0.00244714
19.56		0.00244278
19.57		0.00243844
19.58		0.00243414
19.59		0.00242986
19.6		0.00242561
19.61		0.00242138
19.62		0.00241719
19.63		0.00241302
19.64		0.00240889
19.65		0.00240478
19.66		0.0024007
19.67		0.00239664
19.68		0.00239262
19.69		0.00238863
19.7		0.00238466
19.71		0.00238072
19.72		0.00237682
19.73		0.00237294
19.74		0.00236909
19.75		0.00236526
19.76		0.00236147
19.77		0.00235771
19.78		0.00235397
19.79		0.00235027
19.8		0.00234659
19.81		0.00234295
19.82		0.00233933
19.83		0.00233574
19.84		0.00233218
19.85		0.00232865
19.86		0.00232515
19.87		0.00232167
19.88		0.00231823
19.89		0.00231482
19.9		0.00231143
19.91		0.00230808
19.92		0.00230475
19.93		0.00230146
19.94		0.00229819
19.95		0.00229495
19.96		0.00229174
19.97		0.00228856
19.98		0.00228541
19.99		0.00228229
20		0.00227919
20.01		0.00227613
20.02		0.00227309
20.03		0.00227009
20.04		0.00226711
20.05		0.00226416
20.06		0.00226124
20.07		0.00225835
20.08		0.00225549
20.09		0.00225266
20.1		0.00224985
20.11		0.00224708
20.12		0.00224433
20.13		0.00224161
20.14		0.00223892
20.15		0.00223626
20.16		0.00223363
20.17		0.00223102
20.18		0.00222845
20.19		0.0022259
20.2		0.00222338
20.21		0.00222089
20.22		0.00221842
20.23		0.00221598
20.24		0.00221357
20.25		0.00221119
20.26		0.00220884
20.27		0.00220651
20.28		0.00220422
20.29		0.00220194
20.3		0.0021997
20.31		0.00219748
20.32		0.00219529
20.33		0.00219313
20.34		0.00219099
20.35		0.00218888
20.36		0.0021868
20.37		0.00218475
20.38		0.00218272
20.39		0.00218071
20.4		0.00217874
20.41		0.00217678
20.42		0.00217486
20.43		0.00217296
20.44		0.00217109
20.45		0.00216924
20.46		0.00216742
20.47		0.00216562
20.48		0.00216385
20.49		0.0021621
20.5		0.00216038
20.51		0.00215868
20.52		0.00215701
20.53		0.00215536
20.54		0.00215374
20.55		0.00215214
20.56		0.00215057
20.57		0.00214902
20.58		0.00214749
20.59		0.00214599
20.6		0.00214451
20.61		0.00214305
20.62		0.00214162
20.63		0.00214021
20.64		0.00213883
20.65		0.00213746
20.66		0.00213612
20.67		0.0021348
20.68		0.00213351
20.69		0.00213223
20.7		0.00213098
20.71		0.00212975
20.72		0.00212855
20.73		0.00212736
20.74		0.00212619
20.75		0.00212505
20.76		0.00212393
20.77		0.00212283
20.78		0.00212174
20.79		0.00212068
20.8		0.00211964
20.81		0.00211862
20.82		0.00211762
20.83		0.00211664
20.84		0.00211568
20.85		0.00211474
20.86		0.00211382
20.87		0.00211292
20.88		0.00211203
20.89		0.00211117
20.9		0.00211032
20.91		0.0021095
20.92		0.00210869
20.93		0.00210789
20.94		0.00210712
20.95		0.00210636
20.96		0.00210562
20.97		0.0021049
20.98		0.0021042
20.99		0.00210351
21		0.00210284
21.01		0.00210218
21.02		0.00210155
21.03		0.00210092
21.04		0.00210032
21.05		0.00209973
21.06		0.00209915
21.07		0.00209859
21.08		0.00209805
21.09		0.00209752
21.1		0.002097
21.11		0.0020965
21.12		0.00209601
21.13		0.00209554
21.14		0.00209508
21.15		0.00209464
21.16		0.0020942
21.17		0.00209379
21.18		0.00209338
21.19		0.00209299
21.2		0.00209261
21.21		0.00209224
21.22		0.00209189
21.23		0.00209154
21.24		0.00209121
21.25		0.00209089
21.26		0.00209058
21.27		0.00209029
21.28		0.00209
21.29		0.00208973
21.3		0.00208946
21.31		0.00208921
21.32		0.00208896
21.33		0.00208873
21.34		0.0020885
21.35		0.00208829
21.36		0.00208808
21.37		0.00208789
21.38		0.0020877
21.39		0.00208752
21.4		0.00208735
21.41		0.00208719
21.42		0.00208703
21.43		0.00208689
21.44		0.00208675
21.45		0.00208662
21.46		0.00208649
21.47		0.00208637
21.48		0.00208626
21.49		0.00208616
21.5		0.00208606
21.51		0.00208597
21.52		0.00208589
21.53		0.00208581
21.54		0.00208573
21.55		0.00208567
21.56		0.0020856
21.57		0.00208554
21.58		0.00208549
21.59		0.00208544
21.6		0.0020854
21.61		0.00208536
21.62		0.00208532
21.63		0.00208529
21.64		0.00208526
21.65		0.00208523
21.66		0.00208521
21.67		0.00208519
21.68		0.00208517
21.69		0.00208516
21.7		0.00208514
21.71		0.00208513
21.72		0.00208512
21.73		0.00208512
21.74		0.00208511
21.75		0.00208511
21.76		0.00208511
21.77		0.0020851
21.78		0.0020851
21.79		0.0020851
21.8		0.0020851
21.81		0.0020851
21.82		0.0020851
21.83		0.0020851
21.84		0.0020851
21.85		0.0020851
21.86		0.0020851
21.87		0.00208509
21.88		0.00208509
21.89		0.00208508
21.9		0.00208508
21.91		0.00208507
21.92		0.00208506
21.93		0.00208504
21.94		0.00208503
21.95		0.00208501
21.96		0.00208499
21.97		0.00208497
21.98		0.00208494
21.99		0.00208491
22		0.00208488
22.01		0.00208484
22.02		0.0020848
22.03		0.00208476
22.04		0.00208471
22.05		0.00208466
22.06		0.00208461
22.07		0.00208455
22.08		0.00208448
22.09		0.00208441
22.1		0.00208433
22.11		0.00208425
22.12		0.00208417
22.13		0.00208408
22.14		0.00208398
22.15		0.00208388
22.16		0.00208377
22.17		0.00208365
22.18		0.00208353
22.19		0.00208341
22.2		0.00208327
22.21		0.00208313
22.22		0.00208298
22.23		0.00208283
22.24		0.00208267
22.25		0.0020825
22.26		0.00208232
22.27		0.00208214
22.28		0.00208194
22.29		0.00208174
22.3		0.00208154
22.31		0.00208132
22.32		0.0020811
22.33		0.00208086
22.34		0.00208062
22.35		0.00208037
22.36		0.00208011
22.37		0.00207984
22.38		0.00207957
22.39		0.00207928
22.4		0.00207899
22.41		0.00207868
22.42		0.00207837
22.43		0.00207804
22.44		0.00207771
22.45		0.00207736
22.46		0.00207701
22.47		0.00207665
22.48		0.00207627
22.49		0.00207589
22.5		0.00207549
22.51		0.00207509
22.52		0.00207467
22.53		0.00207424
22.54		0.0020738
22.55		0.00207335
22.56		0.00207289
22.57		0.00207242
22.58		0.00207194
22.59		0.00207144
22.6		0.00207094
22.61		0.00207042
22.62		0.00206989
22.63		0.00206935
22.64		0.0020688
22.65		0.00206824
22.66		0.00206766
22.67		0.00206707
22.68		0.00206647
22.69		0.00206586
22.7		0.00206523
22.71		0.00206459
22.72		0.00206394
22.73		0.00206328
22.74		0.00206261
22.75		0.00206192
22.76		0.00206122
22.77		0.0020605
22.78		0.00205978
22.79		0.00205904
22.8		0.00205829
22.81		0.00205752
22.82		0.00205674
22.83		0.00205595
22.84		0.00205515
22.85		0.00205433
22.86		0.0020535
22.87		0.00205265
22.88		0.00205179
22.89		0.00205092
22.9		0.00205004
22.91		0.00204914
22.92		0.00204823
22.93		0.0020473
22.94		0.00204636
22.95		0.00204541
22.96		0.00204444
22.97		0.00204346
22.98		0.00204247
22.99		0.00204146
23		0.00204044
23.01		0.0020394
23.02		0.00203835
23.03		0.00203729
23.04		0.00203621
23.05		0.00203512
23.06		0.00203401
23.07		0.00203289
23.08		0.00203176
23.09		0.00203061
23.1		0.00202945
23.11		0.00202828
23.12		0.00202709
23.13		0.00202588
23.14		0.00202467
23.15		0.00202343
23.16		0.00202219
23.17		0.00202093
23.18		0.00201965
23.19		0.00201837
23.2		0.00201706
23.21		0.00201575
23.22		0.00201442
23.23		0.00201307
23.24		0.00201172
23.25		0.00201035
23.26		0.00200896
23.27		0.00200756
23.28		0.00200615
23.29		0.00200472
23.3		0.00200328
23.31		0.00200182
23.32		0.00200035
23.33		0.00199887
23.34		0.00199737
23.35		0.00199586
23.36		0.00199434
23.37		0.0019928
23.38		0.00199125
23.39		0.00198968
23.4		0.0019881
23.41		0.00198651
23.42		0.0019849
23.43		0.00198328
23.44		0.00198165
23.45		0.00198
23.46		0.00197834
23.47		0.00197667
23.48		0.00197499
23.49		0.00197329
23.5		0.00197157
23.51		0.00196985
23.52		0.00196811
23.53		0.00196636
23.54		0.00196459
23.55		0.00196281
23.56		0.00196102
23.57		0.00195922
23.58		0.0019574
23.59		0.00195557
23.6		0.00195373
23.61		0.00195188
23.62		0.00195001
23.63		0.00194813
23.64		0.00194624
23.65		0.00194434
23.66		0.00194242
23.67		0.0019405
23.68		0.00193856
23.69		0.0019366
23.7		0.00193464
23.71		0.00193267
23.72		0.00193068
23.73		0.00192868
23.74		0.00192667
23.75		0.00192465
23.76		0.00192261
23.77		0.00192057
23.78		0.00191851
23.79		0.00191645
23.8		0.00191437
23.81		0.00191228
23.82		0.00191018
23.83		0.00190807
23.84		0.00190595
23.85		0.00190381
23.86		0.00190167
23.87		0.00189952
23.88		0.00189736
23.89		0.00189518
23.9		0.001893
23.91		0.0018908
23.92		0.0018886
23.93		0.00188639
23.94		0.00188416
23.95		0.00188193
23.96		0.00187969
23.97		0.00187743
23.98		0.00187517
23.99		0.0018729
24		0.00187062
24.01		0.00186833
24.02		0.00186603
24.03		0.00186373
24.04		0.00186141
24.05		0.00185909
24.06		0.00185676
24.07		0.00185441
24.08		0.00185207
24.09		0.00184971
24.1		0.00184734
24.11		0.00184497
24.12		0.00184259
24.13		0.0018402
24.14		0.0018378
24.15		0.0018354
24.16		0.00183299
24.17		0.00183057
24.18		0.00182814
24.19		0.00182571
24.2		0.00182327
24.21		0.00182083
24.22		0.00181837
24.23		0.00181591
24.24		0.00181345
24.25		0.00181097
24.26		0.0018085
24.27		0.00180601
24.28		0.00180352
24.29		0.00180103
24.3		0.00179852
24.31		0.00179602
24.32		0.0017935
24.33		0.00179099
24.34		0.00178846
24.35		0.00178594
24.36		0.0017834
24.37		0.00178087
24.38		0.00177832
24.39		0.00177578
24.4		0.00177322
24.41		0.00177067
24.42		0.00176811
24.43		0.00176555
24.44		0.00176298
24.45		0.00176041
24.46		0.00175783
24.47		0.00175525
24.48		0.00175267
24.49		0.00175009
24.5		0.0017475
24.51		0.00174491
24.52		0.00174231
24.53		0.00173972
24.54		0.00173712
24.55		0.00173452
24.56		0.00173191
24.57		0.00172931
24.58		0.0017267
24.59		0.00172409
24.6		0.00172148
24.61		0.00171886
24.62		0.00171625
24.63		0.00171363
24.64		0.00171101
24.65		0.00170839
24.66		0.00170577
24.67		0.00170315
24.68		0.00170053
24.69		0.00169791
24.7		0.00169529
24.71		0.00169266
24.72		0.00169004
24.73		0.00168742
24.74		0.00168479
24.75		0.00168217
24.76		0.00167955
24.77		0.00167692
24.78		0.0016743
24.79		0.00167168
24.8		0.00166906
24.81		0.00166644
24.82		0.00166382
24.83		0.00166121
24.84		0.00165859
24.85		0.00165598
24.86		0.00165336
24.87		0.00165075
24.88		0.00164814
24.89		0.00164554
24.9		0.00164293
24.91		0.00164033
24.92		0.00163773
24.93		0.00163513
24.94		0.00163253
24.95		0.00162994
24.96		0.00162735
24.97		0.00162476
24.98		0.00162218
24.99		0.0016196
