Time		Tempurature
63.79		15.6618
63.8		15.665
63.81		15.6683
63.82		15.6715
63.83		15.6748
63.84		15.678
63.85		15.6812
63.86		15.6845
63.87		15.6877
63.88		15.691
63.89		15.6942
63.9		15.6975
63.91		15.7007
63.92		15.704
63.93		15.7072
63.94		15.7105
63.95		15.7137
63.96		15.7169
63.97		15.7202
63.98		15.7234
63.99		15.7267
64		15.7299
64.01		15.7332
64.02		15.7364
64.03		15.7396
64.04		15.7429
64.05		15.7461
64.06		15.7494
64.07		15.7526
64.08		15.7559
64.09		15.7591
64.1		15.7623
64.11		15.7656
64.12		15.7688
64.13		15.7721
64.14		15.7753
64.15		15.7785
64.16		15.7818
64.17		15.785
64.18		15.7883
64.19		15.7915
64.2		15.7947
64.21		15.798
64.22		15.8012
64.23		15.8044
64.24		15.8077
64.25		15.8109
64.26		15.8142
64.27		15.8174
64.28		15.8206
64.29		15.8239
64.3		15.8271
64.31		15.8303
64.32		15.8336
64.33		15.8368
64.34		15.84
64.35		15.8433
64.36		15.8465
64.37		15.8497
64.38		15.853
64.39		15.8562
64.4		15.8594
64.41		15.8627
64.42		15.8659
64.43		15.8691
64.44		15.8724
64.45		15.8756
64.46		15.8788
64.47		15.8821
64.48		15.8853
64.49		15.8885
64.5		15.8918
64.51		15.895
64.52		15.8982
64.53		15.9014
64.54		15.9047
64.55		15.9079
64.56		15.9111
64.57		15.9144
64.58		15.9176
64.59		15.9208
64.6		15.924
64.61		15.9273
64.62		15.9305
64.63		15.9337
64.64		15.937
64.65		15.9402
64.66		15.9434
64.67		15.9466
64.68		15.9499
64.69		15.9531
64.7		15.9563
64.71		15.9595
64.72		15.9628
64.73		15.966
64.74		15.9692
64.75		15.9724
64.76		15.9757
64.77		15.9789
64.78		15.9821
64.79		15.9853
64.8		15.9886
64.81		15.9918
64.82		15.995
64.83		15.9982
64.84		16.0014
64.85		16.0047
64.86		16.0079
64.87		16.0111
64.88		16.0143
64.89		16.0175
64.9		16.0208
64.91		16.024
64.92		16.0272
64.93		16.0304
64.94		16.0336
64.95		16.0369
64.96		16.0401
64.97		16.0433
64.98		16.0465
64.99		16.0497
65		16.053
65.01		16.0562
65.02		16.0594
65.03		16.0626
65.04		16.0658
65.05		16.069
65.06		16.0723
65.07		16.0755
65.08		16.0787
65.09		16.0819
65.1		16.0851
65.11		16.0883
65.12		16.0915
65.13		16.0948
65.14		16.098
65.15		16.1012
65.16		16.1044
65.17		16.1076
65.18		16.1108
65.19		16.114
65.2		16.1173
65.21		16.1205
65.22		16.1237
65.23		16.1269
65.24		16.1301
65.25		16.1333
65.26		16.1365
65.27		16.1397
65.28		16.1429
65.29		16.1462
65.3		16.1494
65.31		16.1526
65.32		16.1558
65.33		16.159
65.34		16.1622
65.35		16.1654
65.36		16.1686
65.37		16.1718
65.38		16.175
65.39		16.1782
65.4		16.1815
65.41		16.1847
65.42		16.1879
65.43		16.1911
65.44		16.1943
65.45		16.1975
65.46		16.2007
65.47		16.2039
65.48		16.2071
65.49		16.2103
65.5		16.2135
65.51		16.2167
65.52		16.2199
65.53		16.2231
65.54		16.2263
65.55		16.2295
65.56		16.2327
65.57		16.2359
65.58		16.2391
65.59		16.2423
65.6		16.2455
65.61		16.2488
65.62		16.252
65.63		16.2552
65.64		16.2584
65.65		16.2616
65.66		16.2648
65.67		16.268
65.68		16.2712
65.69		16.2744
65.7		16.2776
65.71		16.2808
65.72		16.284
65.73		16.2872
65.74		16.2904
65.75		16.2936
65.76		16.2968
65.77		16.3
65.78		16.3031
65.79		16.3063
65.8		16.3095
65.81		16.3127
65.82		16.3159
65.83		16.3191
65.84		16.3223
65.85		16.3255
65.86		16.3287
65.87		16.3319
65.88		16.3351
65.89		16.3383
65.9		16.3415
65.91		16.3447
65.92		16.3479
65.93		16.3511
65.94		16.3543
65.95		16.3575
65.96		16.3607
65.97		16.3639
65.98		16.3671
65.99		16.3702
66		16.3734
66.01		16.3766
66.02		16.3798
66.03		16.383
66.04		16.3862
66.05		16.3894
66.06		16.3926
66.07		16.3958
66.08		16.399
66.09		16.4022
66.1		16.4053
66.11		16.4085
66.12		16.4117
66.13		16.4149
66.14		16.4181
66.15		16.4213
66.16		16.4245
66.17		16.4277
66.18		16.4309
66.19		16.434
66.2		16.4372
66.21		16.4404
66.22		16.4436
66.23		16.4468
66.24		16.45
66.25		16.4532
66.26		16.4563
66.27		16.4595
66.28		16.4627
66.29		16.4659
66.3		16.4691
66.31		16.4723
66.32		16.4754
66.33		16.4786
66.34		16.4818
66.35		16.485
66.36		16.4882
66.37		16.4914
66.38		16.4945
66.39		16.4977
66.4		16.5009
66.41		16.5041
66.42		16.5073
66.43		16.5105
66.44		16.5136
66.45		16.5168
66.46		16.52
66.47		16.5232
66.48		16.5264
66.49		16.5295
66.5		16.5327
66.51		16.5359
66.52		16.5391
66.53		16.5423
66.54		16.5454
66.55		16.5486
66.56		16.5518
66.57		16.555
66.58		16.5581
66.59		16.5613
66.6		16.5645
66.61		16.5677
66.62		16.5708
66.63		16.574
66.64		16.5772
66.65		16.5804
66.66		16.5835
66.67		16.5867
66.68		16.5899
66.69		16.5931
66.7		16.5962
66.71		16.5994
66.72		16.6026
66.73		16.6058
66.74		16.6089
66.75		16.6121
66.76		16.6153
66.77		16.6185
66.78		16.6216
66.79		16.6248
66.8		16.628
66.81		16.6311
66.82		16.6343
66.83		16.6375
66.84		16.6407
66.85		16.6438
66.86		16.647
66.87		16.6502
66.88		16.6533
66.89		16.6565
66.9		16.6597
66.91		16.6628
66.92		16.666
66.93		16.6692
66.94		16.6724
66.95		16.6755
66.96		16.6787
66.97		16.6819
66.98		16.685
66.99		16.6882
67		16.6914
67.01		16.6945
67.02		16.6977
67.03		16.7009
67.04		16.704
67.05		16.7072
67.06		16.7103
67.07		16.7135
67.08		16.7167
67.09		16.7198
67.1		16.723
67.11		16.7262
67.12		16.7293
67.13		16.7325
67.14		16.7357
67.15		16.7388
67.16		16.742
67.17		16.7451
67.18		16.7483
67.19		16.7515
67.2		16.7546
67.21		16.7578
67.22		16.7609
67.23		16.7641
67.24		16.7673
67.25		16.7704
67.26		16.7736
67.27		16.7767
67.28		16.7799
67.29		16.7831
67.3		16.7862
67.31		16.7894
67.32		16.7925
67.33		16.7957
67.34		16.7989
67.35		16.802
67.36		16.8052
67.37		16.8083
67.38		16.8115
67.39		16.8146
67.4		16.8178
67.41		16.821
67.42		16.8241
67.43		16.8273
67.44		16.8304
67.45		16.8336
67.46		16.8367
67.47		16.8399
67.48		16.843
67.49		16.8462
67.5		16.8493
67.51		16.8525
67.52		16.8557
67.53		16.8588
67.54		16.862
67.55		16.8651
67.56		16.8683
67.57		16.8714
67.58		16.8746
67.59		16.8777
67.6		16.8809
67.61		16.884
67.62		16.8872
67.63		16.8903
67.64		16.8935
67.65		16.8966
67.66		16.8998
67.67		16.9029
67.68		16.9061
67.69		16.9092
67.7		16.9124
67.71		16.9155
67.72		16.9187
67.73		16.9218
67.74		16.925
67.75		16.9281
67.76		16.9312
67.77		16.9344
67.78		16.9375
67.79		16.9407
67.8		16.9438
67.81		16.947
67.82		16.9501
67.83		16.9533
67.84		16.9564
67.85		16.9596
67.86		16.9627
67.87		16.9658
67.88		16.969
67.89		16.9721
67.9		16.9753
67.91		16.9784
67.92		16.9816
67.93		16.9847
67.94		16.9878
67.95		16.991
67.96		16.9941
67.97		16.9973
67.98		17.0004
67.99		17.0036
68		17.0067
68.01		17.0098
68.02		17.013
68.03		17.0161
68.04		17.0193
68.05		17.0224
68.06		17.0255
68.07		17.0287
68.08		17.0318
68.09		17.035
68.1		17.0381
68.11		17.0412
68.12		17.0444
68.13		17.0475
68.14		17.0506
68.15		17.0538
68.16		17.0569
68.17		17.06
68.18		17.0632
68.19		17.0663
68.2		17.0695
68.21		17.0726
68.22		17.0757
68.23		17.0789
68.24		17.082
68.25		17.0851
68.26		17.0883
68.27		17.0914
68.28		17.0945
68.29		17.0977
68.3		17.1008
68.31		17.1039
68.32		17.1071
68.33		17.1102
68.34		17.1133
68.35		17.1165
68.36		17.1196
68.37		17.1227
68.38		17.1259
68.39		17.129
68.4		17.1321
68.41		17.1352
68.42		17.1384
68.43		17.1415
68.44		17.1446
68.45		17.1478
68.46		17.1509
68.47		17.154
68.48		17.1571
68.49		17.1603
68.5		17.1634
68.51		17.1665
68.52		17.1697
68.53		17.1728
68.54		17.1759
68.55		17.179
68.56		17.1822
68.57		17.1853
68.58		17.1884
68.59		17.1915
68.6		17.1947
68.61		17.1978
68.62		17.2009
68.63		17.204
68.64		17.2072
68.65		17.2103
68.66		17.2134
68.67		17.2165
68.68		17.2197
68.69		17.2228
68.7		17.2259
68.71		17.229
68.72		17.2321
68.73		17.2353
68.74		17.2384
68.75		17.2415
68.76		17.2446
68.77		17.2478
68.78		17.2509
68.79		17.254
68.8		17.2571
68.81		17.2602
68.82		17.2634
68.83		17.2665
68.84		17.2696
68.85		17.2727
68.86		17.2758
68.87		17.2789
68.88		17.2821
68.89		17.2852
68.9		17.2883
68.91		17.2914
68.92		17.2945
68.93		17.2976
68.94		17.3008
68.95		17.3039
68.96		17.307
68.97		17.3101
68.98		17.3132
68.99		17.3163
69		17.3195
69.01		17.3226
69.02		17.3257
69.03		17.3288
69.04		17.3319
69.05		17.335
69.06		17.3381
69.07		17.3413
69.08		17.3444
69.09		17.3475
69.1		17.3506
69.11		17.3537
69.12		17.3568
69.13		17.3599
69.14		17.363
69.15		17.3662
69.16		17.3693
69.17		17.3724
69.18		17.3755
69.19		17.3786
69.2		17.3817
69.21		17.3848
69.22		17.3879
69.23		17.391
69.24		17.3941
69.25		17.3972
69.26		17.4004
69.27		17.4035
69.28		17.4066
69.29		17.4097
69.3		17.4128
69.31		17.4159
69.32		17.419
69.33		17.4221
69.34		17.4252
69.35		17.4283
69.36		17.4314
69.37		17.4345
69.38		17.4376
69.39		17.4407
69.4		17.4438
69.41		17.4469
69.42		17.45
69.43		17.4532
69.44		17.4563
69.45		17.4594
69.46		17.4625
69.47		17.4656
69.48		17.4687
69.49		17.4718
69.5		17.4749
69.51		17.478
69.52		17.4811
69.53		17.4842
69.54		17.4873
69.55		17.4904
69.56		17.4935
69.57		17.4966
69.58		17.4997
69.59		17.5028
69.6		17.5059
69.61		17.509
69.62		17.5121
69.63		17.5152
69.64		17.5183
69.65		17.5214
69.66		17.5245
69.67		17.5276
69.68		17.5307
69.69		17.5338
69.7		17.5369
69.71		17.54
69.72		17.543
69.73		17.5461
69.74		17.5492
69.75		17.5523
69.76		17.5554
69.77		17.5585
69.78		17.5616
69.79		17.5647
69.8		17.5678
69.81		17.5709
69.82		17.574
69.83		17.5771
69.84		17.5802
69.85		17.5833
69.86		17.5864
69.87		17.5895
69.88		17.5926
69.89		17.5956
69.9		17.5987
69.91		17.6018
69.92		17.6049
69.93		17.608
69.94		17.6111
69.95		17.6142
69.96		17.6173
69.97		17.6204
69.98		17.6235
69.99		17.6265
70		17.6296
70.01		17.6327
70.02		17.6358
70.03		17.6389
70.04		17.642
70.05		17.6451
70.06		17.6482
70.07		17.6513
70.08		17.6543
70.09		17.6574
70.1		17.6605
70.11		17.6636
70.12		17.6667
70.13		17.6698
70.14		17.6729
70.15		17.6759
70.16		17.679
70.17		17.6821
70.18		17.6852
70.19		17.6883
70.2		17.6914
70.21		17.6944
70.22		17.6975
70.23		17.7006
70.24		17.7037
70.25		17.7068
70.26		17.7099
70.27		17.7129
70.28		17.716
70.29		17.7191
70.3		17.7222
70.31		17.7253
70.32		17.7283
70.33		17.7314
70.34		17.7345
70.35		17.7376
70.36		17.7407
70.37		17.7437
70.38		17.7468
70.39		17.7499
70.4		17.753
70.41		17.7561
70.42		17.7591
70.43		17.7622
70.44		17.7653
70.45		17.7684
70.46		17.7715
70.47		17.7745
70.48		17.7776
70.49		17.7807
70.5		17.7838
70.51		17.7868
70.52		17.7899
70.53		17.793
70.54		17.7961
70.55		17.7991
70.56		17.8022
70.57		17.8053
70.58		17.8084
70.59		17.8114
70.6		17.8145
70.61		17.8176
70.62		17.8207
70.63		17.8237
70.64		17.8268
70.65		17.8299
70.66		17.8329
70.67		17.836
70.68		17.8391
70.69		17.8422
70.7		17.8452
70.71		17.8483
70.72		17.8514
70.73		17.8544
70.74		17.8575
70.75		17.8606
70.76		17.8636
70.77		17.8667
70.78		17.8698
70.79		17.8729
70.8		17.8759
70.81		17.879
70.82		17.8821
70.83		17.8851
70.84		17.8882
70.85		17.8913
70.86		17.8943
70.87		17.8974
70.88		17.9005
70.89		17.9035
70.9		17.9066
70.91		17.9097
70.92		17.9127
70.93		17.9158
70.94		17.9188
70.95		17.9219
70.96		17.925
70.97		17.928
70.98		17.9311
70.99		17.9342
71		17.9372
71.01		17.9403
71.02		17.9434
71.03		17.9464
71.04		17.9495
71.05		17.9525
71.06		17.9556
71.07		17.9587
71.08		17.9617
71.09		17.9648
71.1		17.9678
71.11		17.9709
71.12		17.974
71.13		17.977
71.14		17.9801
71.15		17.9831
71.16		17.9862
71.17		17.9893
71.18		17.9923
71.19		17.9954
71.2		17.9984
71.21		18.0015
71.22		18.0046
71.23		18.0076
71.24		18.0107
71.25		18.0137
71.26		18.0168
71.27		18.0198
71.28		18.0229
71.29		18.026
71.3		18.029
71.31		18.0321
71.32		18.0351
71.33		18.0382
71.34		18.0412
71.35		18.0443
71.36		18.0473
71.37		18.0504
71.38		18.0534
71.39		18.0565
71.4		18.0595
71.41		18.0626
71.42		18.0657
71.43		18.0687
71.44		18.0718
71.45		18.0748
71.46		18.0779
71.47		18.0809
71.48		18.084
71.49		18.087
71.5		18.0901
71.51		18.0931
71.52		18.0962
71.53		18.0992
71.54		18.1023
71.55		18.1053
71.56		18.1084
71.57		18.1114
71.58		18.1145
71.59		18.1175
71.6		18.1205
71.61		18.1236
71.62		18.1266
71.63		18.1297
71.64		18.1327
71.65		18.1358
71.66		18.1388
71.67		18.1419
71.68		18.1449
71.69		18.148
71.7		18.151
71.71		18.1541
71.72		18.1571
71.73		18.1601
71.74		18.1632
71.75		18.1662
71.76		18.1693
71.77		18.1723
71.78		18.1754
71.79		18.1784
71.8		18.1814
71.81		18.1845
71.82		18.1875
71.83		18.1906
71.84		18.1936
71.85		18.1967
71.86		18.1997
71.87		18.2027
71.88		18.2058
71.89		18.2088
71.9		18.2119
71.91		18.2149
71.92		18.2179
71.93		18.221
71.94		18.224
71.95		18.2271
71.96		18.2301
71.97		18.2331
71.98		18.2362
71.99		18.2392
72		18.2422
72.01		18.2453
72.02		18.2483
72.03		18.2514
72.04		18.2544
72.05		18.2574
72.06		18.2605
72.07		18.2635
72.08		18.2665
72.09		18.2696
72.1		18.2726
72.11		18.2756
72.12		18.2787
72.13		18.2817
72.14		18.2847
72.15		18.2878
72.16		18.2908
72.17		18.2938
72.18		18.2969
72.19		18.2999
72.2		18.3029
72.21		18.306
72.22		18.309
72.23		18.312
72.24		18.3151
72.25		18.3181
72.26		18.3211
72.27		18.3242
72.28		18.3272
72.29		18.3302
72.3		18.3332
72.31		18.3363
72.32		18.3393
72.33		18.3423
72.34		18.3454
72.35		18.3484
72.36		18.3514
72.37		18.3544
72.38		18.3575
72.39		18.3605
72.4		18.3635
72.41		18.3666
72.42		18.3696
72.43		18.3726
72.44		18.3756
72.45		18.3787
72.46		18.3817
72.47		18.3847
72.48		18.3877
72.49		18.3908
72.5		18.3938
72.51		18.3968
72.52		18.3998
72.53		18.4029
72.54		18.4059
72.55		18.4089
72.56		18.4119
72.57		18.4149
72.58		18.418
72.59		18.421
72.6		18.424
72.61		18.427
72.62		18.4301
72.63		18.4331
72.64		18.4361
72.65		18.4391
72.66		18.4421
72.67		18.4452
72.68		18.4482
72.69		18.4512
72.7		18.4542
72.71		18.4572
72.72		18.4603
72.73		18.4633
72.74		18.4663
72.75		18.4693
72.76		18.4723
72.77		18.4753
72.78		18.4784
72.79		18.4814
72.8		18.4844
72.81		18.4874
72.82		18.4904
72.83		18.4934
72.84		18.4965
72.85		18.4995
72.86		18.5025
72.87		18.5055
72.88		18.5085
72.89		18.5115
72.9		18.5146
72.91		18.5176
72.92		18.5206
72.93		18.5236
72.94		18.5266
72.95		18.5296
72.96		18.5326
72.97		18.5356
72.98		18.5387
72.99		18.5417
73		18.5447
73.01		18.5477
73.02		18.5507
73.03		18.5537
73.04		18.5567
73.05		18.5597
73.06		18.5627
73.07		18.5658
73.08		18.5688
73.09		18.5718
73.1		18.5748
73.11		18.5778
73.12		18.5808
73.13		18.5838
73.14		18.5868
73.15		18.5898
73.16		18.5928
73.17		18.5958
73.18		18.5988
73.19		18.6019
73.2		18.6049
73.21		18.6079
73.22		18.6109
73.23		18.6139
73.24		18.6169
73.25		18.6199
73.26		18.6229
73.27		18.6259
73.28		18.6289
73.29		18.6319
73.3		18.6349
73.31		18.6379
73.32		18.6409
73.33		18.6439
73.34		18.6469
73.35		18.6499
73.36		18.6529
73.37		18.6559
73.38		18.6589
73.39		18.6619
73.4		18.6649
73.41		18.6679
73.42		18.6709
73.43		18.6739
73.44		18.6769
73.45		18.6799
73.46		18.6829
73.47		18.6859
73.48		18.6889
73.49		18.6919
73.5		18.6949
73.51		18.6979
73.52		18.7009
73.53		18.7039
73.54		18.7069
73.55		18.7099
73.56		18.7129
73.57		18.7159
73.58		18.7189
73.59		18.7219
73.6		18.7249
73.61		18.7279
73.62		18.7309
73.63		18.7339
73.64		18.7369
73.65		18.7399
73.66		18.7429
73.67		18.7459
73.68		18.7489
73.69		18.7519
73.7		18.7549
73.71		18.7578
73.72		18.7608
73.73		18.7638
73.74		18.7668
73.75		18.7698
73.76		18.7728
73.77		18.7758
73.78		18.7788
73.79		18.7818
73.8		18.7848
73.81		18.7878
73.82		18.7908
73.83		18.7937
73.84		18.7967
73.85		18.7997
73.86		18.8027
73.87		18.8057
73.88		18.8087
73.89		18.8117
73.9		18.8147
73.91		18.8177
73.92		18.8206
73.93		18.8236
73.94		18.8266
73.95		18.8296
73.96		18.8326
73.97		18.8356
73.98		18.8386
73.99		18.8416
74		18.8445
74.01		18.8475
74.02		18.8505
74.03		18.8535
74.04		18.8565
74.05		18.8595
74.06		18.8625
74.07		18.8654
74.08		18.8684
74.09		18.8714
74.1		18.8744
74.11		18.8774
74.12		18.8804
74.13		18.8833
74.14		18.8863
74.15		18.8893
74.16		18.8923
74.17		18.8953
74.18		18.8982
74.19		18.9012
74.2		18.9042
74.21		18.9072
74.22		18.9102
74.23		18.9131
74.24		18.9161
74.25		18.9191
74.26		18.9221
74.27		18.9251
74.28		18.928
74.29		18.931
74.3		18.934
74.31		18.937
74.32		18.94
74.33		18.9429
74.34		18.9459
74.35		18.9489
74.36		18.9519
74.37		18.9548
74.38		18.9578
74.39		18.9608
74.4		18.9638
74.41		18.9667
74.42		18.9697
74.43		18.9727
74.44		18.9757
74.45		18.9786
74.46		18.9816
74.47		18.9846
74.48		18.9876
74.49		18.9905
74.5		18.9935
74.51		18.9965
74.52		18.9995
74.53		19.0024
74.54		19.0054
74.55		19.0084
74.56		19.0113
74.57		19.0143
74.58		19.0173
74.59		19.0203
74.6		19.0232
74.61		19.0262
74.62		19.0292
74.63		19.0321
74.64		19.0351
74.65		19.0381
74.66		19.041
74.67		19.044
74.68		19.047
74.69		19.05
74.7		19.0529
74.71		19.0559
74.72		19.0589
74.73		19.0618
74.74		19.0648
74.75		19.0678
74.76		19.0707
74.77		19.0737
74.78		19.0767
74.79		19.0796
74.8		19.0826
74.81		19.0856
74.82		19.0885
74.83		19.0915
74.84		19.0944
74.85		19.0974
74.86		19.1004
74.87		19.1033
74.88		19.1063
74.89		19.1093
74.9		19.1122
74.91		19.1152
74.92		19.1182
74.93		19.1211
74.94		19.1241
74.95		19.127
74.96		19.13
74.97		19.133
74.98		19.1359
74.99		19.1389
75		19.1418
75.01		19.1448
75.02		19.1478
75.03		19.1507
75.04		19.1537
75.05		19.1566
75.06		19.1596
75.07		19.1626
75.08		19.1655
75.09		19.1685
75.1		19.1714
75.11		19.1744
75.12		19.1773
75.13		19.1803
75.14		19.1833
75.15		19.1862
75.16		19.1892
75.17		19.1921
75.18		19.1951
75.19		19.198
75.2		19.201
75.21		19.204
75.22		19.2069
75.23		19.2099
75.24		19.2128
75.25		19.2158
75.26		19.2187
75.27		19.2217
75.28		19.2246
75.29		19.2276
75.3		19.2305
75.31		19.2335
75.32		19.2364
75.33		19.2394
75.34		19.2423
75.35		19.2453
75.36		19.2482
75.37		19.2512
75.38		19.2541
75.39		19.2571
75.4		19.26
75.41		19.263
75.42		19.2659
75.43		19.2689
75.44		19.2718
75.45		19.2748
75.46		19.2777
75.47		19.2807
75.48		19.2836
75.49		19.2866
75.5		19.2895
75.51		19.2925
75.52		19.2954
75.53		19.2984
75.54		19.3013
75.55		19.3043
75.56		19.3072
75.57		19.3102
75.58		19.3131
75.59		19.3161
75.6		19.319
75.61		19.3219
75.62		19.3249
75.63		19.3278
75.64		19.3308
75.65		19.3337
75.66		19.3367
75.67		19.3396
75.68		19.3425
75.69		19.3455
75.7		19.3484
75.71		19.3514
75.72		19.3543
75.73		19.3573
75.74		19.3602
75.75		19.3631
75.76		19.3661
75.77		19.369
75.78		19.372
75.79		19.3749
75.8		19.3778
75.81		19.3808
75.82		19.3837
75.83		19.3867
75.84		19.3896
75.85		19.3925
75.86		19.3955
75.87		19.3984
75.88		19.4014
75.89		19.4043
75.9		19.4072
75.91		19.4102
75.92		19.4131
75.93		19.416
75.94		19.419
75.95		19.4219
75.96		19.4248
75.97		19.4278
75.98		19.4307
75.99		19.4337
76		19.4366
76.01		19.4395
76.02		19.4425
76.03		19.4454
76.04		19.4483
76.05		19.4513
76.06		19.4542
76.07		19.4571
76.08		19.4601
76.09		19.463
76.1		19.4659
76.11		19.4689
76.12		19.4718
76.13		19.4747
76.14		19.4777
76.15		19.4806
76.16		19.4835
76.17		19.4864
76.18		19.4894
76.19		19.4923
76.2		19.4952
76.21		19.4982
76.22		19.5011
76.23		19.504
76.24		19.507
76.25		19.5099
76.26		19.5128
76.27		19.5157
76.28		19.5187
76.29		19.5216
76.3		19.5245
76.31		19.5274
76.32		19.5304
76.33		19.5333
76.34		19.5362
76.35		19.5392
76.36		19.5421
76.37		19.545
76.38		19.5479
76.39		19.5509
76.4		19.5538
76.41		19.5567
76.42		19.5596
76.43		19.5626
76.44		19.5655
76.45		19.5684
76.46		19.5713
76.47		19.5742
76.48		19.5772
76.49		19.5801
76.5		19.583
76.51		19.5859
76.52		19.5889
76.53		19.5918
76.54		19.5947
76.55		19.5976
76.56		19.6005
76.57		19.6035
76.58		19.6064
76.59		19.6093
76.6		19.6122
76.61		19.6151
76.62		19.6181
76.63		19.621
76.64		19.6239
76.65		19.6268
76.66		19.6297
76.67		19.6327
76.68		19.6356
76.69		19.6385
76.7		19.6414
76.71		19.6443
76.72		19.6472
76.73		19.6502
76.74		19.6531
76.75		19.656
76.76		19.6589
76.77		19.6618
76.78		19.6647
76.79		19.6676
76.8		19.6706
76.81		19.6735
76.82		19.6764
76.83		19.6793
76.84		19.6822
76.85		19.6851
76.86		19.688
76.87		19.691
76.88		19.6939
76.89		19.6968
76.9		19.6997
76.91		19.7026
76.92		19.7055
76.93		19.7084
76.94		19.7113
76.95		19.7142
76.96		19.7172
76.97		19.7201
76.98		19.723
76.99		19.7259
77		19.7288
77.01		19.7317
77.02		19.7346
77.03		19.7375
77.04		19.7404
77.05		19.7433
77.06		19.7463
77.07		19.7492
77.08		19.7521
77.09		19.755
77.1		19.7579
77.11		19.7608
77.12		19.7637
77.13		19.7666
77.14		19.7695
77.15		19.7724
77.16		19.7753
77.17		19.7782
77.18		19.7811
77.19		19.784
77.2		19.7869
77.21		19.7898
77.22		19.7927
77.23		19.7956
77.24		19.7986
77.25		19.8015
77.26		19.8044
77.27		19.8073
77.28		19.8102
77.29		19.8131
77.3		19.816
77.31		19.8189
77.32		19.8218
77.33		19.8247
77.34		19.8276
77.35		19.8305
77.36		19.8334
77.37		19.8363
77.38		19.8392
77.39		19.8421
77.4		19.845
77.41		19.8479
77.42		19.8508
77.43		19.8537
77.44		19.8566
77.45		19.8595
77.46		19.8624
77.47		19.8653
77.48		19.8682
77.49		19.8711
77.5		19.874
77.51		19.8769
77.52		19.8797
77.53		19.8826
77.54		19.8855
77.55		19.8884
77.56		19.8913
77.57		19.8942
77.58		19.8971
77.59		19.9
77.6		19.9029
77.61		19.9058
77.62		19.9087
77.63		19.9116
77.64		19.9145
77.65		19.9174
77.66		19.9203
77.67		19.9232
77.68		19.9261
77.69		19.9289
77.7		19.9318
77.71		19.9347
77.72		19.9376
77.73		19.9405
77.74		19.9434
77.75		19.9463
77.76		19.9492
77.77		19.9521
77.78		19.955
77.79		19.9579
77.8		19.9607
77.81		19.9636
77.82		19.9665
77.83		19.9694
77.84		19.9723
77.85		19.9752
77.86		19.9781
77.87		19.981
77.88		19.9839
77.89		19.9867
77.9		19.9896
77.91		19.9925
77.92		19.9954
77.93		19.9983
77.94		20.0012
77.95		20.0041
77.96		20.0069
77.97		20.0098
77.98		20.0127
77.99		20.0156
78		20.0185
78.01		20.0214
78.02		20.0242
78.03		20.0271
78.04		20.03
78.05		20.0329
78.06		20.0358
78.07		20.0387
78.08		20.0415
78.09		20.0444
78.1		20.0473
78.11		20.0502
78.12		20.0531
78.13		20.056
78.14		20.0588
78.15		20.0617
78.16		20.0646
78.17		20.0675
78.18		20.0704
78.19		20.0732
78.2		20.0761
78.21		20.079
78.22		20.0819
78.23		20.0848
78.24		20.0876
78.25		20.0905
78.26		20.0934
78.27		20.0963
78.28		20.0991
78.29		20.102
78.3		20.1049
78.31		20.1078
78.32		20.1106
78.33		20.1135
78.34		20.1164
78.35		20.1193
78.36		20.1221
78.37		20.125
78.38		20.1279
78.39		20.1308
78.4		20.1336
78.41		20.1365
78.42		20.1394
78.43		20.1423
78.44		20.1451
78.45		20.148
78.46		20.1509
78.47		20.1538
78.48		20.1566
78.49		20.1595
78.5		20.1624
78.51		20.1652
78.52		20.1681
78.53		20.171
78.54		20.1739
78.55		20.1767
78.56		20.1796
78.57		20.1825
78.58		20.1853
78.59		20.1882
78.6		20.1911
78.61		20.194
78.62		20.1968
78.63		20.1997
78.64		20.2026
78.65		20.2054
78.66		20.2083
78.67		20.2112
78.68		20.214
78.69		20.2169
78.7		20.2198
78.71		20.2226
78.72		20.2255
78.73		20.2284
78.74		20.2312
78.75		20.2341
78.76		20.237
78.77		20.2398
78.78		20.2427
78.79		20.2456
78.8		20.2484
78.81		20.2513
78.82		20.2541
78.83		20.257
78.84		20.2599
78.85		20.2627
78.86		20.2656
78.87		20.2685
78.88		20.2713
78.89		20.2742
78.9		20.277
78.91		20.2799
78.92		20.2828
78.93		20.2856
78.94		20.2885
78.95		20.2914
78.96		20.2942
78.97		20.2971
78.98		20.2999
78.99		20.3028
79		20.3056
79.01		20.3085
79.02		20.3114
79.03		20.3142
79.04		20.3171
79.05		20.3199
79.06		20.3228
79.07		20.3257
79.08		20.3285
79.09		20.3314
79.1		20.3342
79.11		20.3371
79.12		20.3399
79.13		20.3428
79.14		20.3457
79.15		20.3485
79.16		20.3514
79.17		20.3542
79.18		20.3571
79.19		20.3599
79.2		20.3628
79.21		20.3656
79.22		20.3685
79.23		20.3713
79.24		20.3742
79.25		20.3771
79.26		20.3799
79.27		20.3828
79.28		20.3856
79.29		20.3885
79.3		20.3913
79.31		20.3942
79.32		20.397
79.33		20.3999
79.34		20.4027
79.35		20.4056
79.36		20.4084
79.37		20.4113
79.38		20.4141
79.39		20.417
79.4		20.4198
79.41		20.4227
79.42		20.4255
79.43		20.4284
79.44		20.4312
79.45		20.4341
79.46		20.4369
79.47		20.4398
79.48		20.4426
79.49		20.4454
79.5		20.4483
79.51		20.4511
79.52		20.454
