a	Error-Function
0.191		0.151474
0.192		0.152258
0.193		0.153041
0.194		0.153824
0.195		0.154607
0.196		0.15539
0.197		0.156172
0.198		0.156955
0.199		0.157737
0.2		0.158519
0.201		0.159301
0.202		0.160083
0.203		0.160865
0.204		0.161647
0.205		0.162428
0.206		0.163209
0.207		0.16399
0.208		0.164771
0.209		0.165552
0.21		0.166332
0.211		0.167113
0.212		0.167893
0.213		0.168673
0.214		0.169453
0.215		0.170233
0.216		0.171012
0.217		0.171792
0.218		0.172571
0.219		0.17335
0.22		0.174129
0.221		0.174908
0.222		0.175686
0.223		0.176464
0.224		0.177243
0.225		0.178021
0.226		0.178799
0.227		0.179576
0.228		0.180354
0.229		0.181131
0.23		0.181908
0.231		0.182685
0.232		0.183462
0.233		0.184239
0.234		0.185015
0.235		0.185791
0.236		0.186567
0.237		0.187343
0.238		0.188119
0.239		0.188894
0.24		0.18967
0.241		0.190445
0.242		0.19122
0.243		0.191995
0.244		0.192769
0.245		0.193544
0.246		0.194318
0.247		0.195092
0.248		0.195866
0.249		0.196639
0.25		0.197413
0.251		0.198186
0.252		0.198959
0.253		0.199732
0.254		0.200504
0.255		0.201277
0.256		0.202049
0.257		0.202821
0.258		0.203593
0.259		0.204365
0.26		0.205136
0.261		0.205907
0.262		0.206679
0.263		0.207449
0.264		0.20822
0.265		0.208991
0.266		0.209761
0.267		0.210531
0.268		0.211301
0.269		0.21207
0.27		0.21284
0.271		0.213609
0.272		0.214378
0.273		0.215147
0.274		0.215915
0.275		0.216684
0.276		0.217452
0.277		0.21822
0.278		0.218988
0.279		0.219755
0.28		0.220522
0.281		0.22129
0.282		0.222056
0.283		0.222823
0.284		0.22359
0.285		0.224356
0.286		0.225122
0.287		0.225888
0.288		0.226653
0.289		0.227419
0.29		0.228184
0.291		0.228949
0.292		0.229713
0.293		0.230478
0.294		0.231242
0.295		0.232006
0.296		0.23277
0.297		0.233533
0.298		0.234297
0.299		0.23506
0.3		0.235823
0.301		0.236586
0.302		0.237348
0.303		0.23811
0.304		0.238872
0.305		0.239634
0.306		0.240395
0.307		0.241157
0.308		0.241918
0.309		0.242678
0.31		0.243439
0.311		0.244199
0.312		0.244959
0.313		0.245719
0.314		0.246479
0.315		0.247238
0.316		0.247997
0.317		0.248756
0.318		0.249515
0.319		0.250273
0.32		0.251032
0.321		0.25179
0.322		0.252547
0.323		0.253305
0.324		0.254062
0.325		0.254819
0.326		0.255576
0.327		0.256332
0.328		0.257088
0.329		0.257844
0.33		0.2586
0.331		0.259356
0.332		0.260111
0.333		0.260866
0.334		0.26162
0.335		0.262375
0.336		0.263129
0.337		0.263883
0.338		0.264637
0.339		0.26539
0.34		0.266143
0.341		0.266896
0.342		0.267649
0.343		0.268402
0.344		0.269154
0.345		0.269906
0.346		0.270657
0.347		0.271409
0.348		0.27216
0.349		0.272911
0.35		0.273661
0.351		0.274412
0.352		0.275162
0.353		0.275912
0.354		0.276661
0.355		0.27741
0.356		0.278159
0.357		0.278908
0.358		0.279657
0.359		0.280405
0.36		0.281153
0.361		0.281901
0.362		0.282648
0.363		0.283395
0.364		0.284142
0.365		0.284889
0.366		0.285635
0.367		0.286381
0.368		0.287127
0.369		0.287872
0.37		0.288618
0.371		0.289362
0.372		0.290107
0.373		0.290852
0.374		0.291596
0.375		0.29234
0.376		0.293083
0.377		0.293826
0.378		0.294569
0.379		0.295312
0.38		0.296055
0.381		0.296797
0.382		0.297539
0.383		0.29828
0.384		0.299022
0.385		0.299763
0.386		0.300503
0.387		0.301244
0.388		0.301984
0.389		0.302724
0.39		0.303463
0.391		0.304203
0.392		0.304942
0.393		0.305681
0.394		0.306419
0.395		0.307157
0.396		0.307895
0.397		0.308633
0.398		0.30937
0.399		0.310107
0.4		0.310843
0.401		0.31158
0.402		0.312316
0.403		0.313052
0.404		0.313787
0.405		0.314522
0.406		0.315257
0.407		0.315992
0.408		0.316726
0.409		0.31746
0.41		0.318194
0.411		0.318927
0.412		0.319661
0.413		0.320393
0.414		0.321126
0.415		0.321858
0.416		0.32259
0.417		0.323322
0.418		0.324053
0.419		0.324784
0.42		0.325515
0.421		0.326245
0.422		0.326975
0.423		0.327705
0.424		0.328434
0.425		0.329163
0.426		0.329892
0.427		0.330621
0.428		0.331349
0.429		0.332077
0.43		0.332804
0.431		0.333532
0.432		0.334259
0.433		0.334985
0.434		0.335712
0.435		0.336438
0.436		0.337163
0.437		0.337889
0.438		0.338614
0.439		0.339338
0.44		0.340063
0.441		0.340787
0.442		0.341511
0.443		0.342234
0.444		0.342957
0.445		0.34368
0.446		0.344403
0.447		0.345125
0.448		0.345847
0.449		0.346568
0.45		0.34729
0.451		0.34801
0.452		0.348731
0.453		0.349451
0.454		0.350171
0.455		0.350891
0.456		0.35161
0.457		0.352329
0.458		0.353048
0.459		0.353766
0.46		0.354484
0.461		0.355201
0.462		0.355919
0.463		0.356636
0.464		0.357352
0.465		0.358069
0.466		0.358784
0.467		0.3595
0.468		0.360215
0.469		0.36093
0.47		0.361645
0.471		0.362359
0.472		0.363073
0.473		0.363787
0.474		0.3645
0.475		0.365213
0.476		0.365926
0.477		0.366638
0.478		0.36735
0.479		0.368061
0.48		0.368773
0.481		0.369484
0.482		0.370194
0.483		0.370904
0.484		0.371614
0.485		0.372324
0.486		0.373033
0.487		0.373742
0.488		0.37445
0.489		0.375158
0.49		0.375866
0.491		0.376574
0.492		0.377281
0.493		0.377987
0.494		0.378694
0.495		0.3794
0.496		0.380106
0.497		0.380811
0.498		0.381516
0.499		0.382221
0.5		0.382925
0.501		0.383629
0.502		0.384332
0.503		0.385036
0.504		0.385739
0.505		0.386441
0.506		0.387143
0.507		0.387845
0.508		0.388547
0.509		0.389248
0.51		0.389949
0.511		0.390649
0.512		0.391349
0.513		0.392049
0.514		0.392748
0.515		0.393447
0.516		0.394146
0.517		0.394844
0.518		0.395542
0.519		0.396239
0.52		0.396936
0.521		0.397633
0.522		0.39833
0.523		0.399026
0.524		0.399721
0.525		0.400417
0.526		0.401112
0.527		0.401806
0.528		0.402501
0.529		0.403195
0.53		0.403888
0.531		0.404581
0.532		0.405274
0.533		0.405966
0.534		0.406658
0.535		0.40735
0.536		0.408041
0.537		0.408732
0.538		0.409423
0.539		0.410113
0.54		0.410803
0.541		0.411492
0.542		0.412181
0.543		0.41287
0.544		0.413559
0.545		0.414246
0.546		0.414934
0.547		0.415621
0.548		0.416308
0.549		0.416995
0.55		0.417681
0.551		0.418366
0.552		0.419052
0.553		0.419737
0.554		0.420421
0.555		0.421105
0.556		0.421789
0.557		0.422473
0.558		0.423156
0.559		0.423838
0.56		0.424521
0.561		0.425202
0.562		0.425884
0.563		0.426565
0.564		0.427246
0.565		0.427926
0.566		0.428606
0.567		0.429286
0.568		0.429965
0.569		0.430644
0.57		0.431322
0.571		0.432
0.572		0.432678
0.573		0.433355
0.574		0.434032
0.575		0.434709
0.576		0.435385
0.577		0.436061
0.578		0.436736
0.579		0.437411
0.58		0.438085
0.581		0.43876
0.582		0.439433
0.583		0.440107
0.584		0.44078
0.585		0.441452
0.586		0.442124
0.587		0.442796
0.588		0.443468
0.589		0.444139
0.59		0.444809
0.591		0.44548
0.592		0.446149
0.593		0.446819
0.594		0.447488
0.595		0.448157
0.596		0.448825
0.597		0.449493
0.598		0.45016
0.599		0.450827
0.6		0.451494
0.601		0.45216
0.602		0.452826
0.603		0.453491
0.604		0.454156
0.605		0.454821
0.606		0.455485
0.607		0.456149
0.608		0.456813
0.609		0.457476
0.61		0.458138
0.611		0.4588
0.612		0.459462
0.613		0.460124
0.614		0.460785
0.615		0.461445
0.616		0.462105
0.617		0.462765
0.618		0.463425
0.619		0.464084
0.62		0.464742
0.621		0.4654
0.622		0.466058
0.623		0.466715
0.624		0.467372
0.625		0.468029
0.626		0.468685
0.627		0.469341
0.628		0.469996
0.629		0.470651
0.63		0.471305
0.631		0.471959
0.632		0.472613
0.633		0.473266
0.634		0.473919
0.635		0.474572
0.636		0.475224
0.637		0.475875
0.638		0.476526
0.639		0.477177
0.64		0.477827
0.641		0.478477
0.642		0.479127
0.643		0.479776
0.644		0.480425
0.645		0.481073
0.646		0.481721
0.647		0.482368
0.648		0.483015
0.649		0.483662
0.65		0.484308
0.651		0.484954
0.652		0.485599
0.653		0.486244
0.654		0.486888
0.655		0.487532
0.656		0.488176
0.657		0.488819
0.658		0.489462
0.659		0.490104
0.66		0.490746
0.661		0.491388
0.662		0.492029
0.663		0.492669
0.664		0.49331
0.665		0.49395
0.666		0.494589
0.667		0.495228
0.668		0.495866
0.669		0.496505
0.67		0.497142
0.671		0.497779
0.672		0.498416
0.673		0.499053
0.674		0.499689
0.675		0.500324
0.676		0.500959
0.677		0.501594
0.678		0.502228
0.679		0.502862
0.68		0.503496
0.681		0.504129
0.682		0.504761
0.683		0.505393
0.684		0.506025
0.685		0.506656
0.686		0.507287
0.687		0.507917
0.688		0.508547
0.689		0.509177
0.69		0.509806
0.691		0.510434
0.692		0.511063
0.693		0.51169
0.694		0.512318
0.695		0.512945
0.696		0.513571
0.697		0.514197
0.698		0.514823
0.699		0.515448
0.7		0.516073
0.701		0.516697
0.702		0.517321
0.703		0.517944
0.704		0.518567
0.705		0.51919
0.706		0.519812
0.707		0.520434
0.708		0.521055
0.709		0.521676
0.71		0.522296
0.711		0.522916
0.712		0.523535
0.713		0.524154
0.714		0.524773
0.715		0.525391
0.716		0.526009
0.717		0.526626
0.718		0.527243
0.719		0.527859
0.72		0.528475
0.721		0.52909
0.722		0.529706
0.723		0.53032
0.724		0.530934
0.725		0.531548
0.726		0.532161
0.727		0.532774
0.728		0.533386
0.729		0.533998
0.73		0.53461
0.731		0.535221
0.732		0.535831
0.733		0.536442
0.734		0.537051
0.735		0.537661
0.736		0.538269
0.737		0.538878
0.738		0.539486
0.739		0.540093
0.74		0.5407
0.741		0.541307
0.742		0.541913
0.743		0.542518
0.744		0.543124
0.745		0.543728
0.746		0.544333
0.747		0.544936
0.748		0.54554
0.749		0.546143
0.75		0.546745
0.751		0.547347
0.752		0.547949
0.753		0.54855
0.754		0.549151
0.755		0.549751
0.756		0.550351
0.757		0.55095
0.758		0.551549
0.759		0.552147
0.76		0.552745
0.761		0.553343
0.762		0.55394
0.763		0.554537
0.764		0.555133
0.765		0.555728
0.766		0.556324
0.767		0.556918
0.768		0.557513
0.769		0.558107
0.77		0.5587
0.771		0.559293
0.772		0.559886
0.773		0.560478
0.774		0.561069
0.775		0.56166
0.776		0.562251
0.777		0.562841
0.778		0.563431
0.779		0.56402
0.78		0.564609
0.781		0.565198
0.782		0.565785
0.783		0.566373
0.784		0.56696
0.785		0.567546
0.786		0.568133
0.787		0.568718
0.788		0.569303
0.789		0.569888
0.79		0.570472
0.791		0.571056
0.792		0.571639
0.793		0.572222
0.794		0.572805
0.795		0.573386
0.796		0.573968
0.797		0.574549
0.798		0.57513
0.799		0.57571
0.8		0.576289
0.801		0.576868
0.802		0.577447
0.803		0.578025
0.804		0.578603
0.805		0.57918
0.806		0.579757
0.807		0.580334
0.808		0.580909
0.809		0.581485
0.81		0.58206
0.811		0.582634
0.812		0.583208
0.813		0.583782
0.814		0.584355
0.815		0.584928
0.816		0.5855
0.817		0.586072
0.818		0.586643
0.819		0.587214
0.82		0.587784
0.821		0.588354
0.822		0.588923
0.823		0.589492
0.824		0.59006
0.825		0.590628
0.826		0.591196
0.827		0.591763
0.828		0.59233
0.829		0.592896
0.83		0.593461
0.831		0.594026
0.832		0.594591
0.833		0.595155
0.834		0.595719
0.835		0.596282
0.836		0.596845
0.837		0.597407
0.838		0.597969
0.839		0.598531
0.84		0.599092
0.841		0.599652
0.842		0.600212
0.843		0.600772
0.844		0.601331
0.845		0.601889
0.846		0.602447
0.847		0.603005
0.848		0.603562
0.849		0.604119
0.85		0.604675
0.851		0.605231
0.852		0.605786
0.853		0.606341
0.854		0.606895
0.855		0.607449
0.856		0.608002
0.857		0.608555
0.858		0.609108
0.859		0.609659
0.86		0.610211
0.861		0.610762
0.862		0.611312
0.863		0.611863
0.864		0.612412
0.865		0.612961
0.866		0.61351
0.867		0.614058
0.868		0.614606
0.869		0.615153
0.87		0.6157
0.871		0.616246
0.872		0.616792
0.873		0.617337
0.874		0.617882
0.875		0.618426
0.876		0.61897
0.877		0.619513
0.878		0.620056
0.879		0.620599
0.88		0.621141
0.881		0.621682
0.882		0.622223
0.883		0.622764
0.884		0.623304
0.885		0.623843
0.886		0.624382
0.887		0.624921
0.888		0.625459
0.889		0.625997
0.89		0.626534
0.891		0.627071
0.892		0.627607
0.893		0.628143
0.894		0.628678
0.895		0.629213
0.896		0.629747
0.897		0.630281
0.898		0.630814
0.899		0.631347
0.9		0.63188
0.901		0.632412
0.902		0.632943
0.903		0.633474
0.904		0.634005
0.905		0.634535
0.906		0.635064
0.907		0.635593
0.908		0.636122
0.909		0.63665
0.91		0.637177
0.911		0.637705
0.912		0.638231
0.913		0.638757
0.914		0.639283
0.915		0.639808
0.916		0.640333
0.917		0.640857
0.918		0.641381
0.919		0.641904
0.92		0.642427
0.921		0.64295
0.922		0.643471
0.923		0.643993
0.924		0.644514
0.925		0.645034
0.926		0.645554
0.927		0.646073
0.928		0.646592
0.929		0.647111
0.93		0.647629
0.931		0.648146
0.932		0.648663
0.933		0.64918
0.934		0.649696
0.935		0.650212
0.936		0.650727
0.937		0.651241
0.938		0.651756
0.939		0.652269
0.94		0.652782
0.941		0.653295
0.942		0.653807
0.943		0.654319
0.944		0.65483
0.945		0.655341
0.946		0.655851
0.947		0.656361
0.948		0.656871
0.949		0.657379
0.95		0.657888
0.951		0.658396
0.952		0.658903
0.953		0.65941
0.954		0.659916
0.955		0.660422
0.956		0.660928
0.957		0.661433
0.958		0.661937
0.959		0.662441
0.96		0.662945
0.961		0.663448
0.962		0.66395
0.963		0.664452
0.964		0.664954
0.965		0.665455
0.966		0.665956
0.967		0.666456
0.968		0.666956
0.969		0.667455
0.97		0.667954
0.971		0.668452
0.972		0.668949
0.973		0.669447
0.974		0.669943
0.975		0.67044
0.976		0.670936
0.977		0.671431
0.978		0.671926
0.979		0.67242
0.98		0.672914
0.981		0.673407
0.982		0.6739
0.983		0.674393
0.984		0.674884
0.985		0.675376
0.986		0.675867
0.987		0.676357
0.988		0.676847
0.989		0.677337
0.99		0.677826
0.991		0.678314
0.992		0.678802
0.993		0.67929
0.994		0.679777
0.995		0.680264
0.996		0.68075
0.997		0.681235
0.998		0.681721
0.999		0.682205
1		0.682689
1.001		0.683173
1.002		0.683656
1.003		0.684139
1.004		0.684621
1.005		0.685103
1.006		0.685584
1.007		0.686065
1.008		0.686546
1.009		0.687025
1.01		0.687505
1.011		0.687984
1.012		0.688462
1.013		0.68894
1.014		0.689417
1.015		0.689894
1.016		0.690371
1.017		0.690847
1.018		0.691322
1.019		0.691797
1.02		0.692272
1.021		0.692746
1.022		0.693219
1.023		0.693692
1.024		0.694165
1.025		0.694637
1.026		0.695108
1.027		0.69558
1.028		0.69605
1.029		0.69652
1.03		0.69699
1.031		0.697459
1.032		0.697928
1.033		0.698396
1.034		0.698864
1.035		0.699331
1.036		0.699798
1.037		0.700264
1.038		0.70073
1.039		0.701195
1.04		0.70166
1.041		0.702124
1.042		0.702588
1.043		0.703052
1.044		0.703515
1.045		0.703977
1.046		0.704439
1.047		0.7049
1.048		0.705361
1.049		0.705822
1.05		0.706282
1.051		0.706741
1.052		0.7072
1.053		0.707659
1.054		0.708117
1.055		0.708575
1.056		0.709032
1.057		0.709488
1.058		0.709945
1.059		0.7104
1.06		0.710855
1.061		0.71131
1.062		0.711764
1.063		0.712218
1.064		0.712671
1.065		0.713124
1.066		0.713576
1.067		0.714028
1.068		0.714479
1.069		0.71493
1.07		0.715381
1.071		0.715831
1.072		0.71628
1.073		0.716729
1.074		0.717177
1.075		0.717625
1.076		0.718073
1.077		0.71852
1.078		0.718966
1.079		0.719412
1.08		0.719858
1.081		0.720303
1.082		0.720747
1.083		0.721192
1.084		0.721635
1.085		0.722078
1.086		0.722521
1.087		0.722963
1.088		0.723405
1.089		0.723846
1.09		0.724287
1.091		0.724727
1.092		0.725167
1.093		0.725606
1.094		0.726045
1.095		0.726483
1.096		0.726921
1.097		0.727359
1.098		0.727796
1.099		0.728232
1.1		0.728668
1.101		0.729103
1.102		0.729538
1.103		0.729973
1.104		0.730407
1.105		0.73084
1.106		0.731273
1.107		0.731706
1.108		0.732138
1.109		0.73257
1.11		0.733001
1.111		0.733432
1.112		0.733862
1.113		0.734292
1.114		0.734721
1.115		0.73515
1.116		0.735578
1.117		0.736006
1.118		0.736433
1.119		0.73686
1.12		0.737286
1.121		0.737712
1.122		0.738138
1.123		0.738563
1.124		0.738987
1.125		0.739411
1.126		0.739834
1.127		0.740258
1.128		0.74068
1.129		0.741102
1.13		0.741524
1.131		0.741945
1.132		0.742366
1.133		0.742786
1.134		0.743205
1.135		0.743625
1.136		0.744043
1.137		0.744462
1.138		0.74488
1.139		0.745297
1.14		0.745714
1.141		0.74613
1.142		0.746546
1.143		0.746961
1.144		0.747376
1.145		0.747791
1.146		0.748205
1.147		0.748618
1.148		0.749031
1.149		0.749444
1.15		0.749856
1.151		0.750268
1.152		0.750679
1.153		0.75109
1.154		0.7515
1.155		0.75191
1.156		0.752319
1.157		0.752728
1.158		0.753136
1.159		0.753544
1.16		0.753951
1.161		0.754358
1.162		0.754765
1.163		0.75517
1.164		0.755576
1.165		0.755981
1.166		0.756386
1.167		0.75679
1.168		0.757193
1.169		0.757596
1.17		0.757999
1.171		0.758401
1.172		0.758803
1.173		0.759204
1.174		0.759605
1.175		0.760005
1.176		0.760405
1.177		0.760804
1.178		0.761203
1.179		0.761602
1.18		0.762
1.181		0.762397
1.182		0.762794
1.183		0.763191
1.184		0.763587
1.185		0.763983
1.186		0.764378
1.187		0.764772
1.188		0.765167
1.189		0.76556
1.19		0.765954
1.191		0.766346
1.192		0.766739
1.193		0.767131
1.194		0.767522
1.195		0.767913
1.196		0.768303
1.197		0.768693
1.198		0.769083
1.199		0.769472
1.2		0.769861
1.201		0.770249
1.202		0.770636
1.203		0.771024
1.204		0.77141
1.205		0.771797
1.206		0.772183
1.207		0.772568
1.208		0.772953
1.209		0.773337
1.21		0.773721
1.211		0.774105
1.212		0.774488
1.213		0.77487
1.214		0.775252
1.215		0.775634
1.216		0.776015
1.217		0.776396
1.218		0.776776
1.219		0.777156
1.22		0.777535
1.221		0.777914
1.222		0.778292
1.223		0.77867
1.224		0.779048
1.225		0.779425
1.226		0.779801
1.227		0.780177
1.228		0.780553
1.229		0.780928
1.23		0.781303
1.231		0.781677
1.232		0.782051
1.233		0.782424
1.234		0.782797
1.235		0.783169
1.236		0.783541
1.237		0.783913
1.238		0.784284
1.239		0.784655
1.24		0.785025
1.241		0.785394
1.242		0.785763
1.243		0.786132
1.244		0.7865
1.245		0.786868
1.246		0.787236
1.247		0.787603
1.248		0.787969
1.249		0.788335
1.25		0.7887
1.251		0.789066
1.252		0.78943
1.253		0.789794
1.254		0.790158
1.255		0.790521
1.256		0.790884
1.257		0.791246
1.258		0.791608
1.259		0.79197
1.26		0.792331
1.261		0.792691
1.262		0.793051
1.263		0.793411
1.264		0.79377
1.265		0.794129
1.266		0.794487
1.267		0.794845
1.268		0.795202
1.269		0.795559
1.27		0.795915
1.271		0.796271
1.272		0.796627
1.273		0.796982
1.274		0.797337
1.275		0.797691
1.276		0.798044
1.277		0.798398
1.278		0.798751
1.279		0.799103
1.28		0.799455
1.281		0.799806
1.282		0.800157
1.283		0.800508
1.284		0.800858
1.285		0.801208
1.286		0.801557
1.287		0.801906
1.288		0.802254
1.289		0.802602
1.29		0.802949
1.291		0.803296
1.292		0.803643
1.293		0.803989
1.294		0.804335
1.295		0.80468
1.296		0.805025
1.297		0.805369
1.298		0.805713
1.299		0.806056
1.3		0.806399
1.301		0.806742
1.302		0.807084
1.303		0.807425
1.304		0.807766
1.305		0.808107
1.306		0.808447
1.307		0.808787
1.308		0.809127
1.309		0.809466
1.31		0.809804
1.311		0.810142
1.312		0.81048
1.313		0.810817
1.314		0.811154
1.315		0.81149
1.316		0.811826
1.317		0.812161
1.318		0.812496
1.319		0.812831
1.32		0.813165
1.321		0.813499
1.322		0.813832
1.323		0.814165
1.324		0.814497
1.325		0.814829
1.326		0.81516
1.327		0.815491
1.328		0.815822
1.329		0.816152
1.33		0.816482
1.331		0.816811
1.332		0.81714
1.333		0.817468
1.334		0.817796
1.335		0.818124
1.336		0.818451
1.337		0.818777
1.338		0.819104
1.339		0.819429
1.34		0.819755
1.341		0.82008
1.342		0.820404
1.343		0.820728
1.344		0.821052
1.345		0.821375
1.346		0.821697
1.347		0.82202
1.348		0.822342
1.349		0.822663
1.35		0.822984
1.351		0.823305
1.352		0.823625
1.353		0.823944
1.354		0.824264
1.355		0.824582
1.356		0.824901
1.357		0.825219
1.358		0.825536
1.359		0.825853
1.36		0.82617
1.361		0.826486
1.362		0.826802
1.363		0.827117
1.364		0.827432
1.365		0.827747
1.366		0.828061
1.367		0.828375
1.368		0.828688
1.369		0.829001
1.37		0.829313
1.371		0.829625
1.372		0.829937
1.373		0.830248
1.374		0.830558
1.375		0.830869
1.376		0.831178
1.377		0.831488
1.378		0.831797
1.379		0.832105
1.38		0.832413
1.381		0.832721
1.382		0.833028
1.383		0.833335
1.384		0.833642
1.385		0.833948
1.386		0.834253
1.387		0.834558
1.388		0.834863
1.389		0.835167
1.39		0.835471
1.391		0.835775
1.392		0.836078
1.393		0.83638
1.394		0.836682
1.395		0.836984
1.396		0.837286
1.397		0.837586
1.398		0.837887
1.399		0.838187
1.4		0.838487
1.401		0.838786
1.402		0.839085
1.403		0.839383
1.404		0.839681
1.405		0.839979
1.406		0.840276
1.407		0.840573
1.408		0.840869
1.409		0.841165
1.41		0.84146
1.411		0.841755
1.412		0.84205
1.413		0.842344
1.414		0.842638
1.415		0.842932
1.416		0.843224
1.417		0.843517
1.418		0.843809
1.419		0.844101
1.42		0.844392
1.421		0.844683
1.422		0.844974
1.423		0.845264
1.424		0.845554
1.425		0.845843
1.426		0.846132
1.427		0.84642
1.428		0.846708
1.429		0.846996
1.43		0.847283
1.431		0.84757
1.432		0.847856
1.433		0.848142
1.434		0.848428
1.435		0.848713
1.436		0.848998
1.437		0.849282
1.438		0.849566
1.439		0.849849
1.44		0.850133
1.441		0.850415
1.442		0.850698
1.443		0.85098
1.444		0.851261
1.445		0.851542
1.446		0.851823
1.447		0.852103
1.448		0.852383
1.449		0.852662
1.45		0.852941
1.451		0.85322
1.452		0.853498
1.453		0.853776
1.454		0.854054
1.455		0.854331
1.456		0.854607
1.457		0.854884
1.458		0.855159
1.459		0.855435
1.46		0.85571
1.461		0.855985
1.462		0.856259
1.463		0.856533
1.464		0.856806
1.465		0.857079
1.466		0.857352
1.467		0.857624
1.468		0.857896
1.469		0.858167
1.47		0.858438
1.471		0.858709
1.472		0.858979
1.473		0.859249
1.474		0.859518
1.475		0.859787
1.476		0.860056
1.477		0.860324
1.478		0.860592
1.479		0.86086
1.48		0.861127
1.481		0.861393
1.482		0.86166
1.483		0.861926
1.484		0.862191
1.485		0.862456
1.486		0.862721
1.487		0.862985
1.488		0.863249
1.489		0.863513
1.49		0.863776
1.491		0.864039
1.492		0.864301
1.493		0.864563
1.494		0.864824
1.495		0.865086
1.496		0.865346
1.497		0.865607
1.498		0.865867
1.499		0.866126
1.5		0.866386
1.501		0.866644
1.502		0.866903
1.503		0.867161
1.504		0.867419
1.505		0.867676
1.506		0.867933
1.507		0.868189
1.508		0.868445
1.509		0.868701
1.51		0.868957
1.511		0.869212
1.512		0.869466
1.513		0.86972
1.514		0.869974
1.515		0.870228
1.516		0.870481
1.517		0.870733
1.518		0.870986
1.519		0.871238
1.52		0.871489
1.521		0.87174
1.522		0.871991
1.523		0.872241
1.524		0.872491
1.525		0.872741
1.526		0.87299
1.527		0.873239
1.528		0.873487
1.529		0.873736
1.53		0.873983
1.531		0.874231
1.532		0.874478
1.533		0.874724
1.534		0.87497
1.535		0.875216
1.536		0.875462
1.537		0.875707
1.538		0.875951
1.539		0.876196
1.54		0.87644
1.541		0.876683
1.542		0.876926
1.543		0.877169
1.544		0.877412
1.545		0.877654
1.546		0.877895
1.547		0.878137
1.548		0.878378
1.549		0.878618
1.55		0.878858
1.551		0.879098
1.552		0.879338
1.553		0.879577
1.554		0.879816
1.555		0.880054
1.556		0.880292
1.557		0.88053
1.558		0.880767
1.559		0.881004
1.56		0.88124
1.561		0.881476
1.562		0.881712
1.563		0.881947
1.564		0.882182
1.565		0.882417
1.566		0.882651
1.567		0.882885
1.568		0.883119
1.569		0.883352
1.57		0.883585
1.571		0.883817
1.572		0.884049
1.573		0.884281
1.574		0.884513
1.575		0.884744
1.576		0.884974
1.577		0.885204
1.578		0.885434
1.579		0.885664
1.58		0.885893
1.581		0.886122
1.582		0.88635
1.583		0.886579
1.584		0.886806
1.585		0.887034
1.586		0.887261
1.587		0.887487
1.588		0.887714
1.589		0.88794
1.59		0.888165
1.591		0.88839
1.592		0.888615
1.593		0.88884
1.594		0.889064
1.595		0.889288
1.596		0.889511
1.597		0.889734
1.598		0.889957
1.599		0.890179
1.6		0.890401
1.601		0.890623
1.602		0.890844
1.603		0.891065
1.604		0.891286
1.605		0.891506
1.606		0.891726
1.607		0.891946
1.608		0.892165
1.609		0.892384
1.61		0.892602
1.611		0.89282
1.612		0.893038
1.613		0.893255
1.614		0.893473
1.615		0.893689
1.616		0.893906
1.617		0.894122
1.618		0.894337
1.619		0.894553
1.62		0.894768
1.621		0.894982
1.622		0.895197
1.623		0.895411
1.624		0.895624
1.625		0.895837
1.626		0.89605
1.627		0.896263
1.628		0.896475
1.629		0.896687
1.63		0.896899
1.631		0.89711
1.632		0.897321
1.633		0.897531
1.634		0.897741
1.635		0.897951
1.636		0.89816
1.637		0.89837
1.638		0.898578
1.639		0.898787
1.64		0.898995
1.641		0.899203
1.642		0.89941
1.643		0.899617
1.644		0.899824
1.645		0.90003
1.646		0.900236
1.647		0.900442
1.648		0.900647
1.649		0.900852
1.65		0.901057
1.651		0.901261
1.652		0.901465
1.653		0.901669
1.654		0.901872
1.655		0.902076
1.656		0.902278
1.657		0.902481
1.658		0.902683
1.659		0.902884
1.66		0.903086
1.661		0.903287
1.662		0.903487
1.663		0.903688
1.664		0.903888
1.665		0.904087
1.666		0.904287
1.667		0.904486
1.668		0.904684
1.669		0.904883
1.67		0.905081
1.671		0.905278
1.672		0.905476
1.673		0.905673
1.674		0.905869
1.675		0.906066
1.676		0.906262
1.677		0.906458
1.678		0.906653
1.679		0.906848
1.68		0.907043
1.681		0.907237
1.682		0.907431
1.683		0.907625
1.684		0.907818
1.685		0.908011
1.686		0.908204
1.687		0.908397
1.688		0.908589
1.689		0.908781
1.69		0.908972
1.691		0.909163
1.692		0.909354
1.693		0.909545
1.694		0.909735
1.695		0.909925
1.696		0.910114
1.697		0.910303
1.698		0.910492
1.699		0.910681
1.7		0.910869
1.701		0.911057
1.702		0.911245
1.703		0.911432
1.704		0.911619
1.705		0.911806
1.706		0.911992
1.707		0.912178
1.708		0.912364
1.709		0.912549
1.71		0.912734
1.711		0.912919
1.712		0.913103
1.713		0.913287
1.714		0.913471
1.715		0.913655
1.716		0.913838
1.717		0.914021
1.718		0.914203
1.719		0.914386
1.72		0.914568
1.721		0.914749
1.722		0.91493
1.723		0.915111
1.724		0.915292
1.725		0.915473
1.726		0.915653
1.727		0.915832
1.728		0.916012
1.729		0.916191
1.73		0.91637
1.731		0.916548
1.732		0.916726
1.733		0.916904
1.734		0.917082
1.735		0.917259
1.736		0.917436
1.737		0.917613
1.738		0.917789
1.739		0.917965
1.74		0.918141
1.741		0.918316
1.742		0.918492
1.743		0.918666
1.744		0.918841
1.745		0.919015
