a	Error-Function
-2.603		0.990759
-2.602		0.990732
-2.601		0.990705
-2.6		0.990678
-2.599		0.99065
-2.598		0.990623
-2.597		0.990596
-2.596		0.990568
-2.595		0.990541
-2.594		0.990513
-2.593		0.990486
-2.592		0.990458
-2.591		0.99043
-2.59		0.990402
-2.589		0.990374
-2.588		0.990346
-2.587		0.990318
-2.586		0.99029
-2.585		0.990262
-2.584		0.990234
-2.583		0.990205
-2.582		0.990177
-2.581		0.990149
-2.58		0.99012
-2.579		0.990091
-2.578		0.990063
-2.577		0.990034
-2.576		0.990005
-2.575		0.989976
-2.574		0.989947
-2.573		0.989918
-2.572		0.989889
-2.571		0.989859
-2.57		0.98983
-2.569		0.989801
-2.568		0.989771
-2.567		0.989742
-2.566		0.989712
-2.565		0.989682
-2.564		0.989653
-2.563		0.989623
-2.562		0.989593
-2.561		0.989563
-2.56		0.989533
-2.559		0.989503
-2.558		0.989472
-2.557		0.989442
-2.556		0.989412
-2.555		0.989381
-2.554		0.989351
-2.553		0.98932
-2.552		0.989289
-2.551		0.989259
-2.55		0.989228
-2.549		0.989197
-2.548		0.989166
-2.547		0.989135
-2.546		0.989103
-2.545		0.989072
-2.544		0.989041
-2.543		0.989009
-2.542		0.988978
-2.541		0.988946
-2.54		0.988915
-2.539		0.988883
-2.538		0.988851
-2.537		0.988819
-2.536		0.988787
-2.535		0.988755
-2.534		0.988723
-2.533		0.988691
-2.532		0.988659
-2.531		0.988626
-2.53		0.988594
-2.529		0.988561
-2.528		0.988529
-2.527		0.988496
-2.526		0.988463
-2.525		0.98843
-2.524		0.988397
-2.523		0.988364
-2.522		0.988331
-2.521		0.988298
-2.52		0.988265
-2.519		0.988231
-2.518		0.988198
-2.517		0.988164
-2.516		0.98813
-2.515		0.988097
-2.514		0.988063
-2.513		0.988029
-2.512		0.987995
-2.511		0.987961
-2.51		0.987927
-2.509		0.987893
-2.508		0.987858
-2.507		0.987824
-2.506		0.987789
-2.505		0.987755
-2.504		0.98772
-2.503		0.987685
-2.502		0.987651
-2.501		0.987616
-2.5		0.987581
-2.499		0.987546
-2.498		0.98751
-2.497		0.987475
-2.496		0.98744
-2.495		0.987404
-2.494		0.987369
-2.493		0.987333
-2.492		0.987297
-2.491		0.987262
-2.49		0.987226
-2.489		0.98719
-2.488		0.987154
-2.487		0.987117
-2.486		0.987081
-2.485		0.987045
-2.484		0.987008
-2.483		0.986972
-2.482		0.986935
-2.481		0.986899
-2.48		0.986862
-2.479		0.986825
-2.478		0.986788
-2.477		0.986751
-2.476		0.986714
-2.475		0.986676
-2.474		0.986639
-2.473		0.986602
-2.472		0.986564
-2.471		0.986526
-2.47		0.986489
-2.469		0.986451
-2.468		0.986413
-2.467		0.986375
-2.466		0.986337
-2.465		0.986299
-2.464		0.98626
-2.463		0.986222
-2.462		0.986184
-2.461		0.986145
-2.46		0.986106
-2.459		0.986068
-2.458		0.986029
-2.457		0.98599
-2.456		0.985951
-2.455		0.985912
-2.454		0.985872
-2.453		0.985833
-2.452		0.985794
-2.451		0.985754
-2.45		0.985714
-2.449		0.985675
-2.448		0.985635
-2.447		0.985595
-2.446		0.985555
-2.445		0.985515
-2.444		0.985475
-2.443		0.985434
-2.442		0.985394
-2.441		0.985353
-2.44		0.985313
-2.439		0.985272
-2.438		0.985231
-2.437		0.98519
-2.436		0.985149
-2.435		0.985108
-2.434		0.985067
-2.433		0.985026
-2.432		0.984984
-2.431		0.984943
-2.43		0.984901
-2.429		0.984859
-2.428		0.984818
-2.427		0.984776
-2.426		0.984734
-2.425		0.984692
-2.424		0.984649
-2.423		0.984607
-2.422		0.984565
-2.421		0.984522
-2.42		0.984479
-2.419		0.984437
-2.418		0.984394
-2.417		0.984351
-2.416		0.984308
-2.415		0.984265
-2.414		0.984222
-2.413		0.984178
-2.412		0.984135
-2.411		0.984091
-2.41		0.984047
-2.409		0.984004
-2.408		0.98396
-2.407		0.983916
-2.406		0.983872
-2.405		0.983828
-2.404		0.983783
-2.403		0.983739
-2.402		0.983694
-2.401		0.98365
-2.4		0.983605
-2.399		0.98356
-2.398		0.983515
-2.397		0.98347
-2.396		0.983425
-2.395		0.98338
-2.394		0.983334
-2.393		0.983289
-2.392		0.983243
-2.391		0.983197
-2.39		0.983152
-2.389		0.983106
-2.388		0.98306
-2.387		0.983014
-2.386		0.982967
-2.385		0.982921
-2.384		0.982874
-2.383		0.982828
-2.382		0.982781
-2.381		0.982734
-2.38		0.982687
-2.379		0.98264
-2.378		0.982593
-2.377		0.982546
-2.376		0.982499
-2.375		0.982451
-2.374		0.982403
-2.373		0.982356
-2.372		0.982308
-2.371		0.98226
-2.37		0.982212
-2.369		0.982164
-2.368		0.982115
-2.367		0.982067
-2.366		0.982019
-2.365		0.98197
-2.364		0.981921
-2.363		0.981872
-2.362		0.981823
-2.361		0.981774
-2.36		0.981725
-2.359		0.981676
-2.358		0.981626
-2.357		0.981577
-2.356		0.981527
-2.355		0.981477
-2.354		0.981427
-2.353		0.981377
-2.352		0.981327
-2.351		0.981277
-2.35		0.981227
-2.349		0.981176
-2.348		0.981125
-2.347		0.981075
-2.346		0.981024
-2.345		0.980973
-2.344		0.980922
-2.343		0.980871
-2.342		0.980819
-2.341		0.980768
-2.34		0.980716
-2.339		0.980665
-2.338		0.980613
-2.337		0.980561
-2.336		0.980509
-2.335		0.980457
-2.334		0.980404
-2.333		0.980352
-2.332		0.980299
-2.331		0.980247
-2.33		0.980194
-2.329		0.980141
-2.328		0.980088
-2.327		0.980035
-2.326		0.979981
-2.325		0.979928
-2.324		0.979874
-2.323		0.979821
-2.322		0.979767
-2.321		0.979713
-2.32		0.979659
-2.319		0.979605
-2.318		0.979551
-2.317		0.979496
-2.316		0.979442
-2.315		0.979387
-2.314		0.979332
-2.313		0.979277
-2.312		0.979222
-2.311		0.979167
-2.31		0.979112
-2.309		0.979056
-2.308		0.979001
-2.307		0.978945
-2.306		0.978889
-2.305		0.978833
-2.304		0.978777
-2.303		0.978721
-2.302		0.978665
-2.301		0.978608
-2.3		0.978552
-2.299		0.978495
-2.298		0.978438
-2.297		0.978381
-2.296		0.978324
-2.295		0.978267
-2.294		0.978209
-2.293		0.978152
-2.292		0.978094
-2.291		0.978037
-2.29		0.977979
-2.289		0.977921
-2.288		0.977862
-2.287		0.977804
-2.286		0.977746
-2.285		0.977687
-2.284		0.977628
-2.283		0.97757
-2.282		0.977511
-2.281		0.977452
-2.28		0.977392
-2.279		0.977333
-2.278		0.977273
-2.277		0.977214
-2.276		0.977154
-2.275		0.977094
-2.274		0.977034
-2.273		0.976974
-2.272		0.976913
-2.271		0.976853
-2.27		0.976792
-2.269		0.976732
-2.268		0.976671
-2.267		0.97661
-2.266		0.976549
-2.265		0.976487
-2.264		0.976426
-2.263		0.976364
-2.262		0.976303
-2.261		0.976241
-2.26		0.976179
-2.259		0.976117
-2.258		0.976054
-2.257		0.975992
-2.256		0.975929
-2.255		0.975867
-2.254		0.975804
-2.253		0.975741
-2.252		0.975678
-2.251		0.975614
-2.25		0.975551
-2.249		0.975487
-2.248		0.975424
-2.247		0.97536
-2.246		0.975296
-2.245		0.975232
-2.244		0.975168
-2.243		0.975103
-2.242		0.975039
-2.241		0.974974
-2.24		0.974909
-2.239		0.974844
-2.238		0.974779
-2.237		0.974714
-2.236		0.974648
-2.235		0.974583
-2.234		0.974517
-2.233		0.974451
-2.232		0.974385
-2.231		0.974319
-2.23		0.974253
-2.229		0.974186
-2.228		0.974119
-2.227		0.974053
-2.226		0.973986
-2.225		0.973919
-2.224		0.973852
-2.223		0.973784
-2.222		0.973717
-2.221		0.973649
-2.22		0.973581
-2.219		0.973513
-2.218		0.973445
-2.217		0.973377
-2.216		0.973308
-2.215		0.97324
-2.214		0.973171
-2.213		0.973102
-2.212		0.973033
-2.211		0.972964
-2.21		0.972895
-2.209		0.972825
-2.208		0.972756
-2.207		0.972686
-2.206		0.972616
-2.205		0.972546
-2.204		0.972476
-2.203		0.972405
-2.202		0.972335
-2.201		0.972264
-2.2		0.972193
-2.199		0.972122
-2.198		0.972051
-2.197		0.97198
-2.196		0.971908
-2.195		0.971836
-2.194		0.971765
-2.193		0.971693
-2.192		0.97162
-2.191		0.971548
-2.19		0.971476
-2.189		0.971403
-2.188		0.97133
-2.187		0.971257
-2.186		0.971184
-2.185		0.971111
-2.184		0.971038
-2.183		0.970964
-2.182		0.97089
-2.181		0.970817
-2.18		0.970743
-2.179		0.970668
-2.178		0.970594
-2.177		0.970519
-2.176		0.970445
-2.175		0.97037
-2.174		0.970295
-2.173		0.97022
-2.172		0.970144
-2.171		0.970069
-2.17		0.969993
-2.169		0.969917
-2.168		0.969841
-2.167		0.969765
-2.166		0.969689
-2.165		0.969612
-2.164		0.969536
-2.163		0.969459
-2.162		0.969382
-2.161		0.969305
-2.16		0.969227
-2.159		0.96915
-2.158		0.969072
-2.157		0.968994
-2.156		0.968916
-2.155		0.968838
-2.154		0.96876
-2.153		0.968681
-2.152		0.968603
-2.151		0.968524
-2.15		0.968445
-2.149		0.968366
-2.148		0.968286
-2.147		0.968207
-2.146		0.968127
-2.145		0.968047
-2.144		0.967967
-2.143		0.967887
-2.142		0.967807
-2.141		0.967726
-2.14		0.967645
-2.139		0.967564
-2.138		0.967483
-2.137		0.967402
-2.136		0.967321
-2.135		0.967239
-2.134		0.967157
-2.133		0.967075
-2.132		0.966993
-2.131		0.966911
-2.13		0.966828
-2.129		0.966746
-2.128		0.966663
-2.127		0.96658
-2.126		0.966497
-2.125		0.966413
-2.124		0.96633
-2.123		0.966246
-2.122		0.966162
-2.121		0.966078
-2.12		0.965994
-2.119		0.96591
-2.118		0.965825
-2.117		0.96574
-2.116		0.965655
-2.115		0.96557
-2.114		0.965485
-2.113		0.965399
-2.112		0.965314
-2.111		0.965228
-2.11		0.965142
-2.109		0.965055
-2.108		0.964969
-2.107		0.964882
-2.106		0.964796
-2.105		0.964709
-2.104		0.964622
-2.103		0.964534
-2.102		0.964447
-2.101		0.964359
-2.1		0.964271
-2.099		0.964183
-2.098		0.964095
-2.097		0.964006
-2.096		0.963918
-2.095		0.963829
-2.094		0.96374
-2.093		0.963651
-2.092		0.963561
-2.091		0.963472
-2.09		0.963382
-2.089		0.963292
-2.088		0.963202
-2.087		0.963112
-2.086		0.963021
-2.085		0.962931
-2.084		0.96284
-2.083		0.962749
-2.082		0.962658
-2.081		0.962566
-2.08		0.962474
-2.079		0.962383
-2.078		0.962291
-2.077		0.962198
-2.076		0.962106
-2.075		0.962013
-2.074		0.961921
-2.073		0.961828
-2.072		0.961735
-2.071		0.961641
-2.07		0.961548
-2.069		0.961454
-2.068		0.96136
-2.067		0.961266
-2.066		0.961172
-2.065		0.961077
-2.064		0.960982
-2.063		0.960887
-2.062		0.960792
-2.061		0.960697
-2.06		0.960601
-2.059		0.960506
-2.058		0.96041
-2.057		0.960314
-2.056		0.960217
-2.055		0.960121
-2.054		0.960024
-2.053		0.959927
-2.052		0.95983
-2.051		0.959733
-2.05		0.959636
-2.049		0.959538
-2.048		0.95944
-2.047		0.959342
-2.046		0.959244
-2.045		0.959145
-2.044		0.959046
-2.043		0.958948
-2.042		0.958848
-2.041		0.958749
-2.04		0.95865
-2.039		0.95855
-2.038		0.95845
-2.037		0.95835
-2.036		0.95825
-2.035		0.958149
-2.034		0.958048
-2.033		0.957947
-2.032		0.957846
-2.031		0.957745
-2.03		0.957643
-2.029		0.957542
-2.028		0.95744
-2.027		0.957338
-2.026		0.957235
-2.025		0.957133
-2.024		0.95703
-2.023		0.956927
-2.022		0.956824
-2.021		0.95672
-2.02		0.956617
-2.019		0.956513
-2.018		0.956409
-2.017		0.956304
-2.016		0.9562
-2.015		0.956095
-2.014		0.95599
-2.013		0.955885
-2.012		0.95578
-2.011		0.955675
-2.01		0.955569
-2.009		0.955463
-2.008		0.955357
-2.007		0.95525
-2.006		0.955144
-2.005		0.955037
-2.004		0.95493
-2.003		0.954823
-2.002		0.954715
-2.001		0.954608
-2		0.9545
-1.999		0.954392
-1.998		0.954283
-1.997		0.954175
-1.996		0.954066
-1.995		0.953957
-1.994		0.953848
-1.993		0.953739
-1.992		0.953629
-1.991		0.953519
-1.99		0.953409
-1.989		0.953299
-1.988		0.953188
-1.987		0.953078
-1.986		0.952967
-1.985		0.952856
-1.984		0.952744
-1.983		0.952633
-1.982		0.952521
-1.981		0.952409
-1.98		0.952296
-1.979		0.952184
-1.978		0.952071
-1.977		0.951958
-1.976		0.951845
-1.975		0.951732
-1.974		0.951618
-1.973		0.951504
-1.972		0.95139
-1.971		0.951276
-1.97		0.951162
-1.969		0.951047
-1.968		0.950932
-1.967		0.950817
-1.966		0.950701
-1.965		0.950586
-1.964		0.95047
-1.963		0.950354
-1.962		0.950238
-1.961		0.950121
-1.96		0.950004
-1.959		0.949887
-1.958		0.94977
-1.957		0.949653
-1.956		0.949535
-1.955		0.949417
-1.954		0.949299
-1.953		0.94918
-1.952		0.949062
-1.951		0.948943
-1.95		0.948824
-1.949		0.948705
-1.948		0.948585
-1.947		0.948465
-1.946		0.948345
-1.945		0.948225
-1.944		0.948105
-1.943		0.947984
-1.942		0.947863
-1.941		0.947742
-1.94		0.94762
-1.939		0.947499
-1.938		0.947377
-1.937		0.947255
-1.936		0.947132
-1.935		0.94701
-1.934		0.946887
-1.933		0.946764
-1.932		0.94664
-1.931		0.946517
-1.93		0.946393
-1.929		0.946269
-1.928		0.946145
-1.927		0.94602
-1.926		0.945896
-1.925		0.945771
-1.924		0.945645
-1.923		0.94552
-1.922		0.945394
-1.921		0.945268
-1.92		0.945142
-1.919		0.945016
-1.918		0.944889
-1.917		0.944762
-1.916		0.944635
-1.915		0.944507
-1.914		0.94438
-1.913		0.944252
-1.912		0.944124
-1.911		0.943995
-1.91		0.943867
-1.909		0.943738
-1.908		0.943609
-1.907		0.943479
-1.906		0.94335
-1.905		0.94322
-1.904		0.94309
-1.903		0.942959
-1.902		0.942829
-1.901		0.942698
-1.9		0.942567
-1.899		0.942436
-1.898		0.942304
-1.897		0.942172
-1.896		0.94204
-1.895		0.941908
-1.894		0.941775
-1.893		0.941642
-1.892		0.941509
-1.891		0.941376
-1.89		0.941242
-1.889		0.941108
-1.888		0.940974
-1.887		0.94084
-1.886		0.940705
-1.885		0.94057
-1.884		0.940435
-1.883		0.9403
-1.882		0.940164
-1.881		0.940028
-1.88		0.939892
-1.879		0.939756
-1.878		0.939619
-1.877		0.939482
-1.876		0.939345
-1.875		0.939207
-1.874		0.93907
-1.873		0.938932
-1.872		0.938793
-1.871		0.938655
-1.87		0.938516
-1.869		0.938377
-1.868		0.938238
-1.867		0.938098
-1.866		0.937959
-1.865		0.937819
-1.864		0.937678
-1.863		0.937538
-1.862		0.937397
-1.861		0.937256
-1.86		0.937114
-1.859		0.936973
-1.858		0.936831
-1.857		0.936689
-1.856		0.936546
-1.855		0.936404
-1.854		0.936261
-1.853		0.936118
-1.852		0.935974
-1.851		0.93583
-1.85		0.935686
-1.849		0.935542
-1.848		0.935398
-1.847		0.935253
-1.846		0.935108
-1.845		0.934962
-1.844		0.934817
-1.843		0.934671
-1.842		0.934525
-1.841		0.934378
-1.84		0.934232
-1.839		0.934085
-1.838		0.933938
-1.837		0.93379
-1.836		0.933642
-1.835		0.933494
-1.834		0.933346
-1.833		0.933197
-1.832		0.933049
-1.831		0.932899
-1.83		0.93275
-1.829		0.9326
-1.828		0.93245
-1.827		0.9323
-1.826		0.93215
-1.825		0.931999
-1.824		0.931848
-1.823		0.931697
-1.822		0.931545
-1.821		0.931393
-1.82		0.931241
-1.819		0.931089
-1.818		0.930936
-1.817		0.930783
-1.816		0.93063
-1.815		0.930476
-1.814		0.930322
-1.813		0.930168
-1.812		0.930014
-1.811		0.929859
-1.81		0.929704
-1.809		0.929549
-1.808		0.929393
-1.807		0.929238
-1.806		0.929082
-1.805		0.928925
-1.804		0.928769
-1.803		0.928612
-1.802		0.928455
-1.801		0.928297
-1.8		0.928139
-1.799		0.927981
-1.798		0.927823
-1.797		0.927664
-1.796		0.927505
-1.795		0.927346
-1.794		0.927187
-1.793		0.927027
-1.792		0.926867
-1.791		0.926707
-1.79		0.926546
-1.789		0.926385
-1.788		0.926224
-1.787		0.926063
-1.786		0.925901
-1.785		0.925739
-1.784		0.925576
-1.783		0.925414
-1.782		0.925251
-1.781		0.925088
-1.78		0.924924
-1.779		0.92476
-1.778		0.924596
-1.777		0.924432
-1.776		0.924267
-1.775		0.924102
-1.774		0.923937
-1.773		0.923771
-1.772		0.923605
-1.771		0.923439
-1.77		0.923273
-1.769		0.923106
-1.768		0.922939
-1.767		0.922772
-1.766		0.922604
-1.765		0.922436
-1.764		0.922268
-1.763		0.9221
-1.762		0.921931
-1.761		0.921762
-1.76		0.921592
-1.759		0.921422
-1.758		0.921252
-1.757		0.921082
-1.756		0.920912
-1.755		0.920741
-1.754		0.920569
-1.753		0.920398
-1.752		0.920226
-1.751		0.920054
-1.75		0.919882
-1.749		0.919709
-1.748		0.919536
-1.747		0.919363
-1.746		0.919189
-1.745		0.919015
-1.744		0.918841
-1.743		0.918666
-1.742		0.918492
-1.741		0.918316
-1.74		0.918141
-1.739		0.917965
-1.738		0.917789
-1.737		0.917613
-1.736		0.917436
-1.735		0.917259
-1.734		0.917082
-1.733		0.916904
-1.732		0.916726
-1.731		0.916548
-1.73		0.91637
-1.729		0.916191
-1.728		0.916012
-1.727		0.915832
-1.726		0.915653
-1.725		0.915473
-1.724		0.915292
-1.723		0.915111
-1.722		0.91493
-1.721		0.914749
-1.72		0.914568
-1.719		0.914386
-1.718		0.914203
-1.717		0.914021
-1.716		0.913838
-1.715		0.913655
-1.714		0.913471
-1.713		0.913287
-1.712		0.913103
-1.711		0.912919
-1.71		0.912734
-1.709		0.912549
-1.708		0.912364
-1.707		0.912178
-1.706		0.911992
-1.705		0.911806
-1.704		0.911619
-1.703		0.911432
-1.702		0.911245
-1.701		0.911057
-1.7		0.910869
-1.699		0.910681
-1.698		0.910492
-1.697		0.910303
-1.696		0.910114
-1.695		0.909925
-1.694		0.909735
-1.693		0.909545
-1.692		0.909354
-1.691		0.909163
-1.69		0.908972
-1.689		0.908781
-1.688		0.908589
-1.687		0.908397
-1.686		0.908204
-1.685		0.908011
-1.684		0.907818
-1.683		0.907625
-1.682		0.907431
-1.681		0.907237
-1.68		0.907043
-1.679		0.906848
-1.678		0.906653
-1.677		0.906458
-1.676		0.906262
-1.675		0.906066
-1.674		0.905869
-1.673		0.905673
-1.672		0.905476
-1.671		0.905278
-1.67		0.905081
-1.669		0.904883
-1.668		0.904684
-1.667		0.904486
-1.666		0.904287
-1.665		0.904087
-1.664		0.903888
-1.663		0.903688
-1.662		0.903487
-1.661		0.903287
-1.66		0.903086
-1.659		0.902884
-1.658		0.902683
-1.657		0.902481
-1.656		0.902278
-1.655		0.902076
-1.654		0.901872
-1.653		0.901669
-1.652		0.901465
-1.651		0.901261
-1.65		0.901057
-1.649		0.900852
-1.648		0.900647
-1.647		0.900442
-1.646		0.900236
-1.645		0.90003
-1.644		0.899824
-1.643		0.899617
-1.642		0.89941
-1.641		0.899203
-1.64		0.898995
-1.639		0.898787
-1.638		0.898578
-1.637		0.89837
-1.636		0.89816
-1.635		0.897951
-1.634		0.897741
-1.633		0.897531
-1.632		0.897321
-1.631		0.89711
-1.63		0.896899
-1.629		0.896687
-1.628		0.896475
-1.627		0.896263
-1.626		0.89605
-1.625		0.895837
-1.624		0.895624
-1.623		0.895411
-1.622		0.895197
-1.621		0.894982
-1.62		0.894768
-1.619		0.894553
-1.618		0.894337
-1.617		0.894122
-1.616		0.893906
-1.615		0.893689
-1.614		0.893473
-1.613		0.893255
-1.612		0.893038
-1.611		0.89282
-1.61		0.892602
-1.609		0.892384
-1.608		0.892165
-1.607		0.891946
-1.606		0.891726
-1.605		0.891506
-1.604		0.891286
-1.603		0.891065
-1.602		0.890844
-1.601		0.890623
-1.6		0.890401
-1.599		0.890179
-1.598		0.889957
-1.597		0.889734
-1.596		0.889511
-1.595		0.889288
-1.594		0.889064
-1.593		0.88884
-1.592		0.888615
-1.591		0.88839
-1.59		0.888165
-1.589		0.88794
-1.588		0.887714
-1.587		0.887487
-1.586		0.887261
-1.585		0.887034
-1.584		0.886806
-1.583		0.886579
-1.582		0.88635
-1.581		0.886122
-1.58		0.885893
-1.579		0.885664
-1.578		0.885434
-1.577		0.885204
-1.576		0.884974
-1.575		0.884744
-1.574		0.884513
-1.573		0.884281
-1.572		0.884049
-1.571		0.883817
-1.57		0.883585
-1.569		0.883352
-1.568		0.883119
-1.567		0.882885
-1.566		0.882651
-1.565		0.882417
-1.564		0.882182
-1.563		0.881947
-1.562		0.881712
-1.561		0.881476
-1.56		0.88124
-1.559		0.881004
-1.558		0.880767
-1.557		0.88053
-1.556		0.880292
-1.555		0.880054
-1.554		0.879816
-1.553		0.879577
-1.552		0.879338
-1.551		0.879098
-1.55		0.878858
-1.549		0.878618
-1.548		0.878378
-1.547		0.878137
-1.546		0.877895
-1.545		0.877654
-1.544		0.877412
-1.543		0.877169
-1.542		0.876926
-1.541		0.876683
-1.54		0.87644
-1.539		0.876196
-1.538		0.875951
-1.537		0.875707
-1.536		0.875462
-1.535		0.875216
-1.534		0.87497
-1.533		0.874724
-1.532		0.874478
-1.531		0.874231
-1.53		0.873983
-1.529		0.873736
-1.528		0.873487
-1.527		0.873239
-1.526		0.87299
-1.525		0.872741
-1.524		0.872491
-1.523		0.872241
-1.522		0.871991
-1.521		0.87174
-1.52		0.871489
-1.519		0.871238
-1.518		0.870986
-1.517		0.870733
-1.516		0.870481
-1.515		0.870228
-1.514		0.869974
-1.513		0.86972
-1.512		0.869466
-1.511		0.869212
-1.51		0.868957
-1.509		0.868701
-1.508		0.868445
-1.507		0.868189
-1.506		0.867933
-1.505		0.867676
-1.504		0.867419
-1.503		0.867161
-1.502		0.866903
-1.501		0.866644
-1.5		0.866386
-1.499		0.866126
-1.498		0.865867
-1.497		0.865607
-1.496		0.865346
-1.495		0.865086
-1.494		0.864824
-1.493		0.864563
-1.492		0.864301
-1.491		0.864039
-1.49		0.863776
-1.489		0.863513
-1.488		0.863249
-1.487		0.862985
-1.486		0.862721
-1.485		0.862456
-1.484		0.862191
-1.483		0.861926
-1.482		0.86166
-1.481		0.861393
-1.48		0.861127
-1.479		0.86086
-1.478		0.860592
-1.477		0.860324
-1.476		0.860056
-1.475		0.859787
-1.474		0.859518
-1.473		0.859249
-1.472		0.858979
-1.471		0.858709
-1.47		0.858438
-1.469		0.858167
-1.468		0.857896
-1.467		0.857624
-1.466		0.857352
-1.465		0.857079
-1.464		0.856806
-1.463		0.856533
-1.462		0.856259
-1.461		0.855985
-1.46		0.85571
-1.459		0.855435
-1.458		0.855159
-1.457		0.854884
-1.456		0.854607
-1.455		0.854331
-1.454		0.854054
-1.453		0.853776
-1.452		0.853498
-1.451		0.85322
-1.45		0.852941
-1.449		0.852662
-1.448		0.852383
-1.447		0.852103
-1.446		0.851823
-1.445		0.851542
-1.444		0.851261
-1.443		0.85098
-1.442		0.850698
-1.441		0.850415
-1.44		0.850133
-1.439		0.849849
-1.438		0.849566
-1.437		0.849282
-1.436		0.848998
-1.435		0.848713
-1.434		0.848428
-1.433		0.848142
-1.432		0.847856
-1.431		0.84757
-1.43		0.847283
-1.429		0.846996
-1.428		0.846708
-1.427		0.84642
-1.426		0.846132
-1.425		0.845843
-1.424		0.845554
-1.423		0.845264
-1.422		0.844974
-1.421		0.844683
-1.42		0.844392
-1.419		0.844101
-1.418		0.843809
-1.417		0.843517
-1.416		0.843224
-1.415		0.842932
-1.414		0.842638
-1.413		0.842344
-1.412		0.84205
-1.411		0.841755
-1.41		0.84146
-1.409		0.841165
-1.408		0.840869
-1.407		0.840573
-1.406		0.840276
-1.405		0.839979
-1.404		0.839681
-1.403		0.839383
-1.402		0.839085
-1.401		0.838786
-1.4		0.838487
-1.399		0.838187
-1.398		0.837887
-1.397		0.837586
-1.396		0.837286
-1.395		0.836984
-1.394		0.836682
-1.393		0.83638
-1.392		0.836078
-1.391		0.835775
-1.39		0.835471
-1.389		0.835167
-1.388		0.834863
-1.387		0.834558
-1.386		0.834253
-1.385		0.833948
-1.384		0.833642
-1.383		0.833335
-1.382		0.833028
-1.381		0.832721
-1.38		0.832413
-1.379		0.832105
-1.378		0.831797
-1.377		0.831488
-1.376		0.831178
-1.375		0.830869
-1.374		0.830558
-1.373		0.830248
-1.372		0.829937
-1.371		0.829625
-1.37		0.829313
-1.369		0.829001
-1.368		0.828688
-1.367		0.828375
-1.366		0.828061
-1.365		0.827747
-1.364		0.827432
-1.363		0.827117
-1.362		0.826802
-1.361		0.826486
-1.36		0.82617
-1.359		0.825853
-1.358		0.825536
-1.357		0.825219
-1.356		0.824901
-1.355		0.824582
-1.354		0.824264
-1.353		0.823944
-1.352		0.823625
-1.351		0.823305
-1.35		0.822984
-1.349		0.822663
-1.348		0.822342
-1.347		0.82202
-1.346		0.821697
-1.345		0.821375
-1.344		0.821052
-1.343		0.820728
-1.342		0.820404
-1.341		0.82008
-1.34		0.819755
-1.339		0.819429
-1.338		0.819104
-1.337		0.818777
-1.336		0.818451
-1.335		0.818124
-1.334		0.817796
-1.333		0.817468
-1.332		0.81714
-1.331		0.816811
-1.33		0.816482
-1.329		0.816152
-1.328		0.815822
-1.327		0.815491
-1.326		0.81516
-1.325		0.814829
-1.324		0.814497
-1.323		0.814165
-1.322		0.813832
-1.321		0.813499
-1.32		0.813165
-1.319		0.812831
-1.318		0.812496
-1.317		0.812161
-1.316		0.811826
-1.315		0.81149
-1.314		0.811154
-1.313		0.810817
-1.312		0.81048
-1.311		0.810142
-1.31		0.809804
-1.309		0.809466
-1.308		0.809127
-1.307		0.808787
-1.306		0.808447
-1.305		0.808107
-1.304		0.807766
-1.303		0.807425
-1.302		0.807084
-1.301		0.806742
-1.3		0.806399
-1.299		0.806056
-1.298		0.805713
-1.297		0.805369
-1.296		0.805025
-1.295		0.80468
-1.294		0.804335
-1.293		0.803989
-1.292		0.803643
-1.291		0.803296
-1.29		0.802949
-1.289		0.802602
-1.288		0.802254
-1.287		0.801906
-1.286		0.801557
-1.285		0.801208
-1.284		0.800858
-1.283		0.800508
-1.282		0.800157
-1.281		0.799806
-1.28		0.799455
-1.279		0.799103
-1.278		0.798751
-1.277		0.798398
-1.276		0.798044
-1.275		0.797691
-1.274		0.797337
-1.273		0.796982
-1.272		0.796627
-1.271		0.796271
-1.27		0.795915
-1.269		0.795559
-1.268		0.795202
-1.267		0.794845
-1.266		0.794487
-1.265		0.794129
-1.264		0.79377
-1.263		0.793411
-1.262		0.793051
-1.261		0.792691
-1.26		0.792331
-1.259		0.79197
-1.258		0.791608
-1.257		0.791246
-1.256		0.790884
-1.255		0.790521
-1.254		0.790158
-1.253		0.789794
-1.252		0.78943
-1.251		0.789066
-1.25		0.7887
-1.249		0.788335
-1.248		0.787969
-1.247		0.787603
-1.246		0.787236
-1.245		0.786868
-1.244		0.7865
-1.243		0.786132
-1.242		0.785763
-1.241		0.785394
-1.24		0.785025
-1.239		0.784655
-1.238		0.784284
-1.237		0.783913
-1.236		0.783541
-1.235		0.783169
-1.234		0.782797
-1.233		0.782424
-1.232		0.782051
-1.231		0.781677
-1.23		0.781303
-1.229		0.780928
-1.228		0.780553
-1.227		0.780177
-1.226		0.779801
-1.225		0.779425
-1.224		0.779048
-1.223		0.77867
-1.222		0.778292
-1.221		0.777914
-1.22		0.777535
-1.219		0.777156
-1.218		0.776776
-1.217		0.776396
-1.216		0.776015
-1.215		0.775634
-1.214		0.775252
-1.213		0.77487
-1.212		0.774488
-1.211		0.774105
-1.21		0.773721
-1.209		0.773337
-1.208		0.772953
-1.207		0.772568
-1.206		0.772183
-1.205		0.771797
