q		Transmitted(q)
3.08	0.946335
3.09	0.945791
3.1	0.945293
3.11	0.944853
3.12	0.944479
3.13	0.944178
3.14	0.943958
3.15	0.943822
3.16	0.943774
3.17	0.943817
3.18	0.943952
3.19	0.944177
3.2	0.944491
3.21	0.944889
3.22	0.945368
3.23	0.94592
3.24	0.94654
3.25	0.947217
3.26	0.947945
3.27	0.948711
3.28	0.949507
3.29	0.950322
3.3	0.951143
3.31	0.951962
3.32	0.952766
3.33	0.953545
3.34	0.95429
3.35	0.95499
3.36	0.955636
3.37	0.956222
3.38	0.956741
3.39	0.957186
3.4	0.957553
3.41	0.95784
3.42	0.958043
3.43	0.958163
3.44	0.9582
3.45	0.958157
3.46	0.958035
3.47	0.957841
3.48	0.957579
3.49	0.957256
3.5	0.956879
3.51	0.956456
3.52	0.955997
3.53	0.955511
3.54	0.955007
3.55	0.954495
3.56	0.953985
3.57	0.953488
3.58	0.953012
3.59	0.952566
3.6	0.95216
3.61	0.9518
3.62	0.951495
3.63	0.951249
3.64	0.951069
3.65	0.950958
3.66	0.950919
3.67	0.950954
3.68	0.951064
3.69	0.951247
3.7	0.951502
3.71	0.951825
3.72	0.952214
3.73	0.952663
3.74	0.953166
3.75	0.953716
3.76	0.954306
3.77	0.954928
3.78	0.955573
3.79	0.956232
3.8	0.956897
3.81	0.957559
3.82	0.958208
3.83	0.958836
3.84	0.959435
3.85	0.959997
3.86	0.960515
3.87	0.960983
3.88	0.961394
3.89	0.961745
3.9	0.962032
3.91	0.962252
3.92	0.962404
3.93	0.962487
3.94	0.962502
3.95	0.96245
3.96	0.962334
3.97	0.962159
3.98	0.961927
3.99	0.961646
4	0.961322
