x		n=0		n=1			n=2			n=3
0		1		0		0		0
0.01		0.999983		0.0033333		6.66662e-006		9.52376e-009
0.02		0.999933		0.0066664		2.66659e-005		7.61888e-008
0.03		0.99985		0.0099991		5.99961e-005		2.5713e-007
0.04		0.999733		0.0133312		0.000106654		6.0947e-007
0.05		0.999583		0.0166625		0.000166637		1.19031e-006
0.06		0.9994		0.0199928		0.000239938		2.05673e-006
0.07		0.999184		0.0233219		0.000326552		3.26578e-006
0.08		0.998934		0.0266496		0.000426472		4.87446e-006
0.09		0.998651		0.0299757		0.000539688		6.93973e-006
0.1		0.998334		0.0333		0.000666191		9.51852e-006
0.11		0.997985		0.0366223		0.00080597		1.26677e-005
0.12		0.997602		0.0399424		0.000959013		1.6444e-005
0.13		0.997186		0.0432601		0.00112531		2.09042e-005
0.14		0.996737		0.0465753		0.00130484		2.61049e-005
0.15		0.996254		0.0498876		0.00149759		3.21027e-005
0.16		0.995739		0.0531969		0.00170355		3.89541e-005
0.17		0.99519		0.0565031		0.00192269		4.67154e-005
0.18		0.994609		0.0598058		0.00215501		5.5443e-005
0.19		0.993994		0.063105		0.00240047		6.51929e-005
0.2		0.993347		0.0664004		0.00265906		7.60213e-005
0.21		0.992666		0.0696918		0.00293075		8.79841e-005
0.22		0.991953		0.072979		0.00321553		0.000101137
0.23		0.991207		0.0762619		0.00351336		0.000115536
0.24		0.990428		0.0795401		0.00382423		0.000131236
0.25		0.989616		0.0828137		0.0041481		0.000148294
0.26		0.988771		0.0860822		0.00448495		0.000166763
0.27		0.987894		0.0893456		0.00483474		0.000186699
0.28		0.986984		0.0926036		0.00519746		0.000208158
0.29		0.986042		0.0958561		0.00557307		0.000231193
0.3		0.985067		0.0991029		0.00596152		0.00025586
0.31		0.98406		0.102344		0.00636281		0.000282212
0.32		0.983021		0.105578		0.00677688		0.000310305
0.33		0.981949		0.108807		0.0072037		0.000340192
0.34		0.980844		0.112029		0.00764324		0.000371926
0.35		0.979708		0.115244		0.00809545		0.000405562
0.36		0.97854		0.118452		0.00856031		0.000441153
0.37		0.977339		0.121653		0.00903776		0.000478752
0.38		0.976107		0.124847		0.00952777		0.000518412
0.39		0.974842		0.128033		0.0100303		0.000560186
0.4		0.973546		0.131212		0.0105453		0.000604125
0.41		0.972218		0.134383		0.0110727		0.000650284
0.42		0.970858		0.137546		0.0116125		0.000698713
0.43		0.969467		0.140701		0.0121647		0.000749464
0.44		0.968044		0.143847		0.0127291		0.000802589
0.45		0.96659		0.146984		0.0133058		0.000858139
0.46		0.965105		0.150113		0.0138947		0.000916164
0.47		0.963588		0.153233		0.0144957		0.000976717
0.48		0.96204		0.156344		0.0151088		0.00103985
0.49		0.960461		0.159445		0.015734		0.0011056
0.5		0.958851		0.162537		0.0163711		0.00117404
0.51		0.95721		0.165619		0.0170202		0.0012452
0.52		0.955539		0.168691		0.0176811		0.00131913
0.53		0.953836		0.171754		0.0183538		0.00139589
0.54		0.952104		0.174806		0.0190384		0.00147552
0.55		0.95034		0.177847		0.0197346		0.00155808
0.56		0.948547		0.180878		0.0204424		0.0016436
0.57		0.946723		0.183898		0.0211618		0.00173214
0.58		0.944869		0.186907		0.0218928		0.00182375
0.59		0.942985		0.189905		0.0226352		0.00191846
0.6		0.941071		0.192892		0.023389		0.00201634
0.61		0.939127		0.195867		0.0241541		0.00211741
0.62		0.937153		0.198831		0.0249305		0.00222174
0.63		0.93515		0.201782		0.0257181		0.00232936
0.64		0.933118		0.204722		0.0265168		0.00244032
0.65		0.931056		0.20765		0.0273265		0.00255467
0.66		0.928965		0.210565		0.0281473		0.00267245
0.67		0.926845		0.213467		0.028979		0.0027937
0.68		0.924696		0.216357		0.0298215		0.00291847
0.69		0.922518		0.219234		0.0306748		0.00304679
0.7		0.920311		0.222098		0.0315388		0.00317872
0.71		0.918076		0.224949		0.0324134		0.0033143
0.72		0.915812		0.227787		0.0332986		0.00345356
0.73		0.91352		0.23061		0.0341942		0.00359656
0.74		0.9112		0.233421		0.0351003		0.00374332
0.75		0.908852		0.236217		0.0360166		0.00389389
0.76		0.906476		0.238999		0.0369433		0.00404832
0.77		0.904072		0.241768		0.03788		0.00420663
0.78		0.90164		0.244521		0.0388269		0.00436888
0.79		0.899181		0.247261		0.0397838		0.00453509
0.8		0.896695		0.249985		0.0407505		0.00470532
0.81		0.894182		0.252695		0.0417271		0.00487958
0.82		0.891641		0.25539		0.0427135		0.00505794
0.83		0.889074		0.25807		0.0437095		0.00524041
0.84		0.88648		0.260735		0.0447152		0.00542704
0.85		0.883859		0.263384		0.0457303		0.00561786
0.86		0.881212		0.266017		0.0467548		0.00581292
0.87		0.878539		0.268635		0.0477886		0.00601224
0.88		0.87584		0.271237		0.0488317		0.00621585
0.89		0.873114		0.273823		0.0498839		0.0064238
0.9		0.870363		0.276393		0.0509452		0.00663612
0.91		0.867587		0.278946		0.0520154		0.00685284
0.92		0.864784		0.281483		0.0530945		0.00707399
0.93		0.861957		0.284003		0.0541823		0.00729961
0.94		0.859104		0.286507		0.0552789		0.00752973
0.95		0.856227		0.288993		0.056384		0.00776437
0.96		0.853325		0.291463		0.0574976		0.00800357
0.97		0.850398		0.293916		0.0586196		0.00824737
0.98		0.847446		0.296351		0.0597499		0.00849578
0.99		0.844471		0.298769		0.0608884		0.00874884
1		0.841471		0.301169		0.0620351		0.00900658
1.01		0.838447		0.303551		0.0631897		0.00926903
1.02		0.8354		0.305916		0.0643522		0.0095362
1.03		0.832329		0.308262		0.0655225		0.00980814
1.04		0.829235		0.310591		0.0667006		0.0100849
1.05		0.826117		0.312901		0.0678862		0.0103664
1.06		0.822977		0.315193		0.0690793		0.0106528
1.07		0.819814		0.317467		0.0702799		0.010944
1.08		0.816628		0.319722		0.0714877		0.0112401
1.09		0.813419		0.321958		0.0727027		0.0115412
1.1		0.810188		0.324175		0.0739248		0.0118471
1.11		0.806936		0.326373		0.0751539		0.0121581
1.12		0.803661		0.328552		0.0763899		0.012474
1.13		0.800365		0.330712		0.0776326		0.0127949
1.14		0.797047		0.332853		0.078882		0.0131208
1.15		0.793708		0.334974		0.080138		0.0134518
1.16		0.790347		0.337076		0.0814004		0.0137878
1.17		0.786966		0.339158		0.0826691		0.0141289
1.18		0.783564		0.34122		0.083944		0.0144751
1.19		0.780142		0.343262		0.0852251		0.0148264
1.2		0.776699		0.345285		0.0865122		0.0151829
1.21		0.773236		0.347287		0.0878052		0.0155445
1.22		0.769754		0.349269		0.0891039		0.0159112
1.23		0.766251		0.35123		0.0904083		0.0162832
1.24		0.762729		0.353172		0.0917183		0.0166603
1.25		0.759188		0.355092		0.0930337		0.0170427
1.26		0.755627		0.356992		0.0943545		0.0174303
1.27		0.752048		0.358872		0.0956805		0.0178231
1.28		0.74845		0.36073		0.0970116		0.0182212
1.29		0.744833		0.362568		0.0983476		0.0186245
1.3		0.741199		0.364384		0.0996886		0.0190331
1.31		0.737546		0.36618		0.101034		0.019447
1.32		0.733875		0.367954		0.102385		0.0198662
1.33		0.730187		0.369707		0.103739		0.0202907
1.34		0.726481		0.371439		0.105099		0.0207205
1.35		0.722758		0.373149		0.106462		0.0211556
1.36		0.719018		0.374838		0.10783		0.0215961
1.37		0.715261		0.376505		0.109202		0.0220419
1.38		0.711488		0.37815		0.110578		0.022493
1.39		0.707698		0.379774		0.111957		0.0229495
1.4		0.703893		0.381375		0.11334		0.0234113
1.41		0.700071		0.382955		0.114727		0.0238785
1.42		0.696234		0.384513		0.116117		0.0243511
1.43		0.692381		0.386048		0.117511		0.024829
1.44		0.688513		0.387562		0.118908		0.0253122
1.45		0.68463		0.389053		0.120308		0.0258009
1.46		0.680732		0.390522		0.121711		0.0262949
1.47		0.676819		0.391968		0.123116		0.0267943
1.48		0.672892		0.393392		0.124525		0.027299
1.49		0.668951		0.394794		0.125936		0.0278092
1.5		0.664997		0.396173		0.127349		0.0283246
1.51		0.661028		0.397529		0.128765		0.0288455
1.52		0.657046		0.398863		0.130183		0.0293717
1.53		0.653051		0.400174		0.131604		0.0299033
1.54		0.649043		0.401462		0.133026		0.0304402
1.55		0.645022		0.402727		0.13445		0.0309825
1.56		0.640988		0.403969		0.135876		0.0315301
1.57		0.636942		0.405189		0.137303		0.0320831
1.58		0.632885		0.406385		0.138732		0.0326414
1.59		0.628815		0.407558		0.140163		0.033205
1.6		0.624733		0.408708		0.141594		0.0337739
1.61		0.620641		0.409835		0.143027		0.0343482
1.62		0.616537		0.410939		0.144461		0.0349277
1.63		0.612422		0.412019		0.145895		0.0355126
1.64		0.608297		0.413076		0.147331		0.0361027
1.65		0.604161		0.41411		0.148767		0.0366981
1.66		0.600014		0.41512		0.150203		0.0372987
1.67		0.595858		0.416107		0.15164		0.0379046
1.68		0.591692		0.417071		0.153077		0.0385157
1.69		0.587517		0.418011		0.154514		0.039132
1.7		0.583332		0.418927		0.155952		0.0397536
1.71		0.579138		0.41982		0.157389		0.0403803
1.72		0.574936		0.42069		0.158826		0.0410122
1.73		0.570725		0.421536		0.160262		0.0416493
1.74		0.566505		0.422358		0.161698		0.0422915
1.75		0.562278		0.423156		0.163133		0.0429388
1.76		0.558042		0.423931		0.164568		0.0435912
1.77		0.553799		0.424682		0.166002		0.0442487
1.78		0.549549		0.42541		0.167434		0.0449113
1.79		0.545291		0.426114		0.168866		0.0455789
1.8		0.541026		0.426794		0.170296		0.0462516
1.81		0.536755		0.42745		0.171725		0.0469292
1.82		0.532478		0.428082		0.173153		0.0476118
1.83		0.528194		0.428691		0.174579		0.0482994
1.84		0.523904		0.429276		0.176003		0.048992
1.85		0.519608		0.429837		0.177425		0.0496894
1.86		0.515307		0.430374		0.178845		0.0503917
1.87		0.511001		0.430888		0.180263		0.0510989
1.88		0.506689		0.431377		0.181679		0.0518109
1.89		0.502373		0.431843		0.183092		0.0525277
1.9		0.498053		0.432285		0.184503		0.0532494
1.91		0.493728		0.432704		0.185912		0.0539757
1.92		0.489399		0.433098		0.187317		0.0547068
1.93		0.485066		0.433469		0.18872		0.0554426
1.94		0.480729		0.433816		0.190119		0.0561831
1.95		0.47639		0.434139		0.191516		0.0569282
1.96		0.472047		0.434438		0.192909		0.0576779
1.97		0.467701		0.434714		0.194299		0.0584321
1.98		0.463352		0.434965		0.195686		0.059191
1.99		0.459002		0.435193		0.197069		0.0599543
2		0.454649		0.435398		0.198448		0.0607221
2.01		0.450294		0.435578		0.199823		0.0614944
2.02		0.445937		0.435735		0.201195		0.062271
2.03		0.441579		0.435869		0.202562		0.0630521
2.04		0.43722		0.435978		0.203925		0.0638374
2.05		0.43286		0.436065		0.205284		0.0646271
2.06		0.428499		0.436127		0.206638		0.0654211
2.07		0.424137		0.436166		0.207988		0.0662192
