x		n=2			n=3			n=4			n=5			n=6
2.90522		0.138623			0.0995998			0.0952575			0.100253			0.107449
2.91522		0.130781			0.0896268			0.0835989			0.0873746			0.0938269
2.92522		0.123046			0.0798283			0.0721366			0.0746681			0.0803123
2.93522		0.115423			0.0702093			0.0608814			0.0621525			0.0669322
2.94522		0.107911			0.0607744			0.049844			0.0498466			0.0537141
2.95522		0.100512			0.0515284			0.0390347			0.0377689			0.0406854
2.96522		0.093229			0.0424757			0.0284637			0.0259375			0.027874
2.97522		0.0860618			0.0336205			0.0181406			0.0143702			0.0153073
2.98522		0.0790124			0.024967			0.00807494			0.00308436			0.00301274
2.99522		0.072082			0.016519			-0.00172443			-0.00790321			-0.00898287
3.00522		0.065272			0.00828021			-0.0112489			-0.0185764			-0.0206533
3.01522		0.0585836			0.000254227			-0.0204903			-0.0289196			-0.031973
3.02522		0.052018			-0.00755565			-0.0294409			-0.0389181			-0.0429175
3.03522		0.0455764			-0.0151463			-0.0380936			-0.048558			-0.0534634
3.04522		0.0392597			-0.0225148			-0.0464415			-0.0578262			-0.0635887
3.05522		0.0330691			-0.0296584			-0.0544784			-0.0667106			-0.0732725
3.06522		0.0270055			-0.0365746			-0.0621986			-0.0752001			-0.0824959
3.07522		0.0210699			-0.0432612			-0.0695969			-0.0832845			-0.0912412
3.08522		0.0152631			-0.049716			-0.0766687			-0.0909548			-0.099493
3.09522		0.00958601			-0.0559371			-0.0834099			-0.0982032			-0.107238
3.10522		0.00403934			-0.0619231			-0.0898169			-0.105023			-0.114463
3.11522		-0.00137617			-0.0676723			-0.0958868			-0.111408			-0.12116
3.12522		-0.00665986			-0.0731836			-0.101617			-0.117354			-0.12732
3.13522		-0.0118111			-0.0784561			-0.107007			-0.122859			-0.13294
3.14522		-0.0168294			-0.083489			-0.112054			-0.12792			-0.138014
3.15522		-0.0217141			-0.0882817			-0.116758			-0.132536			-0.142544
3.16522		-0.0264649			-0.092834			-0.121119			-0.136709			-0.146529
3.17522		-0.0310813			-0.0971457			-0.125137			-0.14044			-0.149975
3.18522		-0.035563			-0.101217			-0.128815			-0.143731			-0.152886
3.19522		-0.0399097			-0.105048			-0.132153			-0.146588			-0.155271
3.20522		-0.0441212			-0.10864			-0.135155			-0.149015			-0.157139
3.21522		-0.0481972			-0.111993			-0.137822			-0.15102			-0.158504
3.22522		-0.0521377			-0.115109			-0.140158			-0.152609			-0.159379
3.23522		-0.0559425			-0.117988			-0.142168			-0.153793			-0.159781
3.24522		-0.0596117			-0.120632			-0.143857			-0.15458			-0.159726
3.25522		-0.0631452			-0.123043			-0.145228			-0.154982			-0.159234
3.26522		-0.0665431			-0.125223			-0.146288			-0.15501			-0.158326
3.27522		-0.0698056			-0.127173			-0.147043			-0.154677			-0.157024
3.28522		-0.0729329			-0.128896			-0.147499			-0.153997			-0.155351
3.29522		-0.0759251			-0.130395			-0.147664			-0.152984			-0.153332
3.30522		-0.0787826			-0.131672			-0.147545			-0.151652			-0.150991
3.31522		-0.0815056			-0.13273			-0.147149			-0.150019			-0.148355
3.32522		-0.0840947			-0.133572			-0.146486			-0.148099			-0.145448
3.33522		-0.0865502			-0.134201			-0.145564			-0.145909			-0.142299
3.34522		-0.0888727			-0.134621			-0.144391			-0.143467			-0.138933
3.35522		-0.0910626			-0.134835			-0.142978			-0.140791			-0.135378
3.36522		-0.0931205			-0.134847			-0.141333			-0.137897			-0.13166
3.37522		-0.0950472			-0.134661			-0.139467			-0.134803			-0.127804
3.38522		-0.0968432			-0.134281			-0.13739			-0.131528			-0.123837
3.39522		-0.0985094			-0.133711			-0.135111			-0.12809			-0.119783
3.40522		-0.100046			-0.132956			-0.132643			-0.124506			-0.115667
3.41522		-0.101455			-0.13202			-0.129994			-0.120794			-0.111511
3.42522		-0.102737			-0.130908			-0.127176			-0.116972			-0.107338
3.43522		-0.103892			-0.129624			-0.124201			-0.113058			-0.103169
3.44522		-0.104921			-0.128174			-0.121078			-0.109067			-0.0990221
3.45522		-0.105826			-0.126562			-0.117819			-0.105017			-0.0949165
3.46522		-0.106608			-0.124793			-0.114435			-0.100925			-0.0908688
3.47522		-0.107268			-0.122873			-0.110937			-0.0968039			-0.0868938
3.48522		-0.107806			-0.120807			-0.107336			-0.0926707			-0.0830051
3.49522		-0.108225			-0.118601			-0.103643			-0.088539			-0.0792146
3.50522		-0.108524			-0.116259			-0.0998682			-0.0844225			-0.0755325
3.51522		-0.108707			-0.113787			-0.0960227			-0.080334			-0.0719672
3.52522		-0.108773			-0.111191			-0.0921169			-0.0762856			-0.0685256
3.53522		-0.108725			-0.108477			-0.0881612			-0.0722886			-0.0652129
3.54522		-0.108563			-0.105649			-0.0841658			-0.0683534			-0.0620327
3.55522		-0.10829			-0.102715			-0.0801405			-0.0644894			-0.0589869
3.56522		-0.107906			-0.0996789			-0.076095			-0.0607054			-0.056076
3.57522		-0.107413			-0.0965474			-0.0720387			-0.057009			-0.053299
3.58522		-0.106814			-0.0933259			-0.0679807			-0.0534071			-0.0506536
3.59522		-0.106108			-0.0900203			-0.0639299			-0.0499056			-0.048136
3.60522		-0.105298			-0.0866365			-0.0598947			-0.0465094			-0.0457415
3.61522		-0.104387			-0.0831801			-0.0558832			-0.0432225			-0.0434639
3.62522		-0.103374			-0.079657			-0.0519033			-0.0400481			-0.0412964
3.63522		-0.102263			-0.076073			-0.0479622			-0.0369884			-0.0392312
3.64522		-0.101054			-0.0724337			-0.0440671			-0.0340449			-0.0372597
3.65522		-0.0997499			-0.0687448			-0.0402244			-0.031218			-0.0353727
3.66522		-0.0983524			-0.065012			-0.0364405			-0.0285074			-0.0335606
3.67522		-0.0968632			-0.0612408			-0.0327211			-0.0259121			-0.0318132
3.68522		-0.0952842			-0.0574369			-0.0290716			-0.0234301			-0.0301202
3.69522		-0.0936175			-0.0536057			-0.0254968			-0.0210591			-0.0284713
3.70522		-0.0918648			-0.0497526			-0.0220014			-0.0187957			-0.0268559
3.71522		-0.0900281			-0.045883			-0.0185892			-0.0166362			-0.0252639
3.72522		-0.0881096			-0.042002			-0.0152639			-0.014576			-0.023685
3.73522		-0.0861111			-0.0381149			-0.0120288			-0.0126103			-0.0221097
3.74522		-0.0840348			-0.0342267			-0.00888642			-0.0107337			-0.0205285
3.75522		-0.0818827			-0.0303424			-0.00583915			-0.00894044			-0.0189327
3.76522		-0.0796569			-0.0264669			-0.00288882			-0.00722423			-0.0173141
3.77522		-0.0773595			-0.0226048			-3.68455e-005			-0.00557864			-0.0156654
3.78522		-0.0749927			-0.0187609			0.00271576			-0.00399698			-0.0139798
3.79522		-0.0725585			-0.0149397			0.00536843			-0.00247232			-0.0122515
3.80522		-0.0700592			-0.0111455			0.00792096			-0.000997633			-0.0104754
3.81522		-0.067497			-0.0073826			0.0103736			0.00043418			-0.00864754
3.82522		-0.064874			-0.00365513			0.0127269			0.00183025			-0.00676466
3.83522		-0.0621925			3.29399e-005			0.0149818			0.00319765			-0.00482456
3.84522		-0.0594546			0.00367776			0.0171397			0.00454338			-0.00282597
3.85522		-0.0566628			0.00727564			0.0192021			0.0058743			-0.000768574
3.86522		-0.0538191			0.010823			0.0211712			0.00719706			0.00134704
3.87522		-0.0509259			0.0143165			0.0230492			0.00851809			0.00351938
3.88522		-0.0479854			0.0177529			0.0248386			0.00984352			0.00574606
3.89522		-0.045			0.0211291			0.0265423			0.0111792			0.00802391
3.90522		-0.0419719			0.0244422			0.0281634			0.0125305			0.010349
3.91522		-0.0389034			0.0276895			0.0297053			0.0139026			0.0127165
3.92522		-0.0357968			0.0308682			0.0311714			0.0153			0.0151214
3.93522		-0.0326544			0.0339761			0.0325656			0.016727			0.0175575
3.94522		-0.0294786			0.0370108			0.0338917			0.0181872			0.0200186
3.95522		-0.0262717			0.0399703			0.0351538			0.0196839			0.0224978
3.96522		-0.023036			0.0428527			0.0363561			0.0212197			0.024988
3.97522		-0.0197738			0.0456561			0.0375028			0.0227968			0.0274819
3.98522		-0.0164873			0.048379			0.0385984			0.0244168			0.0299719
3.99522		-0.0131791			0.05102			0.0396473			0.0260808			0.0324504
4.00522		-0.00985126			0.0535779			0.0406539			0.0277894			0.0349098
4.01522		-0.00650621			0.0560515			0.0416228			0.0295425			0.0373426
4.02522		-0.00314623			0.05844			0.0425585			0.0313397			0.0397415
4.03522		0.000226376			0.0607425			0.0434654			0.0331798			0.0420995
4.04522		0.00360931			0.0629586			0.0443481			0.0350615			0.0444098
4.05522		0.00700029			0.0650878			0.0452108			0.0369827			0.0466663
4.06522		0.010397			0.0671298			0.0460579			0.0389408			0.048863
4.07522		0.0137973			0.0690846			0.0468936			0.0409331			0.0509946
4.08522		0.0171988			0.0709521			0.0477219			0.0429561			0.0530565
4.09522		0.0205992			0.0727327			0.0485468			0.0450063			0.0550445
4.10522		0.0239965			0.0744266			0.0493721			0.0470794			0.0569553
4.11522		0.0273882			0.0760344			0.0502015			0.0491713			0.0587862
4.12522		0.0307723			0.0775566			0.0510383			0.0512772			0.060535
4.13522		0.0341466			0.0789942			0.0518859			0.0533924			0.0622005
4.14522		0.0375088			0.080348			0.0527472			0.0555117			0.0637821
4.15522		0.0408568			0.081619			0.0536251			0.0576299			0.0652801
4.16522		0.0441884			0.0828085			0.0545223			0.0597417			0.0666952
4.17522		0.0475017			0.0839178			0.055441			0.0618416			0.068029
4.18522		0.0507943			0.0849483			0.0563834			0.0639243			0.0692837
4.19522		0.0540644			0.0859015			0.0573513			0.0659843			0.0704622
4.20522		0.0573098			0.0867791			0.0583464			0.0680163			0.0715678
4.21522		0.0605284			0.0875828			0.0593699			0.0700148			0.0726045
4.22522		0.0637183			0.0883145			0.060423			0.0719748			0.0735769
4.23522		0.0668775			0.0889762			0.0615064			0.0738912			0.0744896
4.24522		0.0700041			0.0895698			0.0626206			0.0757592			0.075348
4.25522		0.073096			0.0900976			0.0637659			0.0775742			0.0761575
4.26522		0.0761515			0.0905616			0.0649422			0.079332			0.0769239
4.27522		0.0791685			0.0909642			0.0661494			0.0810285			0.0776531
4.28522		0.0821453			0.0913077			0.0673867			0.0826601			0.0783511
4.29522		0.0850801			0.0915944			0.0686534			0.0842233			0.0790238
4.30522		0.087971			0.0918269			0.0699484			0.0857152			0.0796771
4.31522		0.0908163			0.0920077			0.0712704			0.0871333			0.0803169
4.32522		0.0936143			0.0921392			0.0726178			0.0884752			0.0809487
4.33522		0.0963633			0.0922241			0.0739887			0.0897394			0.0815779
4.34522		0.0990616			0.0922649			0.0753813			0.0909243			0.0822095
4.35522		0.101708			0.0922642			0.0767932			0.0920292			0.0828481
4.36522		0.1043			0.0922248			0.078222			0.0930535			0.0834978
4.37522		0.106836			0.0921493			0.079665			0.0939972			0.0841624
4.38522		0.109316			0.0920403			0.0811195			0.0948607			0.0848451
4.39522		0.111737			0.0919005			0.0825825			0.0956448			0.0855484
4.40522		0.114099			0.0917325			0.0840509			0.0963508			0.0862744
4.41522		0.116399			0.0915391			0.0855215			0.0969802			0.0870246
4.42522		0.118636			0.0913227			0.0869908			0.097535			0.0877997
4.43522		0.12081			0.0910861			0.0884554			0.0980177			0.0886
4.44522		0.122918			0.0908317			0.0899117			0.098431			0.0894249
4.45522		0.12496			0.0905622			0.0913562			0.0987779			0.0902735
4.46522		0.126933			0.0902799			0.0927851			0.0990618			0.091144
4.47522		0.128839			0.0899874			0.0941948			0.0992863			0.0920342
4.48522		0.130674			0.0896871			0.0955815			0.0994552			0.0929413
4.49522		0.132438			0.0893812			0.0969414			0.0995727			0.0938619
4.50522		0.134129			0.0890721			0.0982709			0.0996428			0.0947924
4.51522		0.135748			0.088762			0.0995662			0.09967			0.0957283
4.52522		0.137293			0.0884529			0.100824			0.0996587			0.0966653
4.53522		0.138762			0.088147			0.10204			0.0996136			0.0975982
4.54522		0.140156			0.0878463			0.103211			0.0995391			0.0985219
4.55522		0.141473			0.0875526			0.104334			0.0994399			0.0994311
4.56522		0.142713			0.0872678			0.105406			0.0993204			0.10032
4.57522		0.143875			0.0869935			0.106423			0.0991851			0.101183
4.58522		0.144958			0.0867314			0.107382			0.0990384			0.102015
4.59522		0.145961			0.086483			0.10828			0.0988845			0.10281
4.60522		0.146884			0.0862497			0.109115			0.0987273			0.103562
4.61522		0.147727			0.0860329			0.109885			0.0985707			0.104267
4.62522		0.148489			0.0858337			0.110586			0.0984183			0.104919
4.63522		0.149169			0.0856533			0.111217			0.0982733			0.105513
4.64522		0.149768			0.0854925			0.111775			0.0981389			0.106046
4.65522		0.150284			0.0853524			0.11226			0.0980177			0.106513
4.66522		0.150717			0.0852336			0.112668			0.0979121			0.10691
4.67522		0.151068			0.0851367			0.113001			0.0978242			0.107236
4.68522		0.151336			0.0850624			0.113255			0.0977555			0.107486
4.69522		0.15152			0.0850109			0.113431			0.0977073			0.10766
4.70522		0.151622			0.0849825			0.113528			0.0976806			0.107756
4.71522		0.15164			0.0849775			0.113545			0.0976759			0.107773
4.72522		0.151575			0.0849958			0.113483			0.0976931			0.107711
4.73522		0.151426			0.0850372			0.113341			0.097732			0.107571
4.74522		0.151194			0.0851017			0.113121			0.0977919			0.107353
4.75522		0.150879			0.0851889			0.112822			0.0978717			0.10706
4.76522		0.150482			0.0852982			0.112446			0.0979699			0.106694
4.77522		0.150001			0.0854292			0.111994			0.0980846			0.106256
4.78522		0.149439			0.0855811			0.111468			0.0982136			0.105752
4.79522		0.148794			0.0857532			0.110868			0.0983544			0.105184
4.80522		0.148067			0.0859444			0.110197			0.0985039			0.104556
4.81522		0.14726			0.0861537			0.109457			0.0986591			0.103874
4.82522		0.146371			0.08638			0.10865			0.0988165			0.103141
4.83522		0.145402			0.086622			0.107779			0.0989723			0.102364
4.84522		0.144354			0.0868783			0.106846			0.0991227			0.101548
4.85522		0.143226			0.0871475			0.105853			0.0992635			0.100698
4.86522		0.14202			0.087428			0.104805			0.0993903			0.0998191
4.87522		0.140737			0.0877181			0.103704			0.0994989			0.0989181
4.88522		0.139376			0.088016			0.102553			0.0995847			0.098
4.89522		0.137939			0.0883199			0.101356			0.0996431			0.0970704
4.90522		0.136427			0.0886278			0.100116			0.0996696			0.0961346
4.91522		0.13484			0.0889377			0.0988366			0.0996596			0.0951976
4.92522		0.13318			0.0892475			0.0975215			0.0996086			0.0942642
4.93522		0.131447			0.0895551			0.0961743			0.0995122			0.0933388
4.94522		0.129642			0.0898581			0.0947988			0.0993661			0.0924254
4.95522		0.127768			0.0901543			0.0933986			0.0991662			0.0915275
4.96522		0.125823			0.0904413			0.0919776			0.0989085			0.0906482
4.97522		0.123811			0.0907166			0.0905394			0.0985893			0.0897899
4.98522		0.121731			0.0909779			0.0890878			0.0982052			0.0889545
4.99522		0.119586			0.0912225			0.0876263			0.0977529			0.0881435
5.00522		0.117376			0.091448			0.0861586			0.0972296			0.0873575
5.01522		0.115103			0.0916517			0.0846882			0.0966328			0.0865965
5.02522		0.112768			0.091831			0.0832185			0.0959603			0.0858602
5.03522		0.110373			0.0919833			0.0817527			0.0952102			0.0851472
5.04522		0.107918			0.092106			0.0802941			0.0943813			0.0844559
5.05522		0.105406			0.0921964			0.0788458			0.0934724			0.0837838
5.06522		0.102838			0.0922518			0.0774105			0.092483			0.083128
5.07522		0.100215			0.0922695			0.0759909			0.091413			0.0824851
5.08522		0.097539			0.092247			0.0745897			0.0902627			0.0818511
5.09522		0.0948118			0.0921816			0.0732091			0.0890327			0.0812214
5.10522		0.0920349			0.0920706			0.0718513			0.0877243			0.0805914
5.11522		0.0892098			0.0919115			0.0705181			0.086339			0.0799557
5.12522		0.0863385			0.0917017			0.0692112			0.0848788			0.0793089
5.13522		0.0834225			0.0914388			0.0679321			0.0833461			0.0786454
5.14522		0.0804637			0.0911202			0.0666819			0.0817438			0.0779591
5.15522		0.0774638			0.0907435			0.0654616			0.080075			0.0772442
5.16522		0.0744248			0.0903064			0.0642719			0.0783433			0.0764946
5.17522		0.0713485			0.0898065			0.0631131			0.0765526			0.0757045
5.18522		0.0682367			0.0892417			0.0619854			0.074707			0.074868
5.19522		0.0650914			0.0886098			0.0608887			0.0728109			0.0739795
5.20522		0.0619145			0.0879087			0.0598226			0.0708693			0.0730336
5.21522		0.0587081			0.0871364			0.0587864			0.0688868			0.0720253
5.22522		0.055474			0.086291			0.0577792			0.0668687			0.07095
5.23522		0.0522144			0.0853708			0.0567997			0.0648202			0.0698036
5.24522		0.0489313			0.084374			0.0558464			0.0627467			0.0685823
5.25522		0.0456267			0.0832991			0.0549177			0.0606535			0.0672831
5.26522		0.0423028			0.0821445			0.0540115			0.0585462			0.0659035
5.27522		0.0389616			0.0809089			0.0531255			0.0564301			0.0644416
5.28522		0.0356053			0.0795911			0.0522573			0.0543106			0.0628963
5.29522		0.032236			0.07819			0.0514041			0.0521931			0.0612671
5.30522		0.0288559			0.0767045			0.050563			0.0500825			0.0595542
5.31522		0.0254672			0.0751339			0.0497309			0.047984			0.0577587
5.32522		0.0220721			0.0734774			0.0489042			0.0459022			0.0558823
5.33522		0.0186727			0.0717345			0.0480796			0.0438415			0.0539274
5.34522		0.0152714			0.0699047			0.0472532			0.0418063			0.051897
5.35522		0.0118704			0.0679877			0.0464212			0.0398003			0.0497951
5.36522		0.00847182			0.0659835			0.0455796			0.0378269			0.0476259
5.37522		0.00507807			0.0638921			0.0447242			0.0358894			0.0453947
5.38522		0.00169137			0.0617136			0.0438507			0.0339904			0.043107
5.39522		-0.001686			0.0594485			0.0429548			0.032132			0.0407689
5.40522		-0.00505173			0.0570971			0.0420321			0.030316			0.0383868
5.41522		-0.00840353			0.0546603			0.0410782			0.0285437			0.0359678
5.42522		-0.0117391			0.0521389			0.0400884			0.0268158			0.033519
5.43522		-0.0150561			0.0495337			0.0390584			0.0251325			0.0310479
5.44522		-0.0183523			0.0468461			0.0379836			0.0234935			0.028562
5.45522		-0.0216253			0.0440774			0.0368596			0.021898			0.0260689
5.46522		-0.0248728			0.0412291			0.0356819			0.0203445			0.0235761
5.47522		-0.0280925			0.0383028			0.0344463			0.0188312			0.0210912
5.48522		-0.0312821			0.0353004			0.0331484			0.0173556			0.0186214
5.49522		-0.0344392			0.032224			0.0317843			0.0159146			0.0161737
5.50522		-0.0375615			0.0290756			0.0303498			0.0145048			0.0137545
5.51522		-0.0406468			0.0258578			0.0288412			0.0131223			0.0113701
5.52522		-0.0436927			0.0225729			0.0272548			0.0117626			0.00902602
5.53522		-0.0466969			0.0192237			0.0255873			0.0104208			0.00672719
5.54522		-0.0496572			0.015813			0.0238354			0.00909162			0.00447789
5.55522		-0.0525712			0.0123439			0.0219961			0.00776942			0.00228166
5.56522		-0.0554366			0.00881944			0.0200669			0.00644819			0.000141229
5.57522		-0.0582512			0.00524301			0.0180451			0.00512161			-0.00194153
5.58522		-0.0610127			0.00161809			0.0159288			0.00378313			-0.00396562
5.59522		-0.0637189			-0.0020517			0.0137161			0.00242597			-0.00593096
5.60522		-0.0663675			-0.00576257			0.0114056			0.00104319			-0.00783843
5.61522		-0.0689564			-0.00951062			0.00899613			-0.000372257			-0.00968982
5.62522		-0.0714832			-0.0132918			0.00648695			-0.00182749			-0.0114879
5.63522		-0.0739459			-0.0171018			0.00387769			-0.00332962			-0.0132363
5.64522		-0.0763421			-0.0209364			0.00116835			-0.00488572			-0.0149398
5.65522		-0.0786699			-0.0247912			-0.00164066			-0.00650277			-0.0166037
5.66522		-0.080927			-0.0286614			-0.00454851			-0.00818756			-0.0182345
5.67522		-0.0831113			-0.0325425			-0.00755397			-0.00994668			-0.0198391
5.68522		-0.0852207			-0.0364296			-0.0106554			-0.0117864			-0.0214256
5.69522		-0.0872532			-0.0403178			-0.0138506			-0.0137128			-0.0230024
5.70522		-0.0892066			-0.0442021			-0.0171372			-0.0157314			-0.0245786
5.71522		-0.091079			-0.0480773			-0.0205121			-0.0178473			-0.0261637
5.72522		-0.0928683			-0.0519382			-0.023972			-0.0200652			-0.0277677
5.73522		-0.0945726			-0.0557796			-0.0275129			-0.0223891			-0.0294008
5.74522		-0.0961898			-0.059596			-0.0311306			-0.0248226			-0.0310734
5.75522		-0.0977181			-0.063382			-0.0348203			-0.0273685			-0.0327959
5.76522		-0.0991556			-0.0671321			-0.038577			-0.030029			-0.0345788
5.77522		-0.1005			-0.0708407			-0.0423949			-0.0328054			-0.0364321
5.78522		-0.101751			-0.0745022			-0.0462681			-0.0356984			-0.0383658
5.79522		-0.102904			-0.0781109			-0.0501901			-0.0387079			-0.0403893
5.80522		-0.10396			-0.0816611			-0.0541541			-0.0418328			-0.0425115
5.81522		-0.104916			-0.0851471			-0.0581528			-0.0450712			-0.0447404
5.82522		-0.10577			-0.0885631			-0.0621787			-0.0484205			-0.0470835
5.83522		-0.106521			-0.0919033			-0.0662238			-0.051877			-0.0495471
5.84522		-0.107167			-0.0951619			-0.0702797			-0.0554361			-0.0521366
5.85522		-0.107706			-0.0983332			-0.0743378			-0.0590923			-0.0548562
5.86522		-0.108137			-0.101411			-0.0783891			-0.0628392			-0.0577088
5.87522		-0.108458			-0.10439			-0.0824243			-0.0666695			-0.0606961
5.88522		-0.108669			-0.107265			-0.0864339			-0.070575			-0.0638182
5.89522		-0.108766			-0.110029			-0.0904081			-0.0745464			-0.0670738
5.90522		-0.10875			-0.112677			-0.0943367			-0.0785739			-0.0704601
5.91522		-0.108618			-0.115203			-0.0982097			-0.0826464			-0.0739725
5.92522		-0.108369			-0.117602			-0.102016			-0.0867523			-0.077605
5.93522		-0.108002			-0.119868			-0.105746			-0.090879			-0.0813497
5.94522		-0.107516			-0.121996			-0.109389			-0.0950133			-0.0851972
5.95522		-0.106909			-0.12398			-0.112933			-0.0991412			-0.0891363
5.96522		-0.10618			-0.125814			-0.116367			-0.103248			-0.0931543
5.97522		-0.105329			-0.127495			-0.119682			-0.107318			-0.0972367
5.98522		-0.104353			-0.129016			-0.122865			-0.111336			-0.101368
5.99522		-0.103253			-0.130372			-0.125906			-0.115286			-0.10553
6.00522		-0.102026			-0.13156			-0.128793			-0.11915			-0.109704
6.01522		-0.100673			-0.132573			-0.131516			-0.122912			-0.113869
6.02522		-0.0991913			-0.133407			-0.134064			-0.126553			-0.118006
6.03522		-0.0975812			-0.134057			-0.136426			-0.130057			-0.122089
6.04522		-0.0958415			-0.13452			-0.138592			-0.133405			-0.126097
6.05522		-0.0939716			-0.13479			-0.140551			-0.136579			-0.130004
6.06522		-0.0919706			-0.134865			-0.142293			-0.139562			-0.133785
6.07522		-0.089838			-0.134738			-0.143808			-0.142335			-0.137414
6.08522		-0.0875731			-0.134408			-0.145086			-0.144881			-0.140865
6.09522		-0.0851753			-0.13387			-0.146118			-0.147182			-0.144112
6.10522		-0.0826441			-0.133121			-0.146894			-0.149221			-0.147127
6.11522		-0.0799792			-0.132157			-0.147407			-0.150981			-0.149883
6.12522		-0.07718			-0.130976			-0.147647			-0.152445			-0.152356
6.13522		-0.0742462			-0.129573			-0.147606			-0.153598			-0.154517
6.14522		-0.0711775			-0.127948			-0.147277			-0.154424			-0.156343
6.15522		-0.0679737			-0.126096			-0.146652			-0.154909			-0.157809
6.16522		-0.0646344			-0.124016			-0.145725			-0.155039			-0.15889
6.17522		-0.0611597			-0.121706			-0.144489			-0.154801			-0.159565
6.18522		-0.0575493			-0.119163			-0.142939			-0.154182			-0.159812
6.19522		-0.0538033			-0.116386			-0.141069			-0.153172			-0.15961
6.20522		-0.0499216			-0.113373			-0.138875			-0.151759			-0.158943
6.21522		-0.0459043			-0.110123			-0.136351			-0.149935			-0.157792
6.22522		-0.0417515			-0.106634			-0.133495			-0.147692			-0.156143
6.23522		-0.0374634			-0.102907			-0.130303			-0.145022			-0.153983
6.24522		-0.0330402			-0.0989397			-0.126773			-0.14192			-0.151302
6.25522		-0.0284821			-0.0947322			-0.122902			-0.13838			-0.148089
6.26522		-0.0237895			-0.0902841			-0.11869			-0.134399			-0.144338
6.27522		-0.0189628			-0.0855956			-0.114134			-0.129975			-0.140044
6.28522		-0.0140023			-0.0806668			-0.109236			-0.125107			-0.135206
6.29522		-0.00890864			-0.0754981			-0.103995			-0.119794			-0.129822
6.30522		-0.00368228			-0.0700901			-0.0984122			-0.114039			-0.123896
6.31522		0.00167618			-0.0644438			-0.0924891			-0.107844			-0.117431
6.32522		0.00716609			-0.0585603			-0.0862278			-0.101212			-0.110433
6.33522		0.0127868			-0.0524409			-0.079631			-0.0941484			-0.102912
6.34522		0.0185374			-0.0460872			-0.0727021			-0.0866601			-0.0948789
6.35522		0.0244173			-0.0395008			-0.0654448			-0.0787541			-0.0863456
6.36522		0.0304256			-0.0326839			-0.0578635			-0.070439			-0.0773274
6.37522		0.0365612			-0.0256385			-0.0499631			-0.0617244			-0.0678409
6.38522		0.0428234			-0.0183672			-0.0417493			-0.0526211			-0.0579045
6.39522		0.049211			-0.0108724			-0.0332279			-0.0431407			-0.0475382
6.40522		0.055723			-0.0031572			-0.0244055			-0.033296			-0.0367637
6.41522		0.0623583			0.00477552			-0.0152892			-0.0231004			-0.0256036
6.42522		0.0691158			0.0129225			-0.00588647			-0.0125684			-0.0140821
6.43522		0.0759941			0.0212803			0.00379479			-0.00171511			-0.00222428
6.44522		0.0829921			0.0298452			0.0137462			0.00944349			0.009944
6.45522		0.0901084			0.0386135			0.0239588			0.0208909			0.0223961
6.46522		0.0973417			0.0475811			0.0344235			0.03261			0.0351048
6.47522		0.104691			0.0567439			0.0451307			0.0445832			0.0480427
6.48522		0.112153			0.0660974			0.0560705			0.0567925			0.0611822
6.49522		0.119729			0.0756372			0.0672327			0.0692195			0.0744954
6.50522		0.127415			0.0853585			0.0786066			0.0818455			0.0879551
6.51522		0.135211			0.0952565			0.0901814			0.0946518			0.101534
6.52522		0.143115			0.105326			0.101946			0.107619			0.115205
6.53522		0.151124			0.115562			0.11389			0.120729			0.128943
6.54522		0.159238			0.12596			0.126			0.133963			0.142723
6.55522		0.167454			0.136513			0.138266			0.147301			0.156519
6.56522		0.175771			0.147216			0.150676			0.160725			0.170309
6.57522		0.184187			0.158063			0.163218			0.174217			0.184072
6.58522		0.1927			0.169049			0.175881			0.187758			0.197785
6.59522		0.201307			0.180168			0.188651			0.201332			0.211431
6.60522		0.210007			0.191414			0.201517			0.214921			0.22499
6.61522		0.218798			0.20278			0.214468			0.228508			0.238448
6.62522		0.227678			0.214261			0.22749			0.242077			0.251788
6.63522		0.236645			0.225849			0.240573			0.255614			0.264999
6.64522		0.245695			0.237539			0.253705			0.269103			0.278068
6.65522		0.254828			0.249324			0.266874			0.282531			0.290987
6.66522		0.264041			0.261198			0.280069			0.295884			0.303746
6.67522		0.273331			0.273155			0.293277			0.30915			0.31634
6.68522		0.282697			0.285186			0.306489			0.322318			0.328763
6.69522		0.292136			0.297287			0.319693			0.335377			0.341014
6.70522		0.301645			0.30945			0.332879			0.348317			0.353089
6.71522		0.311222			0.321669			0.346036			0.36113			0.364989
6.72522		0.320865			0.333937			0.359155			0.373807			0.376715
6.73522		0.330571			0.346246			0.372224			0.386342			0.38827
6.74522		0.340338			0.358592			0.385236			0.398729			0.399657
6.75522		0.350163			0.370966			0.398181			0.410963			0.410882
6.76522		0.360043			0.383362			0.41105			0.423039			0.42195
6.77522		0.369976			0.395774			0.423835			0.434954			0.432868
6.78522		0.379959			0.408195			0.436528			0.446706			0.443644
6.79522		0.38999			0.420618			0.449121			0.458293			0.454286
6.80522		0.400065			0.433037			0.461608			0.469715			0.464802
6.81522		0.410183			0.445446			0.473981			0.480972			0.475202
6.82522		0.42034			0.457837			0.486234			0.492064			0.485495
6.83522		0.430534			0.470205			0.498362			0.502993			0.495691
6.84522		0.440761			0.482543			0.510358			0.513762			0.505799
6.85522		0.451019			0.494845			0.522219			0.524372			0.515829
6.86522		0.461306			0.507106			0.533939			0.534829			0.52579
6.87522		0.471618			0.519318			0.545514			0.545135			0.535692
