Time			Height
17.82			-75.3891
17.83			-75.6339
17.84			-75.8788
17.85			-76.1236
17.86			-76.3684
17.87			-76.6132
17.88			-76.858
17.89			-77.1028
17.9			-77.3476
17.91			-77.5924
17.92			-77.8372
17.93			-78.082
17.94			-78.3268
17.95			-78.5717
17.96			-78.8165
17.97			-79.0613
17.98			-79.3061
17.99			-79.5509
18			-79.7957
18.01			-80.0405
18.02			-80.2854
18.03			-80.5302
18.04			-80.775
18.05			-81.0198
18.06			-81.2646
18.07			-81.5095
18.08			-81.7543
18.09			-81.9991
18.1			-82.2439
18.11			-82.4888
18.12			-82.7336
18.13			-82.9784
18.14			-83.2232
18.15			-83.4681
18.16			-83.7129
18.17			-83.9577
18.18			-84.2026
18.19			-84.4474
18.2			-84.6922
18.21			-84.937
18.22			-85.1819
18.23			-85.4267
18.24			-85.6715
18.25			-85.9164
18.26			-86.1612
18.27			-86.406
18.28			-86.6509
18.29			-86.8957
18.3			-87.1406
18.31			-87.3854
18.32			-87.6302
18.33			-87.8751
18.34			-88.1199
18.35			-88.3648
18.36			-88.6096
18.37			-88.8544
18.38			-89.0993
18.39			-89.3441
18.4			-89.589
18.41			-89.8338
18.42			-90.0787
18.43			-90.3235
18.44			-90.5683
18.45			-90.8132
18.46			-91.058
18.47			-91.3029
18.48			-91.5477
18.49			-91.7926
18.5			-92.0374
18.51			-92.2823
18.52			-92.5271
18.53			-92.772
18.54			-93.0168
18.55			-93.2617
18.56			-93.5066
18.57			-93.7514
18.58			-93.9963
18.59			-94.2411
18.6			-94.486
18.61			-94.7308
18.62			-94.9757
18.63			-95.2205
18.64			-95.4654
18.65			-95.7103
18.66			-95.9551
18.67			-96.2
18.68			-96.4448
18.69			-96.6897
18.7			-96.9346
18.71			-97.1794
18.72			-97.4243
18.73			-97.6691
18.74			-97.914
18.75			-98.1589
18.76			-98.4037
18.77			-98.6486
18.78			-98.8935
18.79			-99.1383
18.8			-99.3832
18.81			-99.6281
18.82			-99.8729
18.83			-100.118
18.84			-100.363
18.85			-100.608
18.86			-100.852
18.87			-101.097
18.88			-101.342
18.89			-101.587
18.9			-101.832
18.91			-102.077
18.92			-102.322
18.93			-102.567
18.94			-102.811
18.95			-103.056
18.96			-103.301
18.97			-103.546
18.98			-103.791
18.99			-104.036
19			-104.281
19.01			-104.526
19.02			-104.77
19.03			-105.015
19.04			-105.26
19.05			-105.505
19.06			-105.75
19.07			-105.995
19.08			-106.24
19.09			-106.485
19.1			-106.729
19.11			-106.974
19.12			-107.219
19.13			-107.464
19.14			-107.709
19.15			-107.954
19.16			-108.199
19.17			-108.444
19.18			-108.689
19.19			-108.933
19.2			-109.178
19.21			-109.423
19.22			-109.668
19.23			-109.913
19.24			-110.158
19.25			-110.403
19.26			-110.648
19.27			-110.893
19.28			-111.137
19.29			-111.382
19.3			-111.627
19.31			-111.872
19.32			-112.117
19.33			-112.362
19.34			-112.607
19.35			-112.852
19.36			-113.097
19.37			-113.341
19.38			-113.586
19.39			-113.831
19.4			-114.076
19.41			-114.321
19.42			-114.566
19.43			-114.811
19.44			-115.056
19.45			-115.301
19.46			-115.546
19.47			-115.79
19.48			-116.035
19.49			-116.28
19.5			-116.525
19.51			-116.77
19.52			-117.015
19.53			-117.26
19.54			-117.505
19.55			-117.75
19.56			-117.995
19.57			-118.239
19.58			-118.484
19.59			-118.729
19.6			-118.974
19.61			-119.219
19.62			-119.464
19.63			-119.709
19.64			-119.954
19.65			-120.199
19.66			-120.444
19.67			-120.688
19.68			-120.933
19.69			-121.178
19.7			-121.423
19.71			-121.668
19.72			-121.913
19.73			-122.158
19.74			-122.403
19.75			-122.648
19.76			-122.893
19.77			-123.138
19.78			-123.382
19.79			-123.627
19.8			-123.872
19.81			-124.117
19.82			-124.362
19.83			-124.607
19.84			-124.852
19.85			-125.097
19.86			-125.342
19.87			-125.587
19.88			-125.832
19.89			-126.076
19.9			-126.321
19.91			-126.566
19.92			-126.811
19.93			-127.056
19.94			-127.301
19.95			-127.546
19.96			-127.791
19.97			-128.036
19.98			-128.281
19.99			-128.526
