Position			b=0.3		b=4.0
23.9		-0.0237688			1.7407e-021
23.91		-0.0234438			1.70623e-021
23.92		-0.0231104			1.67245e-021
23.93		-0.0227688			1.63933e-021
23.94		-0.0224191			1.60687e-021
23.95		-0.0220615			1.57505e-021
23.96		-0.0216961			1.54386e-021
23.97		-0.0213232			1.51329e-021
23.98		-0.0209429			1.48333e-021
23.99		-0.0205553			1.45395e-021
24		-0.0201608			1.42516e-021
24.01		-0.0197593			1.39694e-021
24.02		-0.0193511			1.36928e-021
24.03		-0.0189365			1.34217e-021
24.04		-0.0185155			1.31559e-021
24.05		-0.0180884			1.28954e-021
24.06		-0.0176554			1.26401e-021
24.07		-0.0172165			1.23898e-021
24.08		-0.0167722			1.21444e-021
24.09		-0.0163224			1.1904e-021
24.1		-0.0158675			1.16683e-021
24.11		-0.0154076			1.14372e-021
24.12		-0.014943			1.12107e-021
24.13		-0.0144738			1.09888e-021
24.14		-0.0140001			1.07712e-021
24.15		-0.0135224			1.05579e-021
24.16		-0.0130406			1.03488e-021
24.17		-0.0125551			1.01439e-021
24.18		-0.012066			9.94303e-022
24.19		-0.0115736			9.74615e-022
24.2		-0.011078			9.55316e-022
24.21		-0.0105795			9.364e-022
24.22		-0.0100782			9.17858e-022
24.23		-0.00957445			8.99683e-022
24.24		-0.00906836			8.81868e-022
24.25		-0.00856016			8.64406e-022
24.26		-0.00805007			8.47289e-022
24.27		-0.00753829			8.30512e-022
24.28		-0.00702504			8.14067e-022
24.29		-0.00651051			7.97947e-022
24.3		-0.00599493			7.82147e-022
24.31		-0.00547849			7.66659e-022
24.32		-0.00496142			7.51478e-022
24.33		-0.00444391			7.36598e-022
24.34		-0.00392618			7.22012e-022
24.35		-0.00340843			7.07716e-022
24.36		-0.00289087			6.93702e-022
24.37		-0.0023737			6.79966e-022
24.38		-0.00185714			6.66501e-022
24.39		-0.00134138			6.53304e-022
24.4		-0.000826635			6.40368e-022
24.41		-0.000313099			6.27687e-022
24.42		0.000199024			6.15258e-022
24.43		0.000709534			6.03075e-022
24.44		0.00121823			5.91134e-022
24.45		0.00172492			5.79428e-022
24.46		0.0022294			5.67955e-022
24.47		0.00273147			5.56709e-022
24.48		0.00323096			5.45685e-022
24.49		0.00372766			5.3488e-022
24.5		0.00422138			5.24289e-022
24.51		0.00471193			5.13907e-022
24.52		0.00519913			5.03731e-022
24.53		0.0056828			4.93756e-022
24.54		0.00616275			4.83979e-022
24.55		0.0066388			4.74396e-022
24.56		0.00711078			4.65002e-022
24.57		0.00757849			4.55795e-022
24.58		0.00804179			4.46769e-022
24.59		0.00850048			4.37923e-022
24.6		0.0089544			4.29251e-022
24.61		0.00940339			4.20751e-022
24.62		0.00984727			4.1242e-022
24.63		0.0102859			4.04254e-022
24.64		0.0107191			3.96249e-022
24.65		0.0111467			3.88403e-022
24.66		0.0115686			3.80712e-022
24.67		0.0119846			3.73173e-022
24.68		0.0123946			3.65784e-022
24.69		0.0127984			3.58541e-022
24.7		0.0131959			3.51441e-022
24.71		0.0135869			3.44482e-022
24.72		0.0139713			3.37661e-022
24.73		0.014349			3.30975e-022
24.74		0.0147198			3.24421e-022
24.75		0.0150836			3.17997e-022
24.76		0.0154403			3.117e-022
24.77		0.0157898			3.05528e-022
24.78		0.016132			2.99478e-022
24.79		0.0164666			2.93548e-022
24.8		0.0167937			2.87736e-022
24.81		0.0171131			2.82038e-022
24.82		0.0174247			2.76453e-022
24.83		0.0177284			2.70979e-022
24.84		0.0180241			2.65613e-022
24.85		0.0183118			2.60354e-022
24.86		0.0185912			2.55199e-022
24.87		0.0188624			2.50145e-022
24.88		0.0191253			2.45192e-022
24.89		0.0193797			2.40337e-022
24.9		0.0196256			2.35578e-022
24.91		0.019863			2.30913e-022
24.92		0.0200917			2.26341e-022
24.93		0.0203117			2.21859e-022
24.94		0.0205229			2.17466e-022
24.95		0.0207253			2.1316e-022
24.96		0.0209188			2.08939e-022
24.97		0.0211034			2.04802e-022
24.98		0.021279			2.00746e-022
24.99		0.0214456			1.96771e-022
25		0.0216031			1.92875e-022
25.01		0.0217515			1.89056e-022
25.02		0.0218908			1.85312e-022
25.03		0.0220209			1.81643e-022
25.04		0.0221418			1.78046e-022
25.05		0.0222536			1.74521e-022
25.06		0.0223561			1.71065e-022
25.07		0.0224493			1.67677e-022
25.08		0.0225334			1.64357e-022
25.09		0.0226081			1.61103e-022
25.1		0.0226737			1.57913e-022
25.11		0.0227299			1.54786e-022
25.12		0.0227769			1.51721e-022
25.13		0.0228147			1.48717e-022
25.14		0.0228433			1.45772e-022
25.15		0.0228626			1.42885e-022
25.16		0.0228728			1.40056e-022
25.17		0.0228738			1.37283e-022
25.18		0.0228656			1.34564e-022
25.19		0.0228484			1.319e-022
25.2		0.0228221			1.29288e-022
25.21		0.0227867			1.26728e-022
25.22		0.0227423			1.24219e-022
25.23		0.022689			1.21759e-022
25.24		0.0226268			1.19348e-022
25.25		0.0225558			1.16985e-022
25.26		0.0224759			1.14668e-022
25.27		0.0223873			1.12398e-022
25.28		0.0222901			1.10172e-022
25.29		0.0221842			1.0799e-022
25.3		0.0220698			1.05852e-022
25.31		0.0219469			1.03756e-022
25.32		0.0218156			1.01702e-022
25.33		0.021676			9.96877e-023
25.34		0.0215281			9.77137e-023
25.35		0.0213721			9.57789e-023
25.36		0.021208			9.38823e-023
25.37		0.021036			9.20233e-023
25.38		0.020856			9.02012e-023
25.39		0.0206683			8.84151e-023
25.4		0.0204729			8.66643e-023
25.41		0.0202699			8.49482e-023
25.42		0.0200594			8.32662e-023
25.43		0.0198415			8.16174e-023
25.44		0.0196164			8.00012e-023
25.45		0.019384			7.84171e-023
25.46		0.0191447			7.68644e-023
25.47		0.0188984			7.53423e-023
25.48		0.0186453			7.38505e-023
25.49		0.0183855			7.23881e-023
25.5		0.0181192			7.09547e-023
25.51		0.0178464			6.95497e-023
25.52		0.0175673			6.81726e-023
25.53		0.017282			6.68227e-023
25.54		0.0169907			6.54995e-023
25.55		0.0166934			6.42025e-023
25.56		0.0163904			6.29312e-023
25.57		0.0160818			6.16851e-023
25.58		0.0157676			6.04636e-023
25.59		0.0154481			5.92664e-023
25.6		0.0151234			5.80928e-023
25.61		0.0147936			5.69425e-023
25.62		0.0144589			5.5815e-023
25.63		0.0141194			5.47098e-023
25.64		0.0137753			5.36264e-023
25.65		0.0134267			5.25646e-023
25.66		0.0130738			5.15237e-023
25.67		0.0127168			5.05035e-023
25.68		0.0123557			4.95034e-023
25.69		0.0119908			4.85232e-023
25.7		0.0116221			4.75624e-023
25.71		0.01125			4.66206e-023
25.72		0.0108745			4.56974e-023
25.73		0.0104957			4.47926e-023
25.74		0.0101139			4.39056e-023
25.75		0.0097292			4.30362e-023
25.76		0.00934176			4.21841e-023
25.77		0.00895175			4.13488e-023
25.78		0.00855934			4.053e-023
25.79		0.00816468			3.97274e-023
25.8		0.00776794			3.89408e-023
25.81		0.00736929			3.81697e-023
25.82		0.00696889			3.74139e-023
25.83		0.00656691			3.66731e-023
25.84		0.00616351			3.59469e-023
25.85		0.00575885			3.52351e-023
25.86		0.00535311			3.45374e-023
25.87		0.00494644			3.38535e-023
25.88		0.00453902			3.31832e-023
25.89		0.00413101			3.25261e-023
25.9		0.00372256			3.1882e-023
25.91		0.00331386			3.12507e-023
25.92		0.00290505			3.06319e-023
25.93		0.00249631			3.00254e-023
25.94		0.0020878			2.94308e-023
25.95		0.00167967			2.8848e-023
25.96		0.0012721			2.82768e-023
25.97		0.000865243			2.77169e-023
25.98		0.000459257			2.71681e-023
25.99		5.43033e-005			2.66301e-023
26		-0.000349459			2.61028e-023
26.01		-0.000751872			2.55859e-023
26.02		-0.00115278			2.50793e-023
26.03		-0.00155202			2.45827e-023
26.04		-0.00194945			2.40959e-023
26.05		-0.00234492			2.36188e-023
26.06		-0.00273826			2.31511e-023
26.07		-0.00312932			2.26927e-023
26.08		-0.00351797			2.22433e-023
26.09		-0.00390405			2.18029e-023
26.1		-0.00428741			2.13712e-023
26.11		-0.00466791			2.0948e-023
26.12		-0.00504541			2.05332e-023
26.13		-0.00541976			2.01266e-023
26.14		-0.00579082			1.97281e-023
26.15		-0.00615846			1.93374e-023
26.16		-0.00652254			1.89545e-023
26.17		-0.00688293			1.85792e-023
26.18		-0.00723949			1.82113e-023
26.19		-0.00759208			1.78507e-023
26.2		-0.00794059			1.74972e-023
26.21		-0.00828488			1.71508e-023
26.22		-0.00862483			1.68111e-023
26.23		-0.00896032			1.64783e-023
26.24		-0.00929123			1.6152e-023
26.25		-0.00961743			1.58321e-023
26.26		-0.00993882			1.55186e-023
26.27		-0.0102553			1.52114e-023
26.28		-0.0105667			1.49102e-023
26.29		-0.0108729			1.46149e-023
26.3		-0.0111739			1.43255e-023
26.31		-0.0114696			1.40419e-023
26.32		-0.0117597			1.37638e-023
26.33		-0.0120443			1.34913e-023
26.34		-0.0123233			1.32241e-023
26.35		-0.0125965			1.29623e-023
26.36		-0.0128638			1.27056e-023
26.37		-0.0131252			1.2454e-023
26.38		-0.0133805			1.22074e-023
26.39		-0.0136298			1.19657e-023
26.4		-0.0138729			1.17287e-023
26.41		-0.0141097			1.14965e-023
26.42		-0.0143401			1.12688e-023
26.43		-0.0145642			1.10457e-023
26.44		-0.0147817			1.0827e-023
26.45		-0.0149927			1.06126e-023
26.46		-0.0151971			1.04025e-023
26.47		-0.0153948			1.01965e-023
26.48		-0.0155857			9.99457e-024
26.49		-0.0157699			9.79667e-024
26.5		-0.0159472			9.60268e-024
26.51		-0.0161176			9.41253e-024
26.52		-0.016281			9.22615e-024
26.53		-0.0164375			9.04346e-024
26.54		-0.0165869			8.86439e-024
26.55		-0.0167293			8.68886e-024
26.56		-0.0168646			8.51681e-024
26.57		-0.0169927			8.34817e-024
26.58		-0.0171136			8.18286e-024
26.59		-0.0172273			8.02083e-024
26.6		-0.0173339			7.86201e-024
26.61		-0.0174332			7.70633e-024
26.62		-0.0175252			7.55374e-024
26.63		-0.0176099			7.40416e-024
26.64		-0.0176874			7.25755e-024
26.65		-0.0177575			7.11384e-024
26.66		-0.0178204			6.97298e-024
26.67		-0.017876			6.8349e-024
26.68		-0.0179242			6.69956e-024
26.69		-0.0179651			6.5669e-024
26.7		-0.0179988			6.43687e-024
26.71		-0.0180251			6.30941e-024
26.72		-0.0180442			6.18448e-024
26.73		-0.018056			6.06201e-024
26.74		-0.0180606			5.94198e-024
26.75		-0.018058			5.82432e-024
26.76		-0.0180481			5.70899e-024
26.77		-0.0180311			5.59595e-024
26.78		-0.0180069			5.48514e-024
26.79		-0.0179756			5.37652e-024
26.8		-0.0179372			5.27006e-024
26.81		-0.0178917			5.16571e-024
26.82		-0.0178393			5.06342e-024
26.83		-0.0177798			4.96316e-024
26.84		-0.0177135			4.86488e-024
26.85		-0.0176403			4.76855e-024
26.86		-0.0175602			4.67413e-024
26.87		-0.0174734			4.58157e-024
26.88		-0.0173799			4.49085e-024
26.89		-0.0172797			4.40193e-024
26.9		-0.0171729			4.31476e-024
26.91		-0.0170595			4.22932e-024
26.92		-0.0169397			4.14558e-024
26.93		-0.0168135			4.06349e-024
26.94		-0.0166809			3.98303e-024
26.95		-0.0165421			3.90416e-024
26.96		-0.0163971			3.82685e-024
26.97		-0.016246			3.75107e-024
26.98		-0.0160888			3.6768e-024
26.99		-0.0159257			3.60399e-024
27		-0.0157567			3.53263e-024
27.01		-0.0155819			3.46268e-024
27.02		-0.0154015			3.39411e-024
27.03		-0.0152154			3.3269e-024
27.04		-0.0150238			3.26103e-024
27.05		-0.0148267			3.19645e-024
27.06		-0.0146244			3.13316e-024
27.07		-0.0144168			3.07112e-024
27.08		-0.014204			3.01031e-024
27.09		-0.0139863			2.9507e-024
27.1		-0.0137636			2.89227e-024
27.11		-0.013536			2.835e-024
27.12		-0.0133038			2.77886e-024
27.13		-0.0130669			2.72384e-024
27.14		-0.0128255			2.6699e-024
27.15		-0.0125797			2.61704e-024
27.16		-0.0123297			2.56521e-024
27.17		-0.0120754			2.51442e-024
27.18		-0.0118171			2.46463e-024
27.19		-0.0115549			2.41583e-024
27.2		-0.0112888			2.36799e-024
27.21		-0.011019			2.3211e-024
27.22		-0.0107456			2.27514e-024
27.23		-0.0104687			2.23009e-024
27.24		-0.0101885			2.18593e-024
27.25		-0.00990507			2.14265e-024
27.26		-0.00961852			2.10022e-024
27.27		-0.00932899			2.05863e-024
27.28		-0.0090366			2.01787e-024
27.29		-0.00874147			1.97791e-024
27.3		-0.00844374			1.93875e-024
27.31		-0.00814353			1.90036e-024
27.32		-0.00784097			1.86273e-024
27.33		-0.00753618			1.82584e-024
27.34		-0.00722929			1.78969e-024
27.35		-0.00692043			1.75425e-024
27.36		-0.00660974			1.71951e-024
27.37		-0.00629734			1.68547e-024
27.38		-0.00598336			1.65209e-024
27.39		-0.00566793			1.61938e-024
27.4		-0.00535118			1.58731e-024
27.41		-0.00503324			1.55588e-024
27.42		-0.00471424			1.52507e-024
27.43		-0.00439432			1.49487e-024
27.44		-0.0040736			1.46527e-024
27.45		-0.00375221			1.43626e-024
27.46		-0.00343029			1.40782e-024
27.47		-0.00310796			1.37994e-024
27.48		-0.00278536			1.35262e-024
27.49		-0.00246261			1.32583e-024
27.5		-0.00213984			1.29958e-024
27.51		-0.00181719			1.27385e-024
27.52		-0.00149477			1.24862e-024
27.53		-0.00117273			1.2239e-024
27.54		-0.00085118			1.19966e-024
27.55		-0.000530255			1.17591e-024
27.56		-0.00021008			1.15263e-024
27.57		0.000109221			1.1298e-024
27.58		0.000427521			1.10743e-024
27.59		0.000744697			1.0855e-024
27.6		0.00106063			1.06401e-024
27.61		0.00137518			1.04294e-024
27.62		0.00168825			1.02229e-024
27.63		0.00199971			1.00204e-024
27.64		0.00230943			9.82203e-025
27.65		0.0026173			9.62754e-025
27.66		0.00292321			9.4369e-025
27.67		0.00322703			9.25003e-025
27.68		0.00352865			9.06687e-025
27.69		0.00382796			8.88734e-025
27.7		0.00412485			8.71135e-025
27.71		0.0044192			8.53886e-025
27.72		0.0047109			8.36978e-025
27.73		0.00499984			8.20404e-025
27.74		0.00528593			8.04159e-025
27.75		0.00556904			7.88236e-025
27.76		0.00584909			7.72628e-025
27.77		0.00612595			7.57329e-025
27.78		0.00639955			7.42333e-025
27.79		0.00666976			7.27634e-025
27.8		0.00693651			7.13225e-025
27.81		0.00719968			6.99103e-025
27.82		0.00745919			6.85259e-025
27.83		0.00771495			6.7169e-025
27.84		0.00796685			6.5839e-025
27.85		0.00821482			6.45353e-025
27.86		0.00845877			6.32574e-025
27.87		0.00869861			6.20048e-025
27.88		0.00893425			6.07771e-025
27.89		0.00916562			5.95736e-025
27.9		0.00939264			5.8394e-025
27.91		0.00961522			5.72377e-025
27.92		0.0098333			5.61043e-025
27.93		0.0100468			5.49934e-025
27.94		0.0102556			5.39044e-025
27.95		0.0104598			5.2837e-025
27.96		0.0106591			5.17908e-025
27.97		0.0108536			5.07653e-025
27.98		0.0110432			4.976e-025
27.99		0.0112277			4.87747e-025
28		0.0114073			4.78089e-025
28.01		0.0115817			4.68622e-025
28.02		0.011751			4.59343e-025
28.03		0.0119152			4.50248e-025
28.04		0.012074			4.41332e-025
28.05		0.0122276			4.32593e-025
28.06		0.0123758			4.24027e-025
28.07		0.0125186			4.15631e-025
28.08		0.012656			4.07401e-025
28.09		0.0127879			3.99334e-025
28.1		0.0129144			3.91426e-025
28.11		0.0130353			3.83676e-025
28.12		0.0131506			3.76078e-025
28.13		0.0132603			3.68632e-025
28.14		0.0133644			3.61332e-025
28.15		0.0134629			3.54177e-025
28.16		0.0135557			3.47164e-025
28.17		0.0136428			3.4029e-025
28.18		0.0137241			3.33552e-025
28.19		0.0137998			3.26947e-025
28.2		0.0138697			3.20473e-025
28.21		0.0139339			3.14127e-025
28.22		0.0139923			3.07907e-025
28.23		0.0140449			3.0181e-025
28.24		0.0140918			2.95834e-025
28.25		0.0141329			2.89976e-025
28.26		0.0141683			2.84234e-025
28.27		0.0141979			2.78606e-025
28.28		0.0142217			2.73089e-025
28.29		0.0142398			2.67681e-025
28.3		0.0142521			2.62381e-025
28.31		0.0142587			2.57185e-025
28.32		0.0142596			2.52093e-025
28.33		0.0142548			2.47101e-025
28.34		0.0142443			2.42208e-025
28.35		0.0142281			2.37412e-025
28.36		0.0142063			2.32711e-025
28.37		0.0141789			2.28103e-025
28.38		0.014146			2.23586e-025
28.39		0.0141075			2.19159e-025
28.4		0.0140634			2.14819e-025
28.41		0.0140139			2.10566e-025
28.42		0.0139589			2.06396e-025
28.43		0.0138985			2.02309e-025
28.44		0.0138328			1.98303e-025
28.45		0.0137617			1.94377e-025
28.46		0.0136853			1.90528e-025
28.47		0.0136037			1.86755e-025
28.48		0.0135169			1.83057e-025
28.49		0.013425			1.79432e-025
28.5		0.013328			1.75879e-025
28.51		0.0132259			1.72397e-025
28.52		0.0131189			1.68983e-025
28.53		0.013007			1.65637e-025
28.54		0.0128901			1.62357e-025
28.55		0.0127685			1.59142e-025
28.56		0.0126422			1.55991e-025
28.57		0.0125112			1.52902e-025
28.58		0.0123756			1.49874e-025
28.59		0.0122354			1.46907e-025
28.6		0.0120908			1.43998e-025
28.61		0.0119418			1.41146e-025
28.62		0.0117885			1.38351e-025
28.63		0.0116309			1.35612e-025
28.64		0.0114691			1.32927e-025
28.65		0.0113033			1.30295e-025
28.66		0.0111334			1.27715e-025
28.67		0.0109596			1.25186e-025
28.68		0.0107819			1.22707e-025
28.69		0.0106005			1.20277e-025
28.7		0.0104154			1.17895e-025
28.71		0.0102266			1.15561e-025
28.72		0.0100344			1.13273e-025
28.73		0.00983869			1.1103e-025
28.74		0.00963966			1.08831e-025
28.75		0.00943738			1.06676e-025
28.76		0.00923194			1.04564e-025
28.77		0.00902342			1.02493e-025
28.78		0.00881192			1.00464e-025
28.79		0.00859754			9.84745e-026
28.8		0.00838037			9.65246e-026
28.81		0.0081605			9.46132e-026
28.82		0.00793802			9.27398e-026
28.83		0.00771305			9.09034e-026
28.84		0.00748567			8.91034e-026
28.85		0.00725598			8.7339e-026
28.86		0.00702408			8.56096e-026
28.87		0.00679007			8.39144e-026
28.88		0.00655405			8.22528e-026
28.89		0.00631611			8.06241e-026
28.9		0.00607637			7.90276e-026
28.91		0.00583492			7.74628e-026
28.92		0.00559186			7.59289e-026
28.93		0.0053473			7.44254e-026
28.94		0.00510134			7.29517e-026
28.95		0.00485407			7.15072e-026
28.96		0.0046056			7.00912e-026
28.97		0.00435605			6.87033e-026
28.98		0.00410549			6.73429e-026
28.99		0.00385405			6.60094e-026
29		0.00360183			6.47023e-026
29.01		0.00334892			6.34212e-026
29.02		0.00309543			6.21653e-026
29.03		0.00284146			6.09344e-026
29.04		0.00258712			5.97278e-026
29.05		0.00233251			5.85451e-026
29.06		0.00207772			5.73858e-026
29.07		0.00182288			5.62495e-026
29.08		0.00156806			5.51357e-026
29.09		0.00131339			5.40439e-026
29.1		0.00105895			5.29738e-026
29.11		0.000804853			5.19249e-026
29.12		0.000551195			5.08967e-026
29.13		0.000298076			4.98888e-026
29.14		4.55967e-005			4.8901e-026
29.15		-0.000206145			4.79327e-026
29.16		-0.000457049			4.69835e-026
29.17		-0.00070702			4.60532e-026
29.18		-0.00095596			4.51413e-026
29.19		-0.00120377			4.42474e-026
29.2		-0.00145036			4.33713e-026
29.21		-0.00169563			4.25125e-026
29.22		-0.00193949			4.16707e-026
29.23		-0.00218184			4.08455e-026
29.24		-0.0024226			4.00367e-026
29.25		-0.00266167			3.9244e-026
29.26		-0.00289896			3.84669e-026
29.27		-0.00313438			3.77052e-026
29.28		-0.00336784			3.69586e-026
29.29		-0.00359926			3.62267e-026
29.3		-0.00382855			3.55094e-026
29.31		-0.00405562			3.48063e-026
29.32		-0.00428039			3.41171e-026
29.33		-0.00450278			3.34415e-026
29.34		-0.00472271			3.27793e-026
29.35		-0.00494009			3.21302e-026
29.36		-0.00515484			3.1494e-026
29.37		-0.0053669			3.08704e-026
29.38		-0.00557617			3.02591e-026
29.39		-0.00578259			2.96599e-026
29.4		-0.00598608			2.90726e-026
29.41		-0.00618658			2.8497e-026
29.42		-0.006384			2.79327e-026
29.43		-0.00657828			2.73796e-026
29.44		-0.00676935			2.68374e-026
29.45		-0.00695714			2.6306e-026
29.46		-0.0071416			2.57851e-026
29.47		-0.00732265			2.52745e-026
29.48		-0.00750023			2.47741e-026
29.49		-0.00767428			2.42835e-026
29.5		-0.00784475			2.38027e-026
29.51		-0.00801158			2.33313e-026
29.52		-0.0081747			2.28693e-026
29.53		-0.00833407			2.24165e-026
29.54		-0.00848964			2.19726e-026
29.55		-0.00864135			2.15375e-026
29.56		-0.00878915			2.11111e-026
29.57		-0.008933			2.0693e-026
29.58		-0.00907286			2.02833e-026
29.59		-0.00920866			1.98817e-026
29.6		-0.00934039			1.9488e-026
29.61		-0.00946799			1.91021e-026
29.62		-0.00959142			1.87238e-026
29.63		-0.00971066			1.83531e-026
29.64		-0.00982566			1.79897e-026
29.65		-0.00993639			1.76334e-026
29.66		-0.0100428			1.72843e-026
29.67		-0.0101449			1.6942e-026
29.68		-0.0102427			1.66066e-026
29.69		-0.010336			1.62777e-026
29.7		-0.010425			1.59554e-026
29.71		-0.0105095			1.56395e-026
29.72		-0.0105896			1.53298e-026
29.73		-0.0106652			1.50262e-026
29.74		-0.0107363			1.47287e-026
29.75		-0.0108029			1.4437e-026
29.76		-0.010865			1.41512e-026
29.77		-0.0109226			1.3871e-026
29.78		-0.0109756			1.35963e-026
29.79		-0.0110241			1.33271e-026
29.8		-0.0110681			1.30632e-026
29.81		-0.0111075			1.28045e-026
29.82		-0.0111423			1.2551e-026
29.83		-0.0111726			1.23024e-026
29.84		-0.0111983			1.20588e-026
29.85		-0.0112195			1.18201e-026
29.86		-0.0112362			1.1586e-026
29.87		-0.0112483			1.13566e-026
29.88		-0.0112559			1.11317e-026
29.89		-0.0112589			1.09113e-026
29.9		-0.0112575			1.06952e-026
29.91		-0.0112515			1.04834e-026
29.92		-0.0112411			1.02759e-026
29.93		-0.0112262			1.00724e-026
29.94		-0.0112069			9.87294e-027
29.95		-0.0111832			9.67744e-027
29.96		-0.0111551			9.48581e-027
29.97		-0.0111226			9.29798e-027
29.98		-0.0110857			9.11387e-027
29.99		-0.0110446			8.9334e-027
30		-0.0109991			8.75651e-027
30.01		-0.0109494			8.58312e-027
30.02		-0.0108955			8.41316e-027
30.03		-0.0108374			8.24657e-027
30.04		-0.0107751			8.08328e-027
30.05		-0.0107087			7.92322e-027
30.06		-0.0106383			7.76633e-027
30.07		-0.0105638			7.61254e-027
30.08		-0.0104853			7.46181e-027
30.09		-0.0104028			7.31405e-027
30.1		-0.0103164			7.16922e-027
30.11		-0.0102262			7.02726e-027
30.12		-0.0101322			6.88812e-027
30.13		-0.0100344			6.75172e-027
30.14		-0.00993287			6.61803e-027
30.15		-0.0098277			6.48698e-027
30.16		-0.00971891			6.35853e-027
30.17		-0.00960656			6.23262e-027
30.18		-0.00949072			6.10921e-027
30.19		-0.00937143			5.98824e-027
30.2		-0.00924876			5.86966e-027
30.21		-0.00912276			5.75344e-027
30.22		-0.00899349			5.63951e-027
30.23		-0.00886102			5.52784e-027
30.24		-0.00872541			5.41838e-027
30.25		-0.00858672			5.31109e-027
30.26		-0.00844501			5.20593e-027
30.27		-0.00830036			5.10284e-027
30.28		-0.00815282			5.0018e-027
30.29		-0.00800247			4.90276e-027
30.3		-0.00784938			4.80567e-027
30.31		-0.00769361			4.71052e-027
30.32		-0.00753523			4.61724e-027
30.33		-0.00737432			4.52581e-027
30.34		-0.00721094			4.4362e-027
30.35		-0.00704518			4.34835e-027
30.36		-0.00687709			4.26225e-027
30.37		-0.00670676			4.17785e-027
30.38		-0.00653427			4.09513e-027
30.39		-0.00635968			4.01404e-027
30.4		-0.00618308			3.93455e-027
30.41		-0.00600453			3.85664e-027
30.42		-0.00582412			3.78028e-027
30.43		-0.00564193			3.70542e-027
30.44		-0.00545803			3.63205e-027
30.45		-0.00527249			3.56013e-027
30.46		-0.00508541			3.48964e-027
30.47		-0.00489686			3.42054e-027
30.48		-0.00470692			3.35281e-027
30.49		-0.00451567			3.28642e-027
30.5		-0.00432318			3.22134e-027
30.51		-0.00412955			3.15755e-027
30.52		-0.00393484			3.09503e-027
30.53		-0.00373915			3.03374e-027
30.54		-0.00354255			2.97367e-027
30.55		-0.00334513			2.91479e-027
30.56		-0.00314696			2.85707e-027
30.57		-0.00294813			2.8005e-027
30.58		-0.00274871			2.74505e-027
30.59		-0.0025488			2.69069e-027
30.6		-0.00234846			2.63741e-027
30.61		-0.00214779			2.58519e-027
30.62		-0.00194686			2.534e-027
30.63		-0.00174576			2.48382e-027
30.64		-0.00154456			2.43464e-027
30.65		-0.00134335			2.38643e-027
30.66		-0.0011422			2.33917e-027
30.67		-0.000941197			2.29285e-027
30.68		-0.000740423			2.24745e-027
30.69		-0.000539954			2.20295e-027
30.7		-0.00033987			2.15933e-027
30.71		-0.00014025			2.11657e-027
30.72		5.88286e-005			2.07466e-027
30.73		0.000257287			2.03358e-027
30.74		0.000455049			1.99331e-027
30.75		0.000652036			1.95384e-027
30.76		0.000848172			1.91515e-027
30.77		0.00104338			1.87723e-027
30.78		0.00123759			1.84006e-027
30.79		0.00143072			1.80362e-027
30.8		0.00162271			1.76791e-027
30.81		0.00181347			1.7329e-027
30.82		0.00200293			1.69859e-027
30.83		0.00219103			1.66495e-027
30.84		0.00237769			1.63199e-027
30.85		0.00256284			1.59967e-027
30.86		0.00274641			1.56799e-027
30.87		0.00292833			1.53695e-027
30.88		0.00310854			1.50651e-027
30.89		0.00328697			1.47668e-027
30.9		0.00346355			1.44744e-027
30.91		0.00363822			1.41878e-027
30.92		0.00381091			1.39069e-027
30.93		0.00398157			1.36315e-027
30.94		0.00415012			1.33616e-027
30.95		0.00431651			1.3097e-027
30.96		0.00448068			1.28377e-027
30.97		0.00464256			1.25835e-027
30.98		0.00480211			1.23343e-027
30.99		0.00495926			1.209e-027
31		0.00511396			1.18506e-027
31.01		0.00526615			1.1616e-027
31.02		0.00541579			1.1386e-027
31.03		0.00556281			1.11605e-027
31.04		0.00570717			1.09395e-027
31.05		0.00584882			1.07229e-027
31.06		0.00598771			1.05106e-027
31.07		0.00612379			1.03025e-027
31.08		0.00625702			1.00985e-027
31.09		0.00638735			9.89849e-028
31.1		0.00651474			9.70249e-028
31.11		0.00663915			9.51037e-028
31.12		0.00676053			9.32205e-028
31.13		0.00687884			9.13746e-028
31.14		0.00699406			8.95653e-028
31.15		0.00710614			8.77918e-028
31.16		0.00721504			8.60534e-028
31.17		0.00732074			8.43494e-028
31.18		0.00742319			8.26792e-028
31.19		0.00752238			8.1042e-028
31.2		0.00761826			7.94373e-028
31.21		0.00771081			7.78643e-028
31.22		0.00780001			7.63225e-028
31.23		0.00788582			7.48112e-028
31.24		0.00796823			7.33298e-028
31.25		0.0080472			7.18778e-028
31.26		0.00812273			7.04545e-028
31.27		0.00819479			6.90594e-028
31.28		0.00826335			6.7692e-028
31.29		0.00832842			6.63516e-028
31.3		0.00838996			6.50377e-028
31.31		0.00844796			6.37499e-028
31.32		0.00850242			6.24876e-028
31.33		0.00855332			6.12502e-028
31.34		0.00860065			6.00374e-028
31.35		0.0086444			5.88486e-028
31.36		0.00868457			5.76833e-028
31.37		0.00872115			5.65411e-028
31.38		0.00875414			5.54215e-028
31.39		0.00878354			5.43241e-028
31.4		0.00880933			5.32484e-028
31.41		0.00883153			5.2194e-028
31.42		0.00885014			5.11605e-028
31.43		0.00886516			5.01475e-028
31.44		0.00887659			4.91545e-028
31.45		0.00888445			4.81811e-028
31.46		0.00888873			4.72271e-028
31.47		0.00888944			4.62919e-028
31.48		0.00888661			4.53753e-028
