Position			b=0.3		b=4.0
8.5		-0.0896588			4.13994e-008
8.51		-0.0842366			4.05796e-008
8.52		-0.0787971			3.97761e-008
8.53		-0.0733424			3.89885e-008
8.54		-0.0678747			3.82164e-008
8.55		-0.0623963			3.74597e-008
8.56		-0.0569094			3.6718e-008
8.57		-0.0514162			3.59909e-008
8.58		-0.0459189			3.52782e-008
8.59		-0.0404197			3.45797e-008
8.6		-0.0349209			3.38949e-008
8.61		-0.0294246			3.32238e-008
8.62		-0.023933			3.25659e-008
8.63		-0.0184483			3.19211e-008
8.64		-0.0129726			3.1289e-008
8.65		-0.00750819			3.06694e-008
8.66		-0.00205714			3.00621e-008
8.67		0.0033784			2.94668e-008
8.68		0.00879632			2.88834e-008
8.69		0.0141945			2.83114e-008
8.7		0.0195708			2.77508e-008
8.71		0.0249232			2.72013e-008
8.72		0.0302497			2.66627e-008
8.73		0.035548			2.61347e-008
8.74		0.0408164			2.56172e-008
8.75		0.0460526			2.511e-008
8.76		0.0512547			2.46128e-008
8.77		0.0564208			2.41254e-008
8.78		0.0615489			2.36477e-008
8.79		0.0666371			2.31794e-008
8.8		0.0716834			2.27205e-008
8.81		0.0766859			2.22706e-008
8.82		0.0816429			2.18296e-008
8.83		0.0865524			2.13973e-008
8.84		0.0914126			2.09736e-008
8.85		0.0962217			2.05583e-008
8.86		0.100978			2.01512e-008
8.87		0.10568			1.97522e-008
8.88		0.110325			1.93611e-008
8.89		0.114913			1.89777e-008
8.9		0.11944			1.86019e-008
8.91		0.123907			1.82336e-008
8.92		0.128311			1.78725e-008
8.93		0.13265			1.75186e-008
8.94		0.136923			1.71718e-008
8.95		0.141129			1.68317e-008
8.96		0.145266			1.64984e-008
8.97		0.149332			1.61717e-008
8.98		0.153327			1.58515e-008
8.99		0.157248			1.55376e-008
9		0.161095			1.523e-008
9.01		0.164866			1.49284e-008
9.02		0.16856			1.46328e-008
9.03		0.172175			1.43431e-008
9.04		0.175711			1.4059e-008
9.05		0.179166			1.37807e-008
9.06		0.182539			1.35078e-008
9.07		0.18583			1.32403e-008
9.08		0.189036			1.29781e-008
9.09		0.192157			1.27211e-008
9.1		0.195192			1.24693e-008
9.11		0.19814			1.22223e-008
9.12		0.200999			1.19803e-008
9.13		0.20377			1.17431e-008
9.14		0.206452			1.15106e-008
9.15		0.209043			1.12826e-008
9.16		0.211542			1.10592e-008
9.17		0.21395			1.08402e-008
9.18		0.216265			1.06256e-008
9.19		0.218487			1.04152e-008
9.2		0.220614			1.0209e-008
9.21		0.222648			1.00068e-008
9.22		0.224586			9.80866e-009
9.23		0.226429			9.61444e-009
9.24		0.228176			9.42406e-009
9.25		0.229826			9.23745e-009
9.26		0.23138			9.05454e-009
9.27		0.232836			8.87524e-009
9.28		0.234196			8.6995e-009
9.29		0.235457			8.52724e-009
9.3		0.236621			8.35839e-009
9.31		0.237687			8.19288e-009
9.32		0.238655			8.03065e-009
9.33		0.239524			7.87164e-009
9.34		0.240296			7.71577e-009
9.35		0.240969			7.56298e-009
9.36		0.241543			7.41323e-009
9.37		0.24202			7.26644e-009
9.38		0.242398			7.12255e-009
9.39		0.242679			6.98151e-009
9.4		0.242862			6.84327e-009
9.41		0.242947			6.70777e-009
9.42		0.242935			6.57494e-009
9.43		0.242826			6.44475e-009
9.44		0.24262			6.31714e-009
9.45		0.242318			6.19205e-009
9.46		0.24192			6.06944e-009
9.47		0.241427			5.94925e-009
9.48		0.240839			5.83145e-009
9.49		0.240156			5.71598e-009
9.5		0.239379			5.6028e-009
9.51		0.23851			5.49185e-009
9.52		0.237547			5.38311e-009
9.53		0.236493			5.27651e-009
9.54		0.235347			5.17203e-009
9.55		0.234111			5.06962e-009
9.56		0.232785			4.96923e-009
9.57		0.231369			4.87084e-009
9.58		0.229866			4.77439e-009
9.59		0.228276			4.67985e-009
9.6		0.226599			4.58718e-009
9.61		0.224836			4.49635e-009
9.62		0.222989			4.40732e-009
9.63		0.221059			4.32005e-009
9.64		0.219046			4.2345e-009
9.65		0.216951			4.15065e-009
9.66		0.214776			4.06847e-009
9.67		0.212522			3.9879e-009
9.68		0.21019			3.90894e-009
9.69		0.207781			3.83154e-009
9.7		0.205296			3.75567e-009
9.71		0.202736			3.6813e-009
9.72		0.200103			3.6084e-009
9.73		0.197399			3.53695e-009
9.74		0.194623			3.46692e-009
9.75		0.191778			3.39827e-009
9.76		0.188865			3.33098e-009
9.77		0.185885			3.26502e-009
9.78		0.18284			3.20037e-009
9.79		0.179731			3.137e-009
9.8		0.17656			3.07488e-009
9.81		0.173327			3.01399e-009
9.82		0.170035			2.95431e-009
9.83		0.166685			2.89581e-009
9.84		0.163278			2.83847e-009
9.85		0.159817			2.78227e-009
9.86		0.156302			2.72717e-009
9.87		0.152735			2.67317e-009
9.88		0.149117			2.62024e-009
9.89		0.145451			2.56836e-009
9.9		0.141738			2.5175e-009
9.91		0.13798			2.46765e-009
9.92		0.134177			2.41879e-009
9.93		0.130333			2.37089e-009
9.94		0.126447			2.32394e-009
9.95		0.122523			2.27793e-009
9.96		0.118562			2.23282e-009
9.97		0.114566			2.18861e-009
9.98		0.110535			2.14527e-009
9.99		0.106472			2.10279e-009
10		0.10238			2.06115e-009
10.01		0.098258			2.02034e-009
10.02		0.0941095			1.98033e-009
10.03		0.0899359			1.94112e-009
10.04		0.0857389			1.90268e-009
10.05		0.0815202			1.86501e-009
10.06		0.0772816			1.82808e-009
10.07		0.0730248			1.79188e-009
10.08		0.0687516			1.7564e-009
10.09		0.0644637			1.72162e-009
10.1		0.060163			1.68753e-009
10.11		0.0558511			1.65411e-009
10.12		0.0515298			1.62136e-009
10.13		0.0472009			1.58926e-009
10.14		0.042866			1.55779e-009
10.15		0.0385271			1.52694e-009
10.16		0.0341858			1.4967e-009
10.17		0.0298438			1.46707e-009
10.18		0.0255029			1.43802e-009
10.19		0.0211648			1.40954e-009
10.2		0.0168312			1.38163e-009
10.21		0.012504			1.35427e-009
10.22		0.00818465			1.32746e-009
10.23		0.00387501			1.30117e-009
10.24		-0.000423275			1.27541e-009
10.25		-0.00470851			1.25015e-009
10.26		-0.00897903			1.2254e-009
10.27		-0.0132332			1.20113e-009
10.28		-0.0174693			1.17735e-009
10.29		-0.0216857			1.15404e-009
10.3		-0.0258809			1.13119e-009
10.31		-0.0300531			1.10879e-009
10.32		-0.0342009			1.08683e-009
10.33		-0.0383226			1.06531e-009
10.34		-0.0424166			1.04422e-009
10.35		-0.0464814			1.02354e-009
10.36		-0.0505155			1.00327e-009
10.37		-0.0545173			9.83405e-010
10.38		-0.0584853			9.63932e-010
10.39		-0.0624181			9.44845e-010
10.4		-0.0663142			9.26136e-010
10.41		-0.0701722			9.07797e-010
10.42		-0.0739905			8.89822e-010
10.43		-0.0777679			8.72202e-010
10.44		-0.0815029			8.54931e-010
10.45		-0.0851941			8.38003e-010
10.46		-0.0888403			8.21409e-010
10.47		-0.0924401			8.05144e-010
10.48		-0.0959922			7.89201e-010
10.49		-0.0994952			7.73574e-010
10.5		-0.102948			7.58256e-010
10.51		-0.10635			7.43242e-010
10.52		-0.109698			7.28524e-010
10.53		-0.112993			7.14099e-010
10.54		-0.116233			6.99959e-010
10.55		-0.119417			6.86098e-010
10.56		-0.122543			6.72513e-010
10.57		-0.125612			6.59196e-010
10.58		-0.12862			6.46143e-010
10.59		-0.131569			6.33349e-010
10.6		-0.134456			6.20808e-010
10.61		-0.137281			6.08515e-010
10.62		-0.140042			5.96465e-010
10.63		-0.14274			5.84655e-010
10.64		-0.145372			5.73078e-010
10.65		-0.147938			5.6173e-010
10.66		-0.150437			5.50607e-010
10.67		-0.152869			5.39704e-010
10.68		-0.155233			5.29017e-010
10.69		-0.157527			5.18542e-010
10.7		-0.159752			5.08274e-010
10.71		-0.161906			4.9821e-010
10.72		-0.163989			4.88345e-010
10.73		-0.166001			4.78675e-010
10.74		-0.16794			4.69196e-010
10.75		-0.169806			4.59906e-010
10.76		-0.171599			4.50799e-010
10.77		-0.173318			4.41872e-010
10.78		-0.174962			4.33123e-010
10.79		-0.176532			4.24546e-010
10.8		-0.178026			4.1614e-010
10.81		-0.179445			4.079e-010
10.82		-0.180788			3.99823e-010
10.83		-0.182055			3.91906e-010
10.84		-0.183245			3.84145e-010
10.85		-0.184359			3.76539e-010
10.86		-0.185395			3.69083e-010
10.87		-0.186354			3.61775e-010
10.88		-0.187236			3.54611e-010
10.89		-0.188041			3.47589e-010
10.9		-0.188768			3.40706e-010
10.91		-0.189418			3.3396e-010
10.92		-0.18999			3.27347e-010
10.93		-0.190484			3.20865e-010
10.94		-0.190901			3.14512e-010
10.95		-0.19124			3.08284e-010
10.96		-0.191502			3.02179e-010
10.97		-0.191687			2.96196e-010
10.98		-0.191795			2.90331e-010
10.99		-0.191825			2.84582e-010
11		-0.191779			2.78947e-010
11.01		-0.191657			2.73423e-010
11.02		-0.191458			2.68009e-010
11.03		-0.191183			2.62702e-010
11.04		-0.190833			2.575e-010
11.05		-0.190408			2.52402e-010
11.06		-0.189908			2.47404e-010
11.07		-0.189333			2.42505e-010
11.08		-0.188685			2.37703e-010
11.09		-0.187963			2.32996e-010
11.1		-0.187169			2.28382e-010
11.11		-0.186302			2.2386e-010
11.12		-0.185363			2.19427e-010
11.13		-0.184353			2.15082e-010
11.14		-0.183272			2.10823e-010
11.15		-0.182122			2.06649e-010
11.16		-0.180902			2.02557e-010
11.17		-0.179614			1.98546e-010
11.18		-0.178257			1.94615e-010
11.19		-0.176834			1.90761e-010
11.2		-0.175344			1.86984e-010
11.21		-0.173788			1.83281e-010
11.22		-0.172168			1.79652e-010
11.23		-0.170484			1.76095e-010
11.24		-0.168737			1.72608e-010
11.25		-0.166928			1.6919e-010
11.26		-0.165057			1.6584e-010
11.27		-0.163127			1.62556e-010
11.28		-0.161136			1.59337e-010
11.29		-0.159088			1.56182e-010
11.3		-0.156982			1.53089e-010
11.31		-0.154819			1.50058e-010
11.32		-0.152602			1.47087e-010
11.33		-0.15033			1.44174e-010
11.34		-0.148004			1.41319e-010
11.35		-0.145627			1.38521e-010
11.36		-0.143198			1.35778e-010
11.37		-0.14072			1.33089e-010
11.38		-0.138193			1.30454e-010
11.39		-0.135618			1.27871e-010
11.4		-0.132997			1.25339e-010
11.41		-0.13033			1.22857e-010
11.42		-0.12762			1.20424e-010
11.43		-0.124866			1.1804e-010
11.44		-0.122071			1.15702e-010
11.45		-0.119236			1.13411e-010
11.46		-0.116361			1.11166e-010
11.47		-0.113449			1.08964e-010
11.48		-0.1105			1.06807e-010
11.49		-0.107516			1.04692e-010
11.5		-0.104497			1.02619e-010
11.51		-0.101446			1.00587e-010
11.52		-0.0983641			9.85951e-011
11.53		-0.0952517			9.66427e-011
11.54		-0.0921106			9.47291e-011
11.55		-0.0889421			9.28533e-011
11.56		-0.0857475			9.10147e-011
11.57		-0.0825283			8.92125e-011
11.58		-0.0792858			8.7446e-011
11.59		-0.0760213			8.57144e-011
11.6		-0.0727362			8.40172e-011
11.61		-0.0694319			8.23535e-011
11.62		-0.0661098			8.07228e-011
11.63		-0.0627713			7.91244e-011
11.64		-0.0594176			7.75576e-011
11.65		-0.0560503			7.60219e-011
11.66		-0.0526707			7.45165e-011
11.67		-0.0492801			7.3041e-011
11.68		-0.0458801			7.15947e-011
11.69		-0.0424719			7.0177e-011
11.7		-0.0390569			6.87874e-011
11.71		-0.0356366			6.74254e-011
11.72		-0.0322123			6.60902e-011
11.73		-0.0287854			6.47816e-011
11.74		-0.0253573			6.34988e-011
11.75		-0.0219293			6.22414e-011
11.76		-0.0185028			6.1009e-011
11.77		-0.0150792			5.98009e-011
11.78		-0.0116598			5.86168e-011
11.79		-0.00824597			5.74561e-011
11.8		-0.00483911			5.63184e-011
11.81		-0.00144051			5.52032e-011
11.82		0.00194848			5.41101e-011
11.83		0.00532653			5.30387e-011
11.84		0.00869235			5.19884e-011
11.85		0.0120446			5.0959e-011
11.86		0.015382			4.99499e-011
11.87		0.0187033			4.89609e-011
11.88		0.0220071			4.79914e-011
11.89		0.0252923			4.70411e-011
11.9		0.0285575			4.61096e-011
11.91		0.0318015			4.51966e-011
11.92		0.0350231			4.43016e-011
11.93		0.0382211			4.34244e-011
11.94		0.0413943			4.25645e-011
11.95		0.0445413			4.17217e-011
11.96		0.0476612			4.08955e-011
11.97		0.0507527			4.00858e-011
11.98		0.0538147			3.9292e-011
11.99		0.056846			3.8514e-011
12		0.0598455			3.77513e-011
12.01		0.0628121			3.70038e-011
12.02		0.0657448			3.62711e-011
12.03		0.0686424			3.55529e-011
12.04		0.0715039			3.48489e-011
12.05		0.0743283			3.41588e-011
12.06		0.0771146			3.34824e-011
12.07		0.0798617			3.28194e-011
12.08		0.0825686			3.21696e-011
12.09		0.0852345			3.15326e-011
12.1		0.0878584			3.09082e-011
12.11		0.0904393			3.02962e-011
12.12		0.0929764			2.96963e-011
12.13		0.0954687			2.91082e-011
12.14		0.0979154			2.85319e-011
12.15		0.100316			2.79669e-011
12.16		0.102669			2.74131e-011
12.17		0.104974			2.68703e-011
12.18		0.10723			2.63382e-011
12.19		0.109436			2.58167e-011
12.2		0.111593			2.53055e-011
12.21		0.113698			2.48044e-011
12.22		0.115751			2.43132e-011
12.23		0.117753			2.38318e-011
12.24		0.119701			2.33599e-011
12.25		0.121595			2.28973e-011
12.26		0.123435			2.2444e-011
12.27		0.125221			2.19995e-011
12.28		0.126951			2.15639e-011
12.29		0.128625			2.11369e-011
12.3		0.130243			2.07184e-011
12.31		0.131804			2.03081e-011
12.32		0.133307			1.9906e-011
12.33		0.134753			1.95118e-011
12.34		0.136141			1.91255e-011
12.35		0.13747			1.87468e-011
12.36		0.13874			1.83756e-011
12.37		0.139952			1.80117e-011
12.38		0.141103			1.7655e-011
12.39		0.142195			1.73054e-011
12.4		0.143227			1.69628e-011
12.41		0.144198			1.66269e-011
12.42		0.145109			1.62977e-011
12.43		0.145959			1.59749e-011
12.44		0.146748			1.56586e-011
12.45		0.147477			1.53486e-011
12.46		0.148144			1.50446e-011
12.47		0.14875			1.47467e-011
12.48		0.149295			1.44547e-011
12.49		0.149779			1.41685e-011
12.5		0.150201			1.38879e-011
12.51		0.150562			1.36129e-011
12.52		0.150862			1.33434e-011
12.53		0.151101			1.30792e-011
12.54		0.151279			1.28202e-011
12.55		0.151396			1.25663e-011
12.56		0.151452			1.23175e-011
12.57		0.151447			1.20736e-011
12.58		0.151382			1.18345e-011
12.59		0.151256			1.16002e-011
12.6		0.151071			1.13705e-011
12.61		0.150826			1.11453e-011
12.62		0.150521			1.09246e-011
12.63		0.150157			1.07083e-011
12.64		0.149734			1.04963e-011
12.65		0.149253			1.02884e-011
12.66		0.148713			1.00847e-011
12.67		0.148116			9.88503e-012
12.68		0.147461			9.68929e-012
12.69		0.146749			9.49743e-012
12.7		0.145981			9.30937e-012
12.71		0.145157			9.12503e-012
12.72		0.144278			8.94434e-012
12.73		0.143343			8.76723e-012
12.74		0.142354			8.59363e-012
12.75		0.141311			8.42346e-012
12.76		0.140215			8.25667e-012
12.77		0.139066			8.09318e-012
12.78		0.137865			7.93292e-012
12.79		0.136612			7.77584e-012
12.8		0.135309			7.62187e-012
12.81		0.133955			7.47094e-012
12.82		0.132552			7.32301e-012
12.83		0.131101			7.178e-012
12.84		0.129601			7.03587e-012
12.85		0.128054			6.89655e-012
12.86		0.126461			6.75999e-012
12.87		0.124822			6.62613e-012
12.88		0.123137			6.49493e-012
12.89		0.121409			6.36632e-012
12.9		0.119638			6.24026e-012
12.91		0.117824			6.11669e-012
12.92		0.115968			5.99557e-012
12.93		0.114071			5.87685e-012
12.94		0.112135			5.76048e-012
12.95		0.11016			5.64642e-012
12.96		0.108146			5.53461e-012
12.97		0.106096			5.42502e-012
12.98		0.104009			5.31759e-012
12.99		0.101887			5.2123e-012
13		0.0997308			5.10909e-012
13.01		0.097541			5.00792e-012
13.02		0.0953189			4.90876e-012
13.03		0.0930653			4.81156e-012
13.04		0.0907813			4.71628e-012
13.05		0.0884679			4.62289e-012
13.06		0.0861261			4.53136e-012
13.07		0.0837569			4.44163e-012
13.08		0.0813614			4.35368e-012
13.09		0.0789405			4.26747e-012
13.1		0.0764954			4.18297e-012
13.11		0.074027			4.10014e-012
13.12		0.0715365			4.01895e-012
13.13		0.0690248			3.93937e-012
13.14		0.0664931			3.86137e-012
13.15		0.0639425			3.78491e-012
13.16		0.0613739			3.70996e-012
13.17		0.0587885			3.6365e-012
13.18		0.0561874			3.56449e-012
13.19		0.0535717			3.49391e-012
13.2		0.0509423			3.42472e-012
13.21		0.0483005			3.35691e-012
13.22		0.0456474			3.29044e-012
13.23		0.0429839			3.22528e-012
13.24		0.0403113			3.16142e-012
13.25		0.0376306			3.09882e-012
13.26		0.0349428			3.03746e-012
13.27		0.0322492			2.97731e-012
13.28		0.0295507			2.91836e-012
13.29		0.0268486			2.86057e-012
13.3		0.0241438			2.80393e-012
13.31		0.0214374			2.74841e-012
13.32		0.0187306			2.69398e-012
13.33		0.0160245			2.64064e-012
13.34		0.01332			2.58835e-012
13.35		0.0106183			2.5371e-012
13.36		0.00792051			2.48686e-012
13.37		0.0052276			2.43762e-012
13.38		0.00254068			2.38935e-012
13.39		-0.000139219			2.34204e-012
13.4		-0.00281103			2.29566e-012
13.41		-0.00547372			2.2502e-012
13.42		-0.00812624			2.20565e-012
13.43		-0.0107676			2.16197e-012
13.44		-0.0133967			2.11916e-012
13.45		-0.0160126			2.0772e-012
13.46		-0.0186142			2.03607e-012
13.47		-0.0212007			1.99575e-012
13.48		-0.0237709			1.95623e-012
13.49		-0.0263239			1.9175e-012
13.5		-0.0288588			1.87953e-012
13.51		-0.0313745			1.84231e-012
13.52		-0.0338702			1.80583e-012
13.53		-0.0363449			1.77007e-012
13.54		-0.0387976			1.73502e-012
13.55		-0.0412275			1.70067e-012
13.56		-0.0436337			1.66699e-012
13.57		-0.0460152			1.63398e-012
13.58		-0.0483712			1.60163e-012
13.59		-0.0507009			1.56991e-012
13.6		-0.0530033			1.53883e-012
13.61		-0.0552776			1.50836e-012
13.62		-0.0575231			1.47849e-012
13.63		-0.0597389			1.44921e-012
13.64		-0.0619241			1.42052e-012
13.65		-0.0640781			1.39239e-012
13.66		-0.0662			1.36482e-012
13.67		-0.0682892			1.33779e-012
13.68		-0.0703448			1.3113e-012
13.69		-0.0723661			1.28534e-012
13.7		-0.0743525			1.25989e-012
13.71		-0.0763033			1.23494e-012
13.72		-0.0782177			1.21049e-012
13.73		-0.0800952			1.18652e-012
13.74		-0.081935			1.16302e-012
13.75		-0.0837367			1.13999e-012
13.76		-0.0854994			1.11742e-012
13.77		-0.0872228			1.09529e-012
13.78		-0.0889061			1.0736e-012
13.79		-0.0905489			1.05235e-012
13.8		-0.0921506			1.03151e-012
13.81		-0.0937107			1.01108e-012
13.82		-0.0952288			9.91061e-013
13.83		-0.0967042			9.71437e-013
13.84		-0.0981366			9.52201e-013
13.85		-0.0995255			9.33346e-013
13.86		-0.10087			9.14865e-013
13.87		-0.102171			8.96749e-013
13.88		-0.103427			8.78993e-013
13.89		-0.104638			8.61587e-013
13.9		-0.105804			8.44527e-013
13.91		-0.106923			8.27804e-013
13.92		-0.107997			8.11412e-013
13.93		-0.109024			7.95345e-013
13.94		-0.110005			7.79596e-013
13.95		-0.110939			7.64159e-013
13.96		-0.111826			7.49028e-013
13.97		-0.112665			7.34196e-013
13.98		-0.113457			7.19658e-013
13.99		-0.114201			7.05408e-013
14		-0.114897			6.9144e-013
14.01		-0.115546			6.77749e-013
14.02		-0.116146			6.64328e-013
14.03		-0.116698			6.51174e-013
14.04		-0.117202			6.3828e-013
14.05		-0.117658			6.25641e-013
14.06		-0.118065			6.13252e-013
14.07		-0.118424			6.01109e-013
14.08		-0.118734			5.89206e-013
14.09		-0.118996			5.77539e-013
14.1		-0.11921			5.66103e-013
14.11		-0.119376			5.54894e-013
14.12		-0.119493			5.43906e-013
14.13		-0.119562			5.33136e-013
14.14		-0.119584			5.22579e-013
14.15		-0.119557			5.12231e-013
14.16		-0.119483			5.02088e-013
14.17		-0.119361			4.92146e-013
14.18		-0.119192			4.82401e-013
14.19		-0.118976			4.72849e-013
14.2		-0.118713			4.63486e-013
14.21		-0.118404			4.54308e-013
14.22		-0.118048			4.45313e-013
14.23		-0.117646			4.36495e-013
14.24		-0.117198			4.27852e-013
14.25		-0.116705			4.1938e-013
14.26		-0.116166			4.11075e-013
14.27		-0.115583			4.02935e-013
14.28		-0.114956			3.94957e-013
14.29		-0.114284			3.87136e-013
14.3		-0.113569			3.7947e-013
14.31		-0.11281			3.71956e-013
14.32		-0.112009			3.64591e-013
14.33		-0.111166			3.57372e-013
14.34		-0.11028			3.50295e-013
14.35		-0.109353			3.43359e-013
14.36		-0.108385			3.3656e-013
14.37		-0.107377			3.29896e-013
14.38		-0.106329			3.23363e-013
14.39		-0.105242			3.1696e-013
14.4		-0.104116			3.10684e-013
14.41		-0.102952			3.04532e-013
14.42		-0.10175			2.98502e-013
14.43		-0.100511			2.92591e-013
14.44		-0.0992353			2.86798e-013
14.45		-0.0979241			2.81119e-013
14.46		-0.0965777			2.75552e-013
14.47		-0.0951967			2.70096e-013
14.48		-0.0937819			2.64747e-013
14.49		-0.0923339			2.59505e-013
14.5		-0.0908533			2.54367e-013
14.51		-0.0893409			2.4933e-013
14.52		-0.0877973			2.44393e-013
14.53		-0.0862232			2.39553e-013
14.54		-0.0846195			2.3481e-013
14.55		-0.0829868			2.3016e-013
14.56		-0.0813258			2.25603e-013
14.57		-0.0796373			2.21136e-013
14.58		-0.077922			2.16757e-013
14.59		-0.0761808			2.12465e-013
14.6		-0.0744144			2.08258e-013
14.61		-0.0726235			2.04134e-013
14.62		-0.070809			2.00092e-013
14.63		-0.0689717			1.9613e-013
14.64		-0.0671123			1.92246e-013
14.65		-0.0652316			1.88439e-013
14.66		-0.0633306			1.84708e-013
14.67		-0.0614099			1.81051e-013
14.68		-0.0594705			1.77466e-013
14.69		-0.0575132			1.73951e-013
14.7		-0.0555387			1.70507e-013
14.71		-0.053548			1.67131e-013
14.72		-0.0515418			1.63821e-013
14.73		-0.0495211			1.60577e-013
14.74		-0.0474866			1.57398e-013
14.75		-0.0454393			1.54281e-013
14.76		-0.0433799			1.51226e-013
14.77		-0.0413094			1.48232e-013
14.78		-0.0392286			1.45296e-013
14.79		-0.0371384			1.42419e-013
14.8		-0.0350396			1.39599e-013
14.81		-0.0329331			1.36835e-013
14.82		-0.0308198			1.34126e-013
14.83		-0.0287004			1.3147e-013
14.84		-0.026576			1.28866e-013
14.85		-0.0244473			1.26315e-013
14.86		-0.0223152			1.23813e-013
14.87		-0.0201806			1.21362e-013
14.88		-0.0180443			1.18959e-013
14.89		-0.0159072			1.16603e-013
14.9		-0.0137702			1.14294e-013
14.91		-0.0116341			1.12031e-013
14.92		-0.00949969			1.09813e-013
14.93		-0.00736791			1.07638e-013
14.94		-0.00523957			1.05507e-013
14.95		-0.00311552			1.03418e-013
14.96		-0.000996582			1.0137e-013
14.97		0.0011164			9.93627e-014
14.98		0.00322262			9.73951e-014
14.99		0.00532123			9.54666e-014
15		0.00741143			9.35762e-014
15.01		0.00949242			9.17233e-014
15.02		0.0115634			8.99071e-014
15.03		0.0136235			8.81268e-014
15.04		0.015672			8.63817e-014
15.05		0.0177082			8.46713e-014
15.06		0.0197311			8.29947e-014
15.07		0.0217401			8.13513e-014
15.08		0.0237344			7.97404e-014
15.09		0.0257133			7.81614e-014
15.1		0.027676			7.66137e-014
15.11		0.0296217			7.50967e-014
15.12		0.0315498			7.36097e-014
15.13		0.0334595			7.21521e-014
15.14		0.0353501			7.07234e-014
15.15		0.0372209			6.9323e-014
15.16		0.0390713			6.79503e-014
15.17		0.0409005			6.66048e-014
15.18		0.0427079			6.52859e-014
15.19		0.0444928			6.39932e-014
15.2		0.0462546			6.2726e-014
15.21		0.0479927			6.1484e-014
15.22		0.0497064			6.02665e-014
15.23		0.0513951			5.90731e-014
15.24		0.0530582			5.79034e-014
15.25		0.0546951			5.67569e-014
15.26		0.0563053			5.5633e-014
15.27		0.0578882			5.45314e-014
15.28		0.0594432			5.34516e-014
15.29		0.0609699			5.23932e-014
15.3		0.0624676			5.13557e-014
15.31		0.0639358			5.03388e-014
15.32		0.0653742			4.9342e-014
15.33		0.0667821			4.8365e-014
15.34		0.0681591			4.74073e-014
15.35		0.0695048			4.64686e-014
15.36		0.0708187			4.55484e-014
15.37		0.0721003			4.46465e-014
15.38		0.0733494			4.37625e-014
15.39		0.0745654			4.28959e-014
15.4		0.0757479			4.20465e-014
15.41		0.0768967			4.12139e-014
15.42		0.0780114			4.03978e-014
15.43		0.0790915			3.95979e-014
15.44		0.0801368			3.88138e-014
15.45		0.081147			3.80453e-014
15.46		0.0821217			3.72919e-014
15.47		0.0830607			3.65535e-014
15.48		0.0839637			3.58297e-014
15.49		0.0848305			3.51202e-014
15.5		0.0856608			3.44248e-014
15.51		0.0864545			3.37431e-014
15.52		0.0872112			3.3075e-014
15.53		0.0879308			3.242e-014
15.54		0.0886131			3.17781e-014
15.55		0.089258			3.11488e-014
15.56		0.0898653			3.0532e-014
15.57		0.090435			2.99275e-014
15.58		0.0909667			2.93349e-014
15.59		0.0914606			2.8754e-014
15.6		0.0919165			2.81846e-014
15.61		0.0923342			2.76265e-014
15.62		0.0927139			2.70795e-014
15.63		0.0930554			2.65433e-014
15.64		0.0933587			2.60177e-014
15.65		0.0936238			2.55025e-014
15.66		0.0938507			2.49975e-014
15.67		0.0940394			2.45025e-014
15.68		0.0941901			2.40173e-014
15.69		0.0943026			2.35418e-014
15.7		0.0943772			2.30756e-014
15.71		0.0944138			2.26187e-014
15.72		0.0944127			2.21708e-014
15.73		0.0943738			2.17318e-014
15.74		0.0942973			2.13015e-014
15.75		0.0941835			2.08797e-014
15.76		0.0940323			2.04662e-014
15.77		0.093844			2.0061e-014
15.78		0.0936189			1.96637e-014
15.79		0.093357			1.92744e-014
15.8		0.0930586			1.88927e-014
15.81		0.0927239			1.85186e-014
15.82		0.0923532			1.81519e-014
15.83		0.0919467			1.77925e-014
15.84		0.0915047			1.74402e-014
15.85		0.0910276			1.70948e-014
15.86		0.0905154			1.67563e-014
15.87		0.0899687			1.64245e-014
15.88		0.0893876			1.60993e-014
15.89		0.0887727			1.57805e-014
15.9		0.088124			1.5468e-014
15.91		0.0874422			1.51618e-014
15.92		0.0867274			1.48615e-014
15.93		0.0859802			1.45673e-014
15.94		0.0852009			1.42788e-014
15.95		0.0843898			1.39961e-014
15.96		0.0835475			1.37189e-014
15.97		0.0826744			1.34473e-014
15.98		0.0817708			1.3181e-014
15.99		0.0808373			1.292e-014
16		0.0798743			1.26642e-014
16.01		0.0788823			1.24134e-014
16.02		0.0778618			1.21676e-014
16.03		0.0768132			1.19267e-014
16.04		0.075737			1.16905e-014
16.05		0.0746339			1.1459e-014
16.06		0.0735042			1.12321e-014
16.07		0.0723486			1.10097e-014
16.08		0.0711676			1.07917e-014
16.09		0.0699616			1.0578e-014
16.1		0.0687314			1.03685e-014
16.11		0.0674773			1.01632e-014
16.12		0.0662001			9.96199e-015
16.13		0.0649002			9.76472e-015
16.14		0.0635784			9.57137e-015
16.15		0.0622351			9.38184e-015
16.16		0.0608709			9.19607e-015
16.17		0.0594866			9.01398e-015
16.18		0.0580826			8.83549e-015
16.19		0.0566596			8.66053e-015
16.2		0.0552183			8.48904e-015
16.21		0.0537592			8.32095e-015
16.22		0.0522831			8.15618e-015
16.23		0.0507904			7.99468e-015
16.24		0.049282			7.83638e-015
16.25		0.0477584			7.6812e-015
16.26		0.0462203			7.52911e-015
16.27		0.0446683			7.38002e-015
16.28		0.0431032			7.23389e-015
16.29		0.0415255			7.09065e-015
16.3		0.0399359			6.95024e-015
