x		-cot(x)		Potential
2.41681		1.12923			0.892972
2.42681		1.15225			0.884656
2.43681		1.17579			0.876365
2.44681		1.1999			0.868098
2.45681		1.2246			0.859853
2.46681		1.24991			0.851631
2.47681		1.27585			0.843428
2.48681		1.30247			0.835246
2.49681		1.32979			0.827082
2.50681		1.35785			0.818935
2.51681		1.38668			0.810805
2.52681		1.41632			0.802691
2.53681		1.44681			0.794591
2.54681		1.4782			0.786504
2.55681		1.51053			0.77843
2.56681		1.54385			0.770366
2.57681		1.57822			0.762312
2.58681		1.61369			0.754267
2.59681		1.65032			0.74623
2.60681		1.68818			0.738199
2.61681		1.72734			0.730173
2.62681		1.76788			0.722151
2.63681		1.80988			0.714131
2.64681		1.85343			0.706112
2.65681		1.89862			0.698094
2.66681		1.94556			0.690073
2.67681		1.99436			0.68205
2.68681		2.04515			0.674022
2.69681		2.09806			0.665989
2.70681		2.15324			0.657947
2.71681		2.21085			0.649897
2.72681		2.27106			0.641835
2.73681		2.33407			0.633761
2.74681		2.40009			0.625672
2.75681		2.46936			0.617567
2.76681		2.54213			0.609444
2.77681		2.61871			0.6013
2.78681		2.6994			0.593134
2.79681		2.78457			0.584943
2.80681		2.87462			0.576725
2.81681		2.97			0.568478
2.82681		3.07122			0.560198
2.83681		3.17885			0.551884
2.84681		3.29355			0.543532
2.85681		3.41606			0.535139
2.86681		3.54725			0.526702
2.87681		3.68807			0.518218
2.88681		3.83969			0.509683
2.89681		4.00341			0.501093
2.90681		4.1808			0.492443
2.91681		4.37366			0.483731
2.92681		4.58416			0.47495
2.93681		4.81489			0.466096
2.94681		5.06896			0.457163
2.95681		5.35017			0.448145
2.96681		5.66317			0.439036
2.97681		6.01375			0.429829
2.98681		6.40919			0.420515
2.99681		6.8588			0.411086
3.00681		7.37463			0.401534
3.01681		7.9726			0.391846
3.02681		8.67418			0.382013
3.03681		9.50904			0.372021
3.04681		10.5194			0.361855
3.05681		11.7672			0.351499
3.06681		13.348			0.340935
3.07681		15.4158			0.33014
3.08681		18.2373			0.31909
3.09681		22.3175			0.307757
3.10681		28.7422			0.296106
3.11681		40.3502			0.284096
3.12681		67.6634			0.271678
3.13681		209.293			0.258792
3.14681		-191.494			0.245362
3.15681		-65.6891			0.231293
3.16681		-39.6395			0.216457
3.17681		-28.3796			0.200682
3.18681		-22.098			0.183725
3.19681		-18.0903			0.16522
3.20681		-15.3105			0.144571
3.21681		-13.2689			0.120679
3.22681		-11.7056			0.0910208
3.23681		-10.47			0.0454346
3.24681		-9.46861			nan
3.25681		-8.64045			nan
3.26681		-7.94403			nan
3.27681		-7.35012			nan
3.28681		-6.83753			nan
3.29681		-6.39056			nan
3.30681		-5.99729			nan
3.31681		-5.64852			nan
3.32681		-5.33704			nan
3.33681		-5.05713			nan
3.34681		-4.80417			nan
3.35681		-4.5744			nan
3.36681		-4.36473			nan
3.37681		-4.1726			nan
3.38681		-3.99587			nan
3.39681		-3.83271			nan
3.40681		-3.6816			nan
3.41681		-3.54122			nan
3.42681		-3.41045			nan
3.43681		-3.2883			nan
3.44681		-3.17393			nan
3.45681		-3.06659			nan
3.46681		-2.96564			nan
3.47681		-2.87051			nan
3.48681		-2.78069			nan
3.49681		-2.69573			nan
3.50681		-2.61522			nan
3.51681		-2.53882			nan
3.52681		-2.46621			nan
3.53681		-2.39709			nan
3.54681		-2.33121			nan
3.55681		-2.26833			nan
3.56681		-2.20823			nan
3.57681		-2.15074			nan
3.58681		-2.09566			nan
3.59681		-2.04285			nan
3.60681		-1.99215			nan
3.61681		-1.94343			nan
3.62681		-1.89657			nan
3.63681		-1.85146			nan
3.64681		-1.80798			nan
3.65681		-1.76605			nan
3.66681		-1.72558			nan
3.67681		-1.68647			nan
3.68681		-1.64867			nan
3.69681		-1.61209			nan
3.70681		-1.57667			nan
3.71681		-1.54235			nan
3.72681		-1.50907			nan
3.73681		-1.47679			nan
3.74681		-1.44544			nan
3.75681		-1.41499			nan
3.76681		-1.38538			nan
3.77681		-1.35659			nan
3.78681		-1.32856			nan
3.79681		-1.30127			nan
3.80681		-1.27469			nan
3.81681		-1.24877			nan
3.82681		-1.22349			nan
3.83681		-1.19882			nan
3.84681		-1.17474			nan
3.85681		-1.15121			nan
3.86681		-1.12822			nan
3.87681		-1.10575			nan
3.88681		-1.08376			nan
3.89681		-1.06225			nan
3.90681		-1.04119			nan
3.91681		-1.02056			nan
3.92681		-1.00035			nan
3.93681		-0.980543			nan
3.94681		-0.961118			nan
3.95681		-0.942063			nan
3.96681		-0.923364			nan
3.97681		-0.905007			nan
3.98681		-0.886979			nan
3.99681		-0.869268			nan
4.00681		-0.851862			nan
4.01681		-0.834751			nan
4.02681		-0.817923			nan
4.03681		-0.801368			nan
4.04681		-0.785076			nan
4.05681		-0.769038			nan
4.06681		-0.753244			nan
4.07681		-0.737687			nan
4.08681		-0.722358			nan
4.09681		-0.707249			nan
4.10681		-0.692352			nan
4.11681		-0.677659			nan
4.12681		-0.663165			nan
4.13681		-0.648861			nan
4.14681		-0.634742			nan
4.15681		-0.620801			nan
4.16681		-0.607032			nan
4.17681		-0.59343			nan
4.18681		-0.579987			nan
4.19681		-0.5667			nan
4.20681		-0.553563			nan
4.21681		-0.54057			nan
4.22681		-0.527717			nan
4.23681		-0.514999			nan
4.24681		-0.502411			nan
4.25681		-0.489949			nan
4.26681		-0.477608			nan
4.27681		-0.465385			nan
4.28681		-0.453275			nan
4.29681		-0.441275			nan
4.30681		-0.42938			nan
4.31681		-0.417586			nan
4.32681		-0.405891			nan
4.33681		-0.39429			nan
4.34681		-0.38278			nan
4.35681		-0.371358			nan
4.36681		-0.360021			nan
4.37681		-0.348765			nan
4.38681		-0.337587			nan
4.39681		-0.326485			nan
4.40681		-0.315455			nan
4.41681		-0.304494			nan
4.42681		-0.293599			nan
4.43681		-0.282769			nan
4.44681		-0.271999			nan
4.45681		-0.261288			nan
4.46681		-0.250633			nan
4.47681		-0.240031			nan
4.48681		-0.22948			nan
4.49681		-0.218977			nan
4.50681		-0.20852			nan
4.51681		-0.198107			nan
4.52681		-0.187734			nan
4.53681		-0.177401			nan
4.54681		-0.167104			nan
4.55681		-0.156842			nan
4.56681		-0.146611			nan
4.57681		-0.136411			nan
4.58681		-0.126239			nan
4.59681		-0.116092			nan
4.60681		-0.105968			nan
4.61681		-0.0958664			nan
4.62681		-0.0857838			nan
4.63681		-0.0757185			nan
4.64681		-0.0656684			nan
4.65681		-0.0556316			nan
4.66681		-0.0456059			nan
4.67681		-0.0355893			nan
4.68681		-0.0255799			nan
4.69681		-0.0155755			nan
4.70681		-0.00557435			nan
4.71681		0.00442574			nan
4.72681		0.0144267			nan
4.73681		0.0244306			nan
4.74681		0.0344393			nan
4.75681		0.044455			nan
4.76681		0.0544795			nan
4.77681		0.064515			nan
4.78681		0.0745634			nan
4.79681		0.0846269			nan
4.80681		0.0947074			nan
4.81681		0.104807			nan
4.82681		0.114928			nan
4.83681		0.125072			nan
4.84681		0.135241			nan
4.85681		0.145438			nan
4.86681		0.155665			nan
4.87681		0.165924			nan
4.88681		0.176216			nan
4.89681		0.186546			nan
4.90681		0.196913			nan
4.91681		0.207322			nan
4.92681		0.217774			nan
4.93681		0.228271			nan
4.94681		0.238817			nan
4.95681		0.249413			nan
4.96681		0.260062			nan
4.97681		0.270766			nan
4.98681		0.281529			nan
4.99681		0.292352			nan
5.00681		0.303239			nan
5.01681		0.314192			nan
5.02681		0.325214			nan
5.03681		0.336308			nan
5.04681		0.347477			nan
5.05681		0.358724			nan
5.06681		0.370052			nan
5.07681		0.381464			nan
5.08681		0.392963			nan
5.09681		0.404554			nan
5.10681		0.416238			nan
5.11681		0.42802			nan
5.12681		0.439903			nan
5.13681		0.451891			nan
5.14681		0.463989			nan
5.15681		0.476198			nan
5.16681		0.488525			nan
5.17681		0.500973			nan
5.18681		0.513546			nan
5.19681		0.526249			nan
5.20681		0.539086			nan
5.21681		0.552063			nan
5.22681		0.565184			nan
5.23681		0.578453			nan
5.24681		0.591878			nan
5.25681		0.605462			nan
5.26681		0.619211			nan
5.27681		0.633132			nan
5.28681		0.64723			nan
5.29681		0.661512			nan
5.30681		0.675985			nan
5.31681		0.690654			nan
5.32681		0.705527			nan
5.33681		0.720612			nan
5.34681		0.735915			nan
5.35681		0.751446			nan
5.36681		0.767211			nan
5.37681		0.783221			nan
5.38681		0.799483			nan
5.39681		0.816008			nan
5.40681		0.832804			nan
5.41681		0.849882			nan
5.42681		0.867253			nan
5.43681		0.884929			nan
5.44681		0.902919			nan
5.45681		0.921238			nan
5.46681		0.939897			nan
5.47681		0.958911			nan
5.48681		0.978292			nan
5.49681		0.998057			nan
5.50681		1.01822			nan
5.51681		1.0388			nan
5.52681		1.05981			nan
5.53681		1.08127			nan
5.54681		1.1032			nan
5.55681		1.12562			nan
5.56681		1.14854			nan
5.57681		1.17201			nan
5.58681		1.19602			nan
5.59681		1.22062			nan
5.60681		1.24583			nan
5.61681		1.27168			nan
5.62681		1.29819			nan
5.63681		1.32539			nan
5.64681		1.35333			nan
5.65681		1.38204			nan
5.66681		1.41154			nan
5.67681		1.4419			nan
5.68681		1.47314			nan
5.69681		1.50532			nan
5.70681		1.53848			nan
5.71681		1.57267			nan
5.72681		1.60796			nan
5.73681		1.64441			nan
5.74681		1.68207			nan
5.75681		1.72102			nan
5.76681		1.76133			nan
5.77681		1.80309			nan
5.78681		1.84638			nan
5.79681		1.89131			nan
5.80681		1.93796			nan
5.81681		1.98646			nan
5.82681		2.03692			nan
5.83681		2.08949			nan
5.84681		2.14429			nan
5.85681		2.2015			nan
5.86681		2.26129			nan
5.87681		2.32384			nan
5.88681		2.38936			nan
5.89681		2.4581			nan
5.90681		2.5303			nan
5.91681		2.60625			nan
5.92681		2.68626			nan
5.93681		2.77069			nan
5.94681		2.85993			nan
5.95681		2.95443			nan
5.96681		3.05468			nan
5.97681		3.16125			nan
5.98681		3.27478			nan
5.99681		3.396			nan
6.00681		3.52573			nan
6.01681		3.66495			nan
6.02681		3.81477			nan
6.03681		3.97647			nan
6.04681		4.15156			nan
6.05681		4.34182			nan
6.06681		4.54935			nan
6.07681		4.77666			nan
6.08681		5.02679			nan
6.09681		5.30338			nan
6.10681		5.61097			nan
6.11681		5.95512			nan
6.12681		6.34285			nan
6.13681		6.78311			nan
6.14681		7.28744			nan
6.15681		7.87106			nan
6.16681		8.55441			nan
6.17681		9.36561			nan
6.18681		10.3445			nan
6.19681		11.5492			nan
6.20681		13.0686			nan
6.21681		15.0448			nan
6.22681		17.7209			nan
6.23681		21.5499			nan
6.24681		27.4826			nan
6.25681		37.9122			nan
6.26681		61.0796			nan
6.27681		156.969			nan
