Time		Position		Velocity
9.6		0.118451		-0.867468
9.61		0.109674		-0.887592
9.62		0.100704		-0.90615
9.63		0.0915563		-0.92311
9.64		0.0822472		-0.938442
9.65		0.072793		-0.952118
9.66		0.0632104		-0.964115
9.67		0.0535163		-0.974412
9.68		0.0437279		-0.98299
9.69		0.0338623		-0.989835
9.7		0.023937		-0.994933
9.71		0.0139695		-0.998277
9.72		0.00397733		-0.99986
9.73		-0.00602184		-0.99968
9.74		-0.0160104		-0.997737
9.75		-0.0259707		-0.994033
9.76		-0.0358852		-0.988577
9.77		-0.0457364		-0.981377
9.78		-0.055507		-0.972446
9.79		-0.0651796		-0.9618
9.8		-0.0747373		-0.949457
9.81		-0.0841632		-0.93544
9.82		-0.0934406		-0.919773
9.83		-0.102553		-0.902484
9.84		-0.111485		-0.883603
9.85		-0.12022		-0.863164
9.86		-0.128743		-0.841202
9.87		-0.137039		-0.817756
9.88		-0.145093		-0.792869
9.89		-0.152892		-0.766582
9.9		-0.160421		-0.738944
9.91		-0.167666		-0.710003
9.92		-0.174617		-0.679809
9.93		-0.181259		-0.648416
9.94		-0.187581		-0.61588
9.95		-0.193573		-0.582257
9.96		-0.199223		-0.547607
9.97		-0.204522		-0.511992
9.98		-0.20946		-0.475473
9.99		-0.214028		-0.438116
10		-0.218219		-0.399986
