Time		Position		Velocity
9.25		0.217735		0.424271
9.26		0.221594		0.385863
9.27		0.225062		0.346774
9.28		0.228132		0.307073
9.29		0.230801		0.26683
9.3		0.233062		0.226117
9.31		0.234912		0.185005
9.32		0.236348		0.143566
9.33		0.237366		0.101875
9.34		0.237966		0.0600031
9.35		0.238147		0.0180258
9.36		0.237907		-0.0239833
9.37		0.237247		-0.0659501
9.38		0.236169		-0.1078
9.39		0.234675		-0.149461
9.4		0.232766		-0.190857
9.41		0.230447		-0.231917
9.42		0.227721		-0.272568
9.43		0.224594		-0.312738
9.44		0.22107		-0.352357
9.45		0.217157		-0.391353
9.46		0.21286		-0.42966
9.47		0.208188		-0.467208
9.48		0.203149		-0.503933
9.49		0.197751		-0.539768
9.5		0.192005		-0.574652
9.51		0.185919		-0.608521
9.52		0.179506		-0.641317
9.53		0.172776		-0.672982
9.54		0.165742		-0.70346
9.55		0.158415		-0.732697
9.56		0.150808		-0.760641
9.57		0.142936		-0.787244
9.58		0.134811		-0.812458
9.59		0.126449		-0.836239
9.6		0.117864		-0.858544
9.61		0.10907		-0.879335
9.62		0.100084		-0.898575
9.63		0.0909222		-0.91623
9.64		0.0815995		-0.932269
9.65		0.0721329		-0.946663
9.66		0.062539		-0.959387
9.67		0.0528348		-0.970419
9.68		0.0430374		-0.979739
9.69		0.0331641		-0.987331
9.7		0.0232323		-0.993181
9.71		0.0132595		-0.997279
9.72		0.00326332		-0.999618
9.73		-0.00673862		-1.00019
9.74		-0.0167287		-0.999005
9.75		-0.0266892		-0.996054
9.76		-0.0366027		-0.991346
9.77		-0.0464516		-0.98489
9.78		-0.0562185		-0.976696
9.79		-0.0658863		-0.966779
9.8		-0.0754379		-0.955156
9.81		-0.0848564		-0.941849
9.82		-0.0941252		-0.92688
9.83		-0.103228		-0.910277
9.84		-0.112149		-0.892067
9.85		-0.120871		-0.872284
9.86		-0.129381		-0.850963
9.87		-0.137662		-0.82814
9.88		-0.145701		-0.803856
9.89		-0.153483		-0.778154
9.9		-0.160993		-0.75108
9.91		-0.16822		-0.722681
9.92		-0.17515		-0.693007
9.93		-0.181771		-0.66211
9.94		-0.188072		-0.630046
9.95		-0.194041		-0.59687
9.96		-0.199667		-0.562641
9.97		-0.204941		-0.52742
9.98		-0.209854		-0.491268
9.99		-0.214396		-0.45425
10		-0.218561		-0.416431
