Time		Angular_Position		Angular_Velocity
14.58		0.649046		-0.21602
14.59		0.646886		-0.279626
14.6		0.64409		-0.343021
14.61		0.64066		-0.406142
14.62		0.636598		-0.468927
14.63		0.631909		-0.531313
14.64		0.626596		-0.59324
14.65		0.620663		-0.654647
14.66		0.614117		-0.715472
14.67		0.606962		-0.775655
14.68		0.599206		-0.835137
14.69		0.590854		-0.89386
14.7		0.581916		-0.951763
14.71		0.572398		-1.00879
14.72		0.56231		-1.06489
14.73		0.551661		-1.11999
14.74		0.540461		-1.17406
14.75		0.528721		-1.22702
14.76		0.516451		-1.27884
14.77		0.503662		-1.32945
14.78		0.490368		-1.37881
14.79		0.47658		-1.42686
14.8		0.462311		-1.47357
14.81		0.447575		-1.51887
14.82		0.432387		-1.56274
14.83		0.416759		-1.60511
14.84		0.400708		-1.64595
14.85		0.384249		-1.68522
14.86		0.367396		-1.72288
14.87		0.350168		-1.75888
14.88		0.332579		-1.7932
14.89		0.314647		-1.82579
14.9		0.296389		-1.85663
14.91		0.277823		-1.88567
14.92		0.258966		-1.9129
14.93		0.239837		-1.93828
14.94		0.220454		-1.96178
14.95		0.200836		-1.98339
14.96		0.181002		-2.00307
14.97		0.160972		-2.02081
14.98		0.140764		-2.03658
14.99		0.120398		-2.05038
15		0.0998941		-2.06218
15.01		0.0792723		-2.07197
15.02		0.0585526		-2.07973
15.03		0.0377553		-2.08547
15.04		0.0169006		-2.08917
15.05		-0.00399116		-2.09083
15.06		-0.0248995		-2.09044
15.07		-0.0458038		-2.088
15.08		-0.0666838		-2.08351
15.09		-0.0875189		-2.07697
15.1		-0.108289		-2.0684
15.11		-0.128973		-2.05779
15.12		-0.14955		-2.04515
15.13		-0.170002		-2.03049
15.14		-0.190307		-2.01383
15.15		-0.210445		-1.99518
15.16		-0.230397		-1.97456
15.17		-0.250142		-1.95198
15.18		-0.269662		-1.92746
15.19		-0.288937		-1.90104
15.2		-0.307947		-1.87272
15.21		-0.326674		-1.84254
15.22		-0.3451		-1.81053
15.23		-0.363205		-1.77671
15.24		-0.380972		-1.74111
15.25		-0.398383		-1.70378
15.26		-0.415421		-1.66474
15.27		-0.432069		-1.62403
15.28		-0.448309		-1.58168
15.29		-0.464126		-1.53775
15.3		-0.479503		-1.49226
15.31		-0.494426		-1.44527
15.32		-0.508878		-1.39682
15.33		-0.522847		-1.34695
15.34		-0.536316		-1.29571
15.35		-0.549273		-1.24315
15.36		-0.561705		-1.18932
15.37		-0.573598		-1.13428
15.38		-0.584941		-1.07806
15.39		-0.595721		-1.02074
15.4		-0.605929		-0.962358
15.41		-0.615552		-0.902977
15.42		-0.624582		-0.842653
15.43		-0.633009		-0.781444
15.44		-0.640823		-0.719409
15.45		-0.648017		-0.656608
15.46		-0.654583		-0.593102
15.47		-0.660514		-0.528953
15.48		-0.665804		-0.464223
15.49		-0.670446		-0.398974
15.5		-0.674436		-0.33327
15.51		-0.677768		-0.267176
15.52		-0.68044		-0.200754
15.53		-0.682448		-0.134071
15.54		-0.683788		-0.0671914
15.55		-0.68446		-0.000180109
15.56		-0.684462		0.066897
15.57		-0.683793		0.133974
15.58		-0.682453		0.200986
15.59		-0.680444		0.267866
15.6		-0.677765		0.33455
15.61		-0.674419		0.400971
15.62		-0.67041		0.467064
15.63		-0.665739		0.532764
15.64		-0.660411		0.598007
15.65		-0.654431		0.662727
15.66		-0.647804		0.726861
15.67		-0.640535		0.790346
15.68		-0.632632		0.853118
15.69		-0.624101		0.915116
15.7		-0.61495		0.976278
15.71		-0.605187		1.03654
15.72		-0.594821		1.09585
15.73		-0.583863		1.15414
15.74		-0.572322		1.21136
15.75		-0.560208		1.26745
15.76		-0.547533		1.32235
15.77		-0.53431		1.37601
15.78		-0.52055		1.42837
15.79		-0.506266		1.47939
15.8		-0.491472		1.529
15.81		-0.476182		1.57716
15.82		-0.460411		1.62383
15.83		-0.444172		1.66895
15.84		-0.427483		1.71248
15.85		-0.410358		1.75437
15.86		-0.392814		1.79459
15.87		-0.374868		1.83308
15.88		-0.356538		1.86982
15.89		-0.337839		1.90476
15.9		-0.318792		1.93787
15.91		-0.299413		1.96911
15.92		-0.279722		1.99845
15.93		-0.259737		2.02587
15.94		-0.239479		2.05132
15.95		-0.218966		2.07479
15.96		-0.198218		2.09625
15.97		-0.177255		2.11567
15.98		-0.156099		2.13304
15.99		-0.134768		2.14834
16		-0.113285		2.16155
16.01		-0.0916692		2.17265
16.02		-0.0699427		2.18163
16.03		-0.0481264		2.18849
16.04		-0.0262415		2.1932
16.05		-0.00430942		2.19578
16.06		0.0176483		2.1962
16.07		0.0396103		2.19447
16.08		0.061555		2.19059
16.09		0.0834609		2.18456
16.1		0.105306		2.17638
16.11		0.12707		2.16606
16.12		0.148731		2.1536
16.13		0.170267		2.13903
16.14		0.191657		2.12234
16.15		0.21288		2.10356
16.16		0.233916		2.0827
16.17		0.254743		2.05977
16.18		0.275341		2.03481
16.19		0.295689		2.00782
16.2		0.315767		1.97885
16.21		0.335556		1.9479
16.22		0.355035		1.91502
16.23		0.374185		1.88022
16.24		0.392987		1.84355
16.25		0.411423		1.80504
16.26		0.429473		1.76472
16.27		0.44712		1.72263
16.28		0.464347		1.67882
16.29		0.481135		1.63331
16.3		0.497468		1.58616
16.31		0.513329		1.53741
16.32		0.528703		1.4871
16.33		0.543574		1.43529
16.34		0.557927		1.38202
16.35		0.571747		1.32734
16.36		0.585021		1.27131
16.37		0.597734		1.21398
16.38		0.609874		1.1554
16.39		0.621428		1.09563
16.4		0.632384		1.03473
16.41		0.642731		0.972758
16.42		0.652459		0.90977
16.43		0.661557		0.845829
16.44		0.670015		0.780997
16.45		0.677825		0.715335
16.46		0.684978		0.648908
16.47		0.691467		0.581781
16.48		0.697285		0.514017
16.49		0.702425		0.445683
16.5		0.706882		0.376845
16.51		0.710651		0.307571
16.52		0.713726		0.237927
16.53		0.716106		0.167982
16.54		0.717785		0.0978034
16.55		0.718763		0.0274604
16.56		0.719038		-0.0429784
16.57		0.718608		-0.113444
16.58		0.717474		-0.183868
16.59		0.715635		-0.25418
16.6		0.713093		-0.324312
16.61		0.70985		-0.394196
16.62		0.705908		-0.463761
16.63		0.701271		-0.53294
16.64		0.695941		-0.601664
16.65		0.689925		-0.669867
16.66		0.683226		-0.737479
16.67		0.675851		-0.804435
16.68		0.667807		-0.870669
16.69		0.6591		-0.936114
16.7		0.649739		-1.00071
16.71		0.639732		-1.06438
16.72		0.629088		-1.12707
16.73		0.617817		-1.18872
16.74		0.60593		-1.24927
16.75		0.593437		-1.30865
16.76		0.580351		-1.36681
16.77		0.566683		-1.42368
16.78		0.552446		-1.47922
16.79		0.537654		-1.53336
16.8		0.52232		-1.58605
16.81		0.50646		-1.63724
16.82		0.490087		-1.68687
16.83		0.473219		-1.7349
16.84		0.45587		-1.78127
16.85		0.438057		-1.82595
16.86		0.419798		-1.86888
16.87		0.401109		-1.91002
16.88		0.382009		-1.94933
16.89		0.362515		-1.98676
16.9		0.342648		-2.02229
16.91		0.322425		-2.05587
16.92		0.301866		-2.08747
16.93		0.280991		-2.11705
16.94		0.259821		-2.14459
16.95		0.238375		-2.17005
16.96		0.216675		-2.19341
16.97		0.194741		-2.21464
16.98		0.172594		-2.23373
16.99		0.150257		-2.25064
17		0.12775		-2.26537
17.01		0.105097		-2.27789
17.02		0.0823179		-2.28819
17.03		0.059436		-2.29625
17.04		0.0364735		-2.30208
17.05		0.0134527		-2.30565
17.06		-0.00960384		-2.30697
17.07		-0.0326736		-2.30603
17.08		-0.0557339		-2.30283
17.09		-0.0787621		-2.29737
17.1		-0.101736		-2.28965
17.11		-0.124632		-2.27968
17.12		-0.147429		-2.26746
17.13		-0.170104		-2.25302
17.14		-0.192634		-2.23635
17.15		-0.214997		-2.21747
17.16		-0.237172		-2.1964
17.17		-0.259136		-2.17315
17.18		-0.280867		-2.14776
17.19		-0.302345		-2.12023
17.2		-0.323547		-2.0906
17.21		-0.344453		-2.0589
17.22		-0.365042		-2.02514
17.23		-0.385294		-1.98937
17.24		-0.405187		-1.95161
17.25		-0.424704		-1.9119
17.26		-0.443823		-1.87028
17.27		-0.462525		-1.82678
17.28		-0.480793		-1.78146
17.29		-0.498608		-1.73434
17.3		-0.515951		-1.68547
17.31		-0.532806		-1.63491
17.32		-0.549155		-1.5827
17.33		-0.564982		-1.52888
17.34		-0.580271		-1.47351
17.35		-0.595006		-1.41664
17.36		-0.609172		-1.35833
17.37		-0.622756		-1.29864
17.38		-0.635742		-1.2376
17.39		-0.648118		-1.1753
17.4		-0.659871		-1.11179
17.41		-0.670989		-1.04712
17.42		-0.68146		-0.981362
17.43		-0.691274		-0.914579
17.44		-0.700419		-0.846835
17.45		-0.708888		-0.778193
17.46		-0.71667		-0.708722
17.47		-0.723757		-0.638489
17.48		-0.730142		-0.567561
17.49		-0.735817		-0.496007
17.5		-0.740778		-0.423897
17.51		-0.745017		-0.3513
17.52		-0.74853		-0.278289
17.53		-0.751312		-0.204933
17.54		-0.753362		-0.131304
17.55		-0.754675		-0.0574748
17.56		-0.75525		0.0164834
17.57		-0.755085		0.0904978
17.58		-0.75418		0.164496
17.59		-0.752535		0.238406
17.6		-0.750151		0.312154
17.61		-0.747029		0.385669
17.62		-0.743172		0.458878
17.63		-0.738584		0.531709
17.64		-0.733267		0.60409
17.65		-0.727226		0.67595
17.66		-0.720466		0.747218
17.67		-0.712994		0.817824
17.68		-0.704816		0.887697
17.69		-0.695939		0.956769
17.7		-0.686371		1.02497
17.71		-0.676121		1.09224
17.72		-0.665199		1.1585
17.73		-0.653614		1.22368
17.74		-0.641377		1.28774
17.75		-0.6285		1.35059
17.76		-0.614994		1.41219
17.77		-0.600872		1.47246
17.78		-0.586147		1.53134
17.79		-0.570834		1.58878
17.8		-0.554946		1.64473
17.81		-0.538499		1.69911
17.82		-0.521508		1.75188
17.83		-0.503989		1.80299
17.84		-0.485959		1.85238
17.85		-0.467435		1.90001
17.86		-0.448435		1.94582
17.87		-0.428977		1.98976
17.88		-0.409079		2.0318
17.89		-0.388761		2.07189
17.9		-0.368043		2.10999
17.91		-0.346943		2.14606
17.92		-0.325482		2.18006
17.93		-0.303681		2.21196
17.94		-0.281562		2.24172
17.95		-0.259145		2.26931
17.96		-0.236452		2.29471
17.97		-0.213505		2.31788
17.98		-0.190326		2.3388
17.99		-0.166938		2.35745
18		-0.143363		2.37381
18.01		-0.119625		2.38786
18.02		-0.0957465		2.39959
18.03		-0.0717506		2.40897
18.04		-0.0476609		2.416
18.05		-0.0235009		2.42067
18.06		0.000705797		2.42297
18.07		0.0249355		2.42291
18.08		0.0491646		2.42046
18.09		0.0733692		2.41564
18.1		0.0975257		2.40845
18.11		0.12161		2.3989
18.12		0.145599		2.38698
18.13		0.169469		2.37271
18.14		0.193196		2.3561
18.15		0.216757		2.33717
18.16		0.240129		2.31593
18.17		0.263288		2.29239
18.18		0.286212		2.26659
18.19		0.308878		2.23854
18.2		0.331263		2.20827
18.21		0.353346		2.17581
18.22		0.375104		2.14118
18.23		0.396516		2.10442
18.24		0.41756		2.06556
18.25		0.438216		2.02464
18.26		0.458462		1.9817
18.27		0.478279		1.93677
18.28		0.497647		1.8899
18.29		0.516546		1.84113
18.3		0.534957		1.7905
18.31		0.552862		1.73808
18.32		0.570243		1.6839
18.33		0.587082		1.62801
18.34		0.603362		1.57048
18.35		0.619067		1.51135
18.36		0.63418		1.45068
18.37		0.648687		1.38853
18.38		0.662572		1.32496
18.39		0.675822		1.26003
18.4		0.688422		1.1938
18.41		0.70036		1.12633
18.42		0.711624		1.0577
18.43		0.722201		0.987959
18.44		0.73208		0.917183
18.45		0.741252		0.845439
18.46		0.749706		0.772797
18.47		0.757434		0.699326
18.48		0.764428		0.625097
18.49		0.770679		0.550183
18.5		0.77618		0.474657
18.51		0.780927		0.398591
18.52		0.784913		0.32206
18.53		0.788134		0.245139
18.54		0.790585		0.167901
18.55		0.792264		0.0904242
18.56		0.793168		0.0127823
18.57		0.793296		-0.0649482
18.58		0.792647		-0.142691
18.59		0.79122		-0.220371
18.6		0.789016		-0.29791
18.61		0.786037		-0.375234
18.62		0.782284		-0.452265
18.63		0.777762		-0.528929
18.64		0.772473		-0.60515
18.65		0.766421		-0.680852
18.66		0.759612		-0.755961
18.67		0.752053		-0.830403
18.68		0.743749		-0.904105
18.69		0.734708		-0.976992
18.7		0.724938		-1.04899
18.71		0.714448		-1.12004
18.72		0.703248		-1.19005
18.73		0.691347		-1.25897
18.74		0.678757		-1.32672
18.75		0.66549		-1.39324
18.76		0.651558		-1.45846
18.77		0.636973		-1.52231
18.78		0.62175		-1.58474
18.79		0.605903		-1.64567
18.8		0.589446		-1.70505
18.81		0.572395		-1.76281
18.82		0.554767		-1.81891
18.83		0.536578		-1.87327
18.84		0.517846		-1.92586
18.85		0.498587		-1.97661
18.86		0.478821		-2.02547
18.87		0.458566		-2.07239
18.88		0.437842		-2.11733
18.89		0.416669		-2.16024
18.9		0.395067		-2.20107
18.91		0.373056		-2.23979
18.92		0.350658		-2.27635
18.93		0.327894		-2.31071
18.94		0.304787		-2.34285
18.95		0.281359		-2.37272
18.96		0.257632		-2.40029
18.97		0.233629		-2.42554
18.98		0.209373		-2.44843
18.99		0.184889		-2.46895
19		0.160199		-2.48707
19.01		0.135329		-2.50277
19.02		0.110301		-2.51603
19.03		0.0851407		-2.52684
19.04		0.0598722		-2.53519
19.05		0.0345204		-2.54105
19.06		0.00910983		-2.54444
19.07		-0.0163345		-2.54533
19.08		-0.0417878		-2.54373
19.09		-0.0672251		-2.53963
19.1		-0.0926215		-2.53305
19.11		-0.117952		-2.52397
19.12		-0.143192		-2.51241
19.13		-0.168316		-2.49838
19.14		-0.1933		-2.48188
19.15		-0.218118		-2.46294
19.16		-0.242748		-2.44156
19.17		-0.267163		-2.41777
19.18		-0.291341		-2.39159
19.19		-0.315257		-2.36304
19.2		-0.338887		-2.33215
19.21		-0.362209		-2.29893
19.22		-0.385198		-2.26344
19.23		-0.407833		-2.22569
19.24		-0.430089		-2.18572
19.25		-0.451947		-2.14357
19.26		-0.473382		-2.09928
19.27		-0.494375		-2.05289
19.28		-0.514904		-2.00444
19.29		-0.534949		-1.95398
19.3		-0.554488		-1.90156
19.31		-0.573504		-1.84722
19.32		-0.591976		-1.79101
19.33		-0.609886		-1.733
19.34		-0.627216		-1.67323
19.35		-0.643948		-1.61176
19.36		-0.660066		-1.54866
19.37		-0.675553		-1.48397
19.38		-0.690392		-1.41777
19.39		-0.70457		-1.35011
19.4		-0.718071		-1.28106
19.41		-0.730882		-1.21069
19.42		-0.742989		-1.13906
19.43		-0.754379		-1.06625
19.44		-0.765042		-0.992319
19.45		-0.774965		-0.917345
19.46		-0.784138		-0.841399
19.47		-0.792552		-0.764553
19.48		-0.800198		-0.686883
19.49		-0.807067		-0.608464
19.5		-0.813151		-0.529371
19.51		-0.818445		-0.449682
19.52		-0.822942		-0.369475
19.53		-0.826637		-0.288826
19.54		-0.829525		-0.207816
19.55		-0.831603		-0.126523
19.56		-0.832868		-0.0450255
19.57		-0.833318		0.0365956
19.58		-0.832953		0.118261
19.59		-0.83177		0.19989
19.6		-0.829771		0.281404
19.61		-0.826957		0.362721
19.62		-0.82333		0.443763
19.63		-0.818892		0.524449
19.64		-0.813648		0.604701
19.65		-0.807601		0.684438
19.66		-0.800756		0.763583
19.67		-0.79312		0.842057
19.68		-0.7847		0.919783
19.69		-0.775502		0.996683
19.7		-0.765535		1.07268
19.71		-0.754808		1.14771
19.72		-0.743331		1.22168
19.73		-0.731115		1.29452
19.74		-0.718169		1.36617
19.75		-0.704508		1.43655
19.76		-0.690142		1.50559
19.77		-0.675086		1.57323
19.78		-0.659354		1.63939
19.79		-0.64296		1.704
19.8		-0.62592		1.76701
19.81		-0.60825		1.82835
19.82		-0.589966		1.88796
19.83		-0.571087		1.94578
19.84		-0.551629		2.00175
19.85		-0.531611		2.0558
19.86		-0.511053		2.1079
19.87		-0.489974		2.15799
19.88		-0.468394		2.206
19.89		-0.446334		2.25191
19.9		-0.423815		2.29565
19.91		-0.400859		2.33718
19.92		-0.377487		2.37647
19.93		-0.353722		2.41346
19.94		-0.329588		2.44812
19.95		-0.305107		2.48042
19.96		-0.280302		2.51032
19.97		-0.255199		2.53779
19.98		-0.229821		2.5628
19.99		-0.204193		2.58533
